regime,mode,volume_threshold,hft_frac,n_runs,vol_ratio_mean,vol_ratio_std,vol_ratio_ci_low,vol_ratio_ci_high,spread_ratio_mean,spread_ratio_std,spread_ratio_ci_low,spread_ratio_ci_high,max_drawdown_mean,max_drawdown_std,max_drawdown_ci_low,max_drawdown_ci_high,recovery_time_mean,recovery_time_std,recovery_time_ci_low,recovery_time_ci_high,mm_stress_ratio_mean,mm_stress_ratio_std,mm_stress_ratio_ci_low,mm_stress_ratio_ci_high,avg_sub_iters_mean,avg_sub_iters_std,avg_sub_iters_ci_low,avg_sub_iters_ci_high,threshold_hit_rate_mean,threshold_hit_rate_std,threshold_hit_rate_ci_low,threshold_hit_rate_ci_high,executed_volume_total_mean,executed_volume_total_std,executed_volume_total_ci_low,executed_volume_total_ci_high,book_depleted_rate_mean,book_depleted_rate_std,book_depleted_rate_ci_low,book_depleted_rate_ci_high,calendar_volume_per_tick_target_mean,calendar_volume_per_tick_target_std,calendar_volume_per_tick_target_ci_low,calendar_volume_per_tick_target_ci_high,vstar_to_calendar_tick_ratio_mean,vstar_to_calendar_tick_ratio_std,vstar_to_calendar_tick_ratio_ci_low,vstar_to_calendar_tick_ratio_ci_high
event_time_V13,event_time,13.0,0.0,30,2.002417353277233,1.3465653589017181,1.5641188842700209,2.518905093499466,2.224204519379386,2.013494129742149,1.5915545158905469,2.9983640114598784,0.138753959105904,0.05288959172350844,0.12096200562702715,0.15829304222275647,26.066666666666666,53.60129523224894,13.099166666666667,46.3675,0.0,0.0,0.0,0.0,1.6966,0.058799835796158245,1.6760650000000001,1.716735,1.0,0.0,1.0,1.0,10098.166666666666,258.6078222852635,10012.513333333332,10189.675833333333,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,0.1,30,2.167574461065571,1.1526918168487026,1.7616613242443897,2.564667448787013,2.1564018157394695,1.1588456180427473,1.7548072603114901,2.5813575266678925,0.19569761882266531,0.0851931647062375,0.16691065482558876,0.22411461628877838,23.266666666666666,17.20251251363036,17.598333333333336,29.301666666666666,0.0,0.0,0.0,0.0,1.6378666666666668,0.06968685292983436,1.612796666666667,1.6635383333333333,1.0,0.0,1.0,1.0,10238.433333333332,272.02607422354066,10141.986666666668,10336.673333333332,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,0.2,30,2.1158853463505856,1.0375042573767557,1.7772740663248852,2.509142821095477,2.115701429910099,1.1180961578309585,1.752271586163145,2.545039285866402,0.19647279793014547,0.0717290140534375,0.17186800482465053,0.2239007083075097,32.266666666666666,58.87973325776661,14.861666666666668,55.93333333333333,0.0,0.0,0.0,0.0,1.5693333333333335,0.05484858991890267,1.549865,1.5884733333333332,1.0,0.0,1.0,1.0,10389.133333333333,266.80222991020423,10294.8975,10488.880833333333,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,0.3,30,2.4981406858846382,1.8687871863447798,1.9189209514005903,3.2793785848916994,2.3716172756810523,1.4873121463317414,1.8986610921118057,2.974127521238647,0.21038720978093525,0.08345590443196502,0.18201902002615705,0.24053589369831047,37.36666666666667,70.12967463469238,16.83083333333333,65.22083333333332,0.0,0.0,0.0,0.0,1.5056000000000003,0.04829050024376541,1.4875983333333334,1.5231416666666668,1.0,0.0,1.0,1.0,10647.6,239.02641608451333,10560.999166666666,10738.250833333334,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,0.4,30,2.202377910906739,1.6204257655209366,1.6790613288131966,2.83465245558203,2.2848573116374427,2.17543078536007,1.636020976567731,3.199136064843787,0.1961631171188232,0.0842569722483163,0.16796492503339838,0.22689793280165116,22.766666666666666,23.03323435945267,15.733333333333333,32.135,0.0,0.0,0.0,0.0,1.4614000000000003,0.046019935710066164,1.4450616666666665,1.4774016666666667,1.0,0.0,1.0,1.0,10743.2,251.10011741438362,10652.213333333333,10827.439166666665,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,0.5,30,2.3026342337064887,1.6160477840351404,1.839889553143479,2.9535906074064577,2.3920131205482913,1.96917570661555,1.8512044535455618,3.1911397209502783,0.2564472761005935,0.0937471588482556,0.22480056949761007,0.2908726298277311,39.5,57.75916108856821,22.631666666666668,63.207499999999996,0.0,0.0,0.0,0.0,1.415533333333333,0.05412803042935255,1.39666,1.434,1.0,0.0,1.0,1.0,10969.033333333333,277.2094295223234,10879.608333333334,11072.155,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,0.6,30,2.4007920415983732,1.430448058666201,1.9508031246191186,2.911592804833961,2.530744022998483,1.8151076074597503,1.9653016884520713,3.183636732045219,0.21930946014148184,0.1105378283919687,0.1794724984349623,0.25802841843111846,30.233333333333334,41.948805690395695,16.596666666666668,46.10666666666666,0.0,0.0,0.0,0.0,1.3667333333333331,0.043417725073692064,1.3519983333333336,1.382938333333333,1.0,0.0,1.0,1.0,11238.233333333334,320.07183281400995,11121.351666666667,11341.641666666666,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,0.7,30,2.4569548072356016,1.6971749770162334,1.95474101612142,3.1430622178730006,2.444453493942348,2.4386512510669305,1.8070918301216263,3.432727601829995,0.26942113465494394,0.11287015501975908,0.22800890958287953,0.30899119735016345,25.3,54.478815876543656,11.465833333333334,48.57416666666666,0.0,0.0,0.0,0.0,1.3219999999999998,0.04164877776904349,1.3070650000000001,1.3369350000000002,1.0,0.0,1.0,1.0,11384.033333333333,389.6461244499303,11249.785833333333,11532.494166666667,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,0.8,30,2.533558057569184,1.3151790175071423,2.103192961180326,3.054160135842617,2.4960266003399463,1.6581258826179248,1.9790992465011967,3.1473251526628525,0.2929098309430804,0.12488110700431836,0.2478938690180845,0.3373852868547069,40.733333333333334,74.45384283328616,18.265,70.01083333333332,0.0,0.0,0.0,0.0,1.3946666666666665,0.5781796244774797,1.2763966666666664,1.6132100000000005,0.9977333333333334,0.0120428354243289,0.9932666666666667,1.0,11633.3,360.8000831485492,11501.662499999999,11761.469166666668,0.0022,0.011677859983451739,0.0,0.006533333333333334,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,0.9,30,2.6484829412386626,1.6738818963797804,2.0935883632442063,3.243111179209294,2.662344339485896,1.9369749349319472,2.0558334968120993,3.338482175790491,0.3178012986341955,0.1731000472724793,0.25961497154763824,0.3771039391358295,47.36666666666667,72.44331117041332,25.129166666666666,73.23333333333333,0.0,0.0,0.0,0.0,1.2539333333333331,0.05067130952714176,1.2373883333333335,1.2714683333333334,1.0,0.0,1.0,1.0,11804.2,450.5714685550585,11665.255833333333,11954.5075,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V13,event_time,13.0,1.0,30,3.2304004649770355,1.577062155202987,2.7075367729229676,3.8001343857330525,3.0820951202444786,1.4945154833044867,2.6113731571816032,3.6271663026445107,0.33618204077508834,0.1473420479791604,0.28503435441195846,0.38873562512997734,28.533333333333335,54.792859674088625,14.366666666666667,50.84999999999999,0.0,0.0,0.0,0.0,1.8396000000000001,3.059084983770642,1.2159333333333333,3.009268333333333,0.9873333333333334,0.0629226856373446,0.9632000000000001,1.0,11903.7,796.0765493429594,11598.171666666667,12126.630000000001,0.012666666666666665,0.0629226856373446,0.0,0.03679999999999999,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.032467119893259,2.2584051416334807e-16,1.032467119893259,1.032467119893259
event_time_V19,event_time,19.0,0.0,30,1.83094647755088,0.6781252699982162,1.6058203121542494,2.0777482735141826,1.9402563291446429,0.7807580789431197,1.6868908724904417,2.204425828625457,0.16687977187058067,0.07854317895509455,0.14182435826094378,0.19429914304193188,24.766666666666666,53.33154810230532,12.365833333333335,45.666666666666664,0.0,0.0,0.0,0.0,2.2506,0.07024322276794812,2.2276666666666665,2.275736666666667,1.0,0.0,1.0,1.0,13022.8,199.30783675787424,12948.356666666667,13091.336666666668,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,0.1,30,2.1393293315733386,1.3130280520053068,1.7510177172057289,2.6476657005571047,2.4036730206280423,1.9656344591678248,1.804984991247379,3.134546997255192,0.1987489317397314,0.060345826840178,0.17654561321339757,0.2189730010626368,36.43333333333333,74.14695721584141,14.933333333333334,63.17083333333333,0.0,0.0,0.0,0.0,2.1294,0.10284122345333759,2.094996666666667,2.1664833333333338,1.0,0.0,1.0,1.0,13288.7,255.28633687117576,13196.787499999999,13368.640000000001,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,0.2,30,2.191639483783677,1.164699007818212,1.791406516616105,2.6227754443336653,2.2152428689399413,1.298239416852673,1.8002217081927587,2.6935573623086784,0.2055694012693993,0.0854483845374129,0.17632967118361648,0.2353327680660198,31.533333333333335,61.091075782227676,14.1625,54.934999999999995,0.0,0.0,0.0,0.0,2.0786000000000002,0.05479781017522512,2.060928333333333,2.0990666666666664,1.0,0.0,1.0,1.0,13377.566666666668,181.793305011836,13315.651666666667,13441.678333333333,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,0.3,30,2.3714835597624644,1.085065492606792,2.009767261273509,2.7515023151031235,2.3927213805648626,1.223750037372048,1.9838877710181158,2.8340116272226785,0.22517602843060866,0.08322461661587094,0.19678053807976204,0.2557344161196451,38.6,72.82458849629822,16.7475,65.93666666666664,0.0,0.0,0.0,0.0,1.9478000000000002,0.07433076125646447,1.9223983333333334,1.9741383333333336,1.0,0.0,1.0,1.0,13598.3,249.90841770812622,13503.203333333333,13683.045,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,0.4,30,2.174153214765314,1.4124284716278719,1.6949583584317964,2.6963632975905667,2.2170773316088566,1.8413835579931557,1.6544983057449374,2.9411683148409278,0.18054032978200388,0.10942295887579585,0.1439188776612209,0.220821790412648,20.033333333333335,36.911341433721724,10.265833333333335,35.36666666666667,0.0,0.0,0.0,0.0,1.8952,0.07799487162628062,1.8648616666666669,1.9209450000000001,1.0,0.0,1.0,1.0,13660.366666666667,276.97783844290814,13576.085000000001,13768.678333333333,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,0.5,30,2.3200655767438616,0.9739060590582551,1.9889550326363663,2.655026819865396,2.294759741512779,1.1840095601737646,1.8933621147831405,2.7084957384807096,0.28884286995434244,0.1376685729192325,0.24294287513488771,0.3359152260298083,26.666666666666668,35.187510846040674,16.4,40.07416666666666,0.0,0.0,0.0,0.0,1.8177999999999999,0.09273075597366967,1.784725,1.8494083333333338,1.0,0.0,1.0,1.0,13895.166666666666,333.6186221682945,13782.03,14016.1,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,0.6,30,2.5522153508662613,1.6076785867724812,2.008390750390261,3.1261135501801536,2.616928591541006,1.6616112197047979,2.0634005124137382,3.201271201449568,0.2566619014292983,0.1045292668881829,0.2193744722522544,0.29358728395334127,54.96666666666667,96.46635408920754,22.793333333333333,93.43583333333333,0.0,0.0,0.0,0.0,1.7488666666666666,0.06218921812159016,1.7273333333333338,1.7711400000000002,1.0,0.0,1.0,1.0,14047.0,262.1497334704361,13946.709166666667,14129.605000000001,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,0.7,30,2.421527448356609,1.4475715656462673,1.9489671714001144,2.95563993207923,2.087061570991385,1.2297873574729894,1.6909935549739046,2.5397463042784945,0.27507797994407956,0.12489584483414946,0.23328551595327565,0.3187046571056493,31.833333333333332,57.931043035029475,15.366666666666667,52.23833333333333,0.0,0.0,0.0,0.0,1.6810000000000003,0.0691719496666796,1.656731666666667,1.703601666666667,1.0,0.0,1.0,1.0,14162.533333333333,269.14189736928773,14068.126666666667,14258.779166666667,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,0.8,30,2.165735499545166,1.161246692587011,1.780364080395245,2.5793389906312023,2.1742344045472635,1.4581428541819457,1.6937642031699907,2.7068996112234673,0.33765859934396425,0.13075694439224894,0.2906907784783207,0.38554547257434973,56.833333333333336,98.33162866241105,24.033333333333335,92.86999999999999,0.0,0.0,0.0,0.0,1.6174,0.06842493999846182,1.5917316666666665,1.6401416666666666,1.0,0.0,1.0,1.0,14416.5,264.1415177122111,14326.3475,14511.775833333333,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,0.9,30,2.7424003707182676,1.7555058493972757,2.2160797889996475,3.504677202419046,2.391881593710847,1.3616221430030437,1.9455401765903975,2.948119552791055,0.33722023561296033,0.12854719815417837,0.29016457496790654,0.3824880253896856,61.833333333333336,87.90083885415638,32.63,94.17999999999999,0.0,0.0,0.0,0.0,1.7545333333333335,0.697220873989324,1.5671933333333334,2.027635,0.9962,0.014577734557453915,0.9902666666666666,1.0,14459.766666666666,304.3698615889526,14350.71,14564.035,0.0037333333333333333,0.014294762323489587,0.0,0.009533333333333333,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V19,event_time,19.0,1.0,30,2.456372313623407,1.6513650202670636,1.9131672249407625,3.063447275696916,2.5683230772592385,2.3094323289053396,1.8842221084037256,3.4838866014515872,0.3166892453085975,0.11539551948332906,0.27522815384229954,0.35565433324706225,59.166666666666664,91.54877476470968,30.44333333333333,95.135,0.0,0.0,0.0,0.0,3.5687333333333338,5.304174191848459,1.9260999999999997,5.6878899999999994,0.9581333333333334,0.1096526595533662,0.9142649999999999,0.9921333333333333,13994.566666666668,1535.9904292835208,13374.605,14489.613333333335,0.0416,0.10920073259827517,0.0077333333333333325,0.08540166666666667,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,1.5089904059978403,2.2584051416334807e-16,1.5089904059978403,1.5089904059978403
event_time_V6,event_time,6.0,0.0,30,1.9423511687599284,0.9254179779861178,1.6164704539347503,2.3307775325898774,1.9425028030985902,0.7935132749388027,1.6337297679150897,2.2408940389365104,0.1616775113194858,0.062130078551553336,0.14001248988625573,0.1853754926932577,31.533333333333335,54.87021259194334,17.098333333333336,54.640833333333326,0.0,0.0,0.0,0.0,1.1870666666666663,0.02326301390817525,1.1789933333333331,1.1952033333333334,1.0,0.0,1.0,1.0,7216.433333333333,388.8598438524086,7086.033333333334,7351.835,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,0.47652328610458095,1.6938038562251105e-16,0.47652328610458095,0.47652328610458095
event_time_V6,event_time,6.0,0.1,30,2.307898681403698,1.194522159461815,1.9052121648718683,2.7604803442864068,2.1701215411202273,1.1966627927141062,1.802343085759095,2.6273583254388813,0.17301511482682785,0.06676728253019426,0.1506055240790377,0.1970280429956384,39.13333333333333,59.76144145732657,21.165833333333335,61.34666666666666,0.0,0.0,0.0,0.0,1.1578666666666666,0.019707749803030566,1.1510666666666665,1.1648016666666665,1.0,0.0,1.0,1.0,7557.8,354.955597028796,7429.22,7680.955833333333,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,0.47652328610458095,1.6938038562251105e-16,0.47652328610458095,0.47652328610458095
event_time_V6,event_time,6.0,0.2,30,2.3445085179451297,1.8786356351998819,1.773971918171932,3.1219742239304726,2.4736308419139386,2.2748900738354276,1.7916514974538638,3.34915988836061,0.17034924959764644,0.056415963825977244,0.15046766208084847,0.19030890359244476,28.3,53.1530970324207,15.332500000000001,49.014999999999986,0.0,0.0,0.0,0.0,1.1351333333333333,0.020954356527253745,1.1275983333333335,1.1421999999999999,1.0,0.0,1.0,1.0,7695.633333333333,307.70770762743877,7594.060833333333,7805.906666666667,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,0.47652328610458095,1.6938038562251105e-16,0.47652328610458095,0.47652328610458095
event_time_V6,event_time,6.0,0.3,30,2.48465970881299,2.4743832580965024,1.7575725115851266,3.4446301025927624,2.585615989453335,2.6539795925765683,1.8075406578977284,3.6289907240866977,0.16888845989990284,0.060141587502335746,0.14864923363098106,0.19190911018591167,37.733333333333334,39.79770685937028,25.56,52.83833333333333,0.0,0.0,0.0,0.0,1.1189333333333336,0.019281818009387077,1.1123966666666665,1.1260700000000001,1.0,0.0,1.0,1.0,8127.933333333333,418.1989242332948,7982.878333333333,8278.340833333332,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,0.47652328610458095,1.6938038562251105e-16,0.47652328610458095,0.47652328610458095
event_time_V6,event_time,6.0,0.4,30,2.2949494669026693,1.3993328884240688,1.863120688773585,2.7909796848768385,2.141989959992487,1.2561732053028263,1.7438830470135338,2.5819219802071545,0.21872595494123,0.09624451632841023,0.18617273980584856,0.2526509297902543,37.13333333333333,58.05332467436406,20.9,59.44333333333332,0.0,0.0,0.0,0.0,1.0905999999999998,0.01708518212592017,1.0847333333333333,1.0968000000000002,1.0,0.0,1.0,1.0,8478.833333333334,426.99625156501634,8328.355833333333,8618.422499999999,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,0.47652328610458095,1.6938038562251105e-16,0.47652328610458095,0.47652328610458095
event_time_V6,event_time,6.0,0.5,30,2.8786422970767775,2.494178810645136,2.111106651966905,3.8055728192423306,2.7357694179270955,2.8196947706170503,1.8837211267570868,3.804680365321269,0.2349309949341879,0.08725514086090233,0.20404809876101743,0.26502406670668904,37.5,59.21716316907712,21.364166666666666,60.43999999999999,0.0,0.0,0.0,0.0,1.0758666666666667,0.016051067927374672,1.0703316666666667,1.0814,1.0,0.0,1.0,1.0,8840.733333333334,490.8964307744826,8671.185000000001,9023.200833333332,0.0,0.0,0.0,0.0,12.591199999999999,1.8067241133067846e-15,12.591199999999999,12.591199999999999,0.47652328610458095,1.6938038562251105e-16,0.47652328610458095,0.47652328610458095
