regime,mode,volume_threshold,hft_frac,n_runs,vol_ratio_mean,vol_ratio_std,vol_ratio_ci_low,vol_ratio_ci_high,spread_ratio_mean,spread_ratio_std,spread_ratio_ci_low,spread_ratio_ci_high,max_drawdown_mean,max_drawdown_std,max_drawdown_ci_low,max_drawdown_ci_high,recovery_time_mean,recovery_time_std,recovery_time_ci_low,recovery_time_ci_high,mm_panic_ratio_mean,mm_panic_ratio_std,mm_panic_ratio_ci_low,mm_panic_ratio_ci_high,avg_sub_iters_mean,avg_sub_iters_std,avg_sub_iters_ci_low,avg_sub_iters_ci_high,threshold_hit_rate_mean,threshold_hit_rate_std,threshold_hit_rate_ci_low,threshold_hit_rate_ci_high,executed_volume_total_mean,executed_volume_total_std,executed_volume_total_ci_low,executed_volume_total_ci_high,book_depleted_rate_mean,book_depleted_rate_std,book_depleted_rate_ci_low,book_depleted_rate_ci_high,calendar_volume_per_tick_target_mean,calendar_volume_per_tick_target_std,calendar_volume_per_tick_target_ci_low,calendar_volume_per_tick_target_ci_high,vstar_to_calendar_tick_ratio_mean,vstar_to_calendar_tick_ratio_std,vstar_to_calendar_tick_ratio_ci_low,vstar_to_calendar_tick_ratio_ci_high
calendar,calendar,,1.0,30,2.9329517783707715,2.0066633048463975,2.305241185328607,3.6803386265244704,3.4727801898532062,3.7779353381819263,2.2968873247273027,4.908066984306519,0.32002270358266716,0.18253907940657155,0.26023558672356006,0.38510386646036454,58.166666666666664,80.18473641549862,32.82416666666667,87.86749999999999,0.926,0.2162221789071163,0.836488888888889,0.992786111111111,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10417.9,919.6036758787207,10099.779166666667,10775.234166666667,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,,,,
event_time_V13,event_time,13.0,0.0,30,1.9711896431234306,0.7308953744886927,1.726743168120922,2.2330071731185317,2.066065019784617,0.9994939146708031,1.7443897273550106,2.4008393887395574,0.1656230682881917,0.06132603911231858,0.1458778025077769,0.1884920620001808,44.43333333333333,64.98524147216352,23.665833333333335,71.63833333333334,0.9978888888888889,0.008947840910544217,0.9942222222222222,1.0,1.6923333333333335,0.052617247292534024,1.6751300000000002,1.7092033333333332,1.0,0.0,1.0,1.0,10215.9,397.63111912493935,10088.6875,10347.769999999999,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,0.1,30,2.03146222343802,0.9507914881530223,1.7006682042232273,2.3917421714200198,2.183123490693136,1.103865857245034,1.81089726095277,2.6008681429178795,0.1738011850377283,0.061710490576429314,0.15418911037945543,0.19655017544789563,34.666666666666664,58.60759826773865,18.361666666666668,58.535,0.9824444444444445,0.07191381247027734,0.9547777777777778,1.0,1.6182666666666665,0.0546758052355968,1.59832,1.6383349999999999,1.0,0.0,1.0,1.0,10461.166666666666,392.41182478346025,10320.3775,10600.405,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,0.2,30,2.663027517508197,1.4576064162433864,2.1357792288789113,3.192553587394948,2.8309368953624605,1.5318092684541147,2.303465961184591,3.4025347269442516,0.211301523374274,0.0876148768693275,0.18067871509615852,0.24361514637975712,32.86666666666667,26.24123279974808,24.09916666666667,42.401666666666664,0.9337777777777777,0.21172115930528396,0.8580000000000001,0.9938944444444445,1.5371333333333335,0.0650658728988704,1.515993333333333,1.5592766666666666,1.0,0.0,1.0,1.0,10820.133333333333,585.4309189985956,10625.1425,11017.824166666665,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,0.3,30,2.6994157991891967,1.6369838736712228,2.1138338215366548,3.2994307824218843,3.2235496051631203,2.8090206609722235,2.3217937442767824,4.316199571350854,0.20097570186942418,0.0883362595392731,0.17021178227079023,0.2343678044029034,22.633333333333333,23.58182136414774,15.398333333333333,31.800833333333333,0.9945555555555555,0.014209255343619462,0.9891083333333334,0.9987777777777777,1.4793333333333332,0.06563290455952366,1.4573199999999997,1.5021366666666667,1.0,0.0,1.0,1.0,10884.766666666666,521.4977556954606,10714.4875,11075.875833333334,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,0.4,30,2.6286052266363096,1.1726593489283004,2.2268667649990816,3.0453523897033796,2.863592559328563,1.8436794878112346,2.251892459272274,3.561257155798279,0.22984085113139052,0.06416633468618008,0.20714841106610246,0.25220889131511004,37.1,61.43589313680758,18.498333333333335,58.743333333333325,0.983111111111111,0.06436803502973164,0.9573333333333333,1.0,1.4460000000000004,0.06780092563705438,1.4211983333333333,1.4684033333333333,1.0,0.0,1.0,1.0,10973.3,445.52271895319575,10820.390833333333,11152.316666666666,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,0.5,30,3.366172018583888,2.4952784846548437,2.556643575735519,4.370237644109176,3.592200139103794,3.1877167745430404,2.5673749944986564,4.909553202940573,0.2372367860869649,0.09850146417125841,0.20459783059806314,0.27288930788430155,28.933333333333334,34.472311060981355,19.665833333333335,43.06916666666667,0.9956666666666667,0.013366338460154937,0.9904444444444443,0.9998888888888888,1.404466666666667,0.05581665388192585,1.3849950000000002,1.4242733333333337,1.0,0.0,1.0,1.0,11186.033333333333,373.8558161435606,11059.009166666667,11327.343333333334,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,0.6,30,2.3172533065125296,1.7843504749506667,1.7507535701805634,3.0498140555470608,2.648508059334998,2.5166910293670157,1.857941462202258,3.6959545911190848,0.2503343289408671,0.10217978241569306,0.21176637009464572,0.2852562947595479,56.2,91.36565415198804,28.59916666666667,89.61666666666665,0.9935555555555555,0.03529767592811071,0.9806666666666667,1.0,1.3577333333333337,0.05551696437426428,1.3373966666666666,1.3776016666666668,1.0,0.0,1.0,1.0,11288.6,473.7823303498391,11129.975,11472.399166666666,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,0.7,30,2.307662321688474,1.1062374301843922,1.958452655441297,2.7042383862721877,2.148670953827646,1.0614796584626844,1.821419939589968,2.5725297074414097,0.21954790628202966,0.10950577454470652,0.18207176808793207,0.2585633454006549,39.43333333333333,69.08649418056267,18.5975,65.83583333333333,0.9798888888888888,0.09563052837131701,0.9424444444444444,1.0,1.3321333333333334,0.053071021596850114,1.3141283333333331,1.3512199999999999,1.0,0.0,1.0,1.0,11491.666666666666,539.1533166461788,11319.42,11694.171666666665,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,0.8,30,3.850827759386176,2.862736640004169,2.937729210261845,4.94910753276685,4.4079102983915295,3.9704927089732123,3.1629996614819973,5.926891734113754,0.2743240755920919,0.10648707411870029,0.23674068523378214,0.31317668986063013,28.033333333333335,24.392598274368243,20.065,37.501666666666665,0.9901111111111113,0.021892865811389425,0.9818833333333333,0.9971111111111112,1.4674000000000003,0.7275588185726007,1.270666666666667,1.7577283333333336,0.9961333333333333,0.01472444210835505,0.9902666666666666,1.0,11785.133333333333,527.0273652080705,11607.230833333333,11975.533333333333,0.0038,0.014463747785411638,0.0,0.009533333333333335,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,0.9,30,3.179700645060665,1.6738685364859338,2.626428480079613,3.8460380481575385,3.004434000343434,1.7494369103491343,2.4090311163402522,3.628065397323852,0.34594702093333213,0.16678430727983218,0.29063091232941324,0.40970635493561663,43.0,59.60675731191372,24.596666666666668,67.33416666666666,0.9807777777777779,0.05185954604471814,0.9624444444444447,0.9973333333333334,1.326733333333333,0.34334520010738695,1.2347983333333332,1.4651483333333335,0.9982000000000001,0.0070924923881427,0.9954616666666667,1.0,12116.033333333333,443.34196992711003,11963.425000000001,12279.600833333334,0.0016666666666666668,0.006603725872740241,0.0,0.004269999999999997,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V13,event_time,13.0,1.0,30,3.0628022906931966,1.7658057585837867,2.4592798371796794,3.682785536721626,3.0607806947171246,2.0004672623544257,2.3929245767841496,3.8257786377476126,0.3431121158122618,0.19608439388334187,0.27680398733226713,0.41231884746660136,61.8,93.29168200345882,32.26416666666667,98.97,0.9872222222222222,0.04606411767764774,0.9665444444444444,0.999,2.097,4.400198608370245,1.2145983333333334,3.7760350000000007,0.9819333333333333,0.090315131558924,0.9474,1.0,12051.7,1171.085265896553,11607.915833333333,12399.000833333334,0.01806666666666667,0.090315131558924,0.0,0.0526,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.0065866903429626,2.2584051416334807e-16,1.0065866903429626,1.0065866903429626
event_time_V19,event_time,19.0,0.0,30,2.059919883116977,0.8946147075744179,1.73057444431517,2.360164359568785,2.6388636825045357,1.8420851110949998,2.043931309648841,3.3298353849945976,0.18140301810557993,0.07248176088855861,0.15510454919601416,0.20684830284909736,53.46666666666667,96.88447914320733,24.032500000000002,90.34166666666665,0.997,0.010553639672872471,0.9926666666666666,1.0,2.2036666666666664,0.09226810011510247,2.1724666666666668,2.235341666666667,1.0,0.0,1.0,1.0,13222.066666666668,380.5640037096786,13098.891666666666,13358.2925,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,0.1,30,1.9921940308412895,0.8360501964919282,1.7069143105560352,2.2738723712844346,2.1849627892437935,1.0644908309637098,1.8196641969905716,2.586385483292564,0.16822350733256114,0.07103915558502304,0.14381712787068482,0.19345699808786973,45.1,87.15635969040217,17.131666666666668,82.1725,0.9954444444444445,0.013937004777610435,0.9904388888888888,1.0,2.137533333333333,0.08464071463966176,2.110721666666667,2.1682099999999997,1.0,0.0,1.0,1.0,13378.633333333333,401.61943586480953,13239.045833333334,13517.261666666667,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,0.2,30,2.2376071266807527,1.2687279465605896,1.8313416967123848,2.6969423194225377,2.58780271668751,1.6778808354496713,2.049665755584354,3.1640698975802084,0.2003753287885713,0.07455029971311583,0.17539116177757325,0.22837041715500042,23.466666666666665,21.922643518758743,16.6,32.333333333333336,0.993,0.019145540580979455,0.9859916666666667,0.9986666666666667,2.0258666666666665,0.08086588869247029,1.997665,2.055405,1.0,0.0,1.0,1.0,13584.333333333334,451.40610459359965,13446.266666666666,13752.8675,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,0.3,30,2.409727508512634,1.1465877943622578,2.020527629216243,2.8658068266654126,2.9068543331812955,1.8083793143428535,2.2691447699365885,3.6253376701859934,0.184689822529542,0.07356670761529735,0.15778126925373231,0.21094530660046146,20.633333333333333,26.01522542710304,13.298333333333334,30.434166666666666,0.9867777777777778,0.04245785228841755,0.9688861111111112,0.9975583333333334,1.9310666666666667,0.07307196893254043,1.9047950000000002,1.9566216666666663,1.0,0.0,1.0,1.0,13708.0,376.1045342583032,13580.379166666666,13849.374166666666,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,0.4,30,2.3548876330183446,1.3590486818617482,1.9267818110512054,2.872772822422402,2.4960257017633953,1.7039290076845317,1.9515075886576425,3.1049579551912347,0.21979395888761397,0.08806781886742807,0.19184667179062184,0.2524829571267406,39.2,73.08634477864828,17.765,66.77166666666666,0.9977777777777778,0.008855300524649863,0.9941111111111112,1.0,1.8530666666666669,0.06839183926581383,1.8299249999999998,1.879735,1.0,0.0,1.0,1.0,13939.566666666668,383.06195441408727,13801.048333333334,14078.7675,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,0.5,30,2.2563368489723974,1.18063882016341,1.8692073663178932,2.6915083620555627,2.417341530565803,1.6262274634320386,1.9069904351896163,3.030630363955851,0.24478485320105609,0.10134465491308861,0.21034278331419612,0.2795169931321831,28.233333333333334,56.11667852960831,13.599166666666667,50.37666666666666,0.9963333333333334,0.013169976304537123,0.9913277777777777,1.0,1.7989999999999997,0.06561486374921148,1.7770599999999996,1.822735,1.0,0.0,1.0,1.0,14061.5,299.30618044933925,13957.854166666666,14167.070000000002,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,0.6,30,2.660445675496148,1.7822974869870822,2.0766868884643017,3.362691385265309,2.677768202742109,1.8521491912218875,2.0671010598485995,3.3793455623309625,0.27441821420330753,0.13431928092083714,0.2309820186191327,0.31860407408745306,29.233333333333334,54.085936302768445,15.533333333333333,51.63583333333333,0.9981111111111112,0.010345870530653134,0.9943333333333333,1.0,1.8413333333333335,0.6782627572085114,1.6988649999999998,2.0972149999999994,0.9974666666666666,0.013875638123464198,0.9924,1.0,14204.033333333333,439.8607525219719,14033.798333333332,14352.886666666667,0.0024666666666666665,0.013510489751794098,0.0,0.0073999999999999995,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,0.7,30,2.634565090758392,1.5889671542726733,2.0899503047219805,3.1812465986066214,2.7756829166558594,2.2951912727865005,2.022222684290943,3.6197918669463083,0.32173787410349036,0.1633614831931317,0.26622207359676675,0.3793378488731687,36.7,59.18769093840957,19.230833333333333,58.183333333333316,0.990111111111111,0.04614223664447009,0.9718888888888889,1.0,2.0448666666666666,2.095926669112937,1.6473333333333333,2.821906666666666,0.9919999999999999,0.04381780460041329,0.9760000000000001,1.0,14194.533333333333,665.7540569668473,13926.844166666668,14383.386666666667,0.008,0.04381780460041329,0.0,0.024,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,0.8,30,3.0381429841201735,2.2374911078016955,2.348404380785545,3.905725982267987,3.1731065278395763,2.6620495933776835,2.3013460492196294,4.159489834814532,0.33405211818288777,0.10824809893686149,0.2964150701693989,0.3702520992468373,33.86666666666667,64.59675092359568,15.231666666666666,59.27666666666666,0.9951111111111112,0.011897819541158448,0.9906666666666667,0.9987777777777779,1.5924000000000003,0.06813860114147662,1.5669266666666666,1.6175350000000006,1.0,0.0,1.0,1.0,14602.6,455.3602287541529,14454.628333333334,14772.274166666666,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,0.9,30,3.257675464558717,2.011388727520958,2.60552783216533,4.046577714511477,3.8753959006224976,3.3042468172483894,2.745832706388467,5.1196176501610715,0.3480703512673839,0.1505740858228798,0.2946472250330194,0.3991417703579964,62.333333333333336,89.99629622008527,33.33083333333334,97.07333333333332,0.9534444444444444,0.1431888695489546,0.8936305555555555,0.9948888888888889,1.791933333333333,1.3397693556865609,1.5265283333333333,2.294215000000001,0.9949333333333333,0.027751276246928424,0.9847999999999999,1.0,14728.1,634.3442092918237,14514.389166666666,14937.605833333333,0.005,0.02738612787525831,0.0,0.014999999999999998,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V19,event_time,19.0,1.0,30,3.098854923469494,2.3365755764567724,2.340185749930518,4.036179519485222,3.8588438345979745,4.460068718023564,2.4704910719863507,5.746811995780708,0.36828267097096773,0.23909579825865188,0.2940282556982095,0.4638625059434044,64.83333333333333,102.98044117388417,31.951666666666664,106.07499999999999,0.9960000000000001,0.015322834986733069,0.9893333333333334,1.0,2.2644666666666664,3.010616419105646,1.532525,3.4486283333333327,0.9848,0.06229761715706529,0.9603816666666667,1.0,14524.5,1016.394124954183,14113.829166666666,14825.676666666666,0.015066666666666667,0.061864665048872565,0.0,0.03934999999999998,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,1.4711651628089446,2.2584051416334807e-16,1.4711651628089446,1.4711651628089446
event_time_V6,event_time,6.0,0.0,30,2.443794116686824,1.4044630552147144,1.998216607037679,2.9699678050570024,2.7915869043967114,2.436993548315572,2.0750669252135707,3.77328743867815,0.1501536037655973,0.038449723054711726,0.13713827146459986,0.16415062167420671,25.433333333333334,33.60078337893569,16.1,38.600833333333334,0.9936666666666666,0.01727288309522922,0.9871083333333331,0.999,1.1800666666666666,0.02557198538990687,1.171065,1.1895349999999998,1.0,0.0,1.0,1.0,7469.333333333333,478.11204381063396,7314.166666666667,7645.325,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,0.4645784724659825,1.1292025708167404e-16,0.4645784724659825,0.4645784724659825
event_time_V6,event_time,6.0,0.1,30,2.204544727786709,1.175585127729548,1.7943347944800767,2.6463679451612907,2.375645107442956,1.3515627282192642,1.9169237754708746,2.9114503656456887,0.1592686663810793,0.06303683239810004,0.1369237696418502,0.18265175858455976,34.8,54.71518732617051,19.6,58.77416666666666,0.9875555555555555,0.03283458289626812,0.9755527777777777,0.9976666666666667,1.1441333333333332,0.019089143571644297,1.1374650000000002,1.1508066666666665,1.0,0.0,1.0,1.0,7799.633333333333,537.2696287926468,7610.248333333333,8014.261666666666,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,0.4645784724659825,1.1292025708167404e-16,0.4645784724659825,0.4645784724659825
event_time_V6,event_time,6.0,0.2,30,2.926200221473791,1.9665178147717246,2.2759576573466878,3.6663686255062222,3.0635511842576286,2.1727461446110343,2.34846516608599,3.8673400928230572,0.16555219686395203,0.07297561639025862,0.14115693276361205,0.19261946659189283,42.2,60.61887722370045,24.566666666666666,66.04166666666666,0.9892222222222222,0.03256215198689853,0.9767750000000001,0.9988888888888889,1.1272666666666666,0.02555040094608583,1.1178000000000001,1.1362683333333334,1.0,0.0,1.0,1.0,7979.833333333333,631.3262495202724,7770.370833333333,8208.4175,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,0.4645784724659825,1.1292025708167404e-16,0.4645784724659825,0.4645784724659825
event_time_V6,event_time,6.0,0.3,30,2.337976226175582,1.811782986215602,1.7905922742844034,3.0216337887762026,2.691394155705355,2.8287551380081264,1.8766004100254272,3.766086986690954,0.1760743083273975,0.06843980939666101,0.151737447667795,0.19975530776791622,35.766666666666666,55.16350826115178,20.532500000000002,59.035,0.9938888888888889,0.022215995296153677,0.9845555555555556,1.0,1.1100666666666668,0.021999895506543854,1.1023983333333331,1.117468333333333,1.0,0.0,1.0,1.0,8247.933333333332,754.4107969632412,8008.299166666667,8522.639166666668,0.0,0.0,0.0,0.0,12.914933333333336,3.613448226613569e-15,12.914933333333336,12.914933333333336,0.4645784724659825,1.1292025708167404e-16,0.4645784724659825,0.4645784724659825
