run,seed,hft_frac,info_lag,book_volume,speed_mult,softlimit,n_iter,shock_it,shock_dp,vol_ratio,spread_ratio,max_drawdown,recovery_time,mm_panic_ratio,stabilization_price,stabilization_price_ratio,stabilization_gap,acf_abs_ret_1,acf_abs_ret_5,vol_persistence,high_vol_cluster_share
122,122021520,0.2,0,1500,2,100,500,200,-10,1.663022374615344,1.6378354333647889,0.1163873370577281,18,1.0,113.492,1.0567225325884544,-0.0567225325884543,0.0724285480851085,0.1974732843306857,0.9495604501966006,0.4180602006688963
123,123021520,0.2,0,1500,2,100,500,200,-10,2.36146936728585,2.130440975944592,0.2416427889207258,47,1.0,107.276,1.024603629417383,-0.024603629417383,0.2149421598101162,0.2564279544288337,0.9677215728308584,0.3678929765886287
124,124021520,0.2,0,1500,2,100,500,200,-10,0.8578983913124142,0.9452897796633012,0.2349514563106796,5,1.0,81.724,0.7934368932038836,0.2065631067961164,0.449073837978617,0.2248901320593959,0.9682232393438872,0.1170568561872909
125,125021520,0.2,0,1500,2,100,500,200,-10,3.0319357401904607,2.750421790067127,0.137104506232023,32,0.9233333333333332,110.222,1.056778523489933,-0.0567785234899329,0.3192160163009553,0.1297173626043197,0.9485423456756852,0.68561872909699
126,126021520,0.2,0,1500,2,100,500,200,-10,4.375778314452255,6.593754037570459,0.113089005235602,33,0.89,96.88,1.0144502617801046,-0.0144502617801045,0.3099920379846214,0.0698392750498129,0.9320259498580364,0.9765886287625418
127,127021520,0.2,0,1500,2,100,500,200,-10,2.722632785816812,3.3615199976142613,0.2336802270577105,221,1.0,85.26800000000001,0.806698202459792,0.193301797540208,0.2854468994301237,0.1520366124402129,0.954446986994316,0.4448160535117056
128,128021520,0.2,0,1500,2,100,500,200,-10,1.887548926823732,1.812887583055934,0.0997150997150997,14,1.0,100.18599999999998,0.9514339981006644,0.0485660018993354,0.314032395303917,0.1761672513348714,0.9655506442745586,0.1705685618729097
129,129021520,0.2,0,1500,2,100,500,200,-10,2.197870522510026,2.659015447738416,0.1019230769230768,19,1.0,112.204,1.0788846153846152,-0.0788846153846152,0.3518822973853632,0.1319477795020367,0.958155674714156,0.6220735785953178
130,130021520,0.2,0,1500,2,100,500,200,-10,1.9031196841384752,1.8030383110540056,0.2417707150964812,31,1.0,81.544,0.9255845629965948,0.0744154370034052,0.1683909373476412,0.1765083405007161,0.9525020586612922,0.4448160535117056
131,131021520,0.2,0,1500,2,100,500,200,-10,2.519581407183623,2.787781496879348,0.2522361359570662,50,1.0,98.536,0.8813595706618963,0.1186404293381037,0.2339217771225605,0.2387845854242126,0.9806672584832404,0.5351170568561873
132,132021520,0.2,0,1500,2,100,500,200,-10,3.036399827290754,2.1490589424963575,0.1187558906691799,39,1.0,124.20399999999998,1.170631479736098,-0.1706314797360979,0.487836064343409,0.30691883009408,0.9816737273023804,0.2809364548494983
133,133021520,0.2,0,1500,2,100,500,200,-10,0.913018415186858,0.6847647908350014,0.1171960569550931,7,1.0,99.772,1.0927929901423876,-0.0927929901423876,0.2722689655963818,0.1535209849940713,0.9515569727171984,0.0769230769230769
134,134021520,0.2,0,1500,2,100,500,200,-10,1.2011694950771703,1.7515725915955165,0.148854961832061,26,1.0,91.626,0.874293893129771,0.1257061068702289,0.0378510453000434,0.1170293013349842,0.9492928205667044,0.294314381270903
135,135021520,0.2,0,1500,2,100,500,200,-10,1.262366666308256,1.5694541937739506,0.1112224448897795,211,1.0,96.402,0.9659519038076152,0.0340480961923846,0.136951908752802,-0.0583807390976787,0.9325366335871976,0.0802675585284281
136,136021520,0.2,0,1500,2,100,500,200,-10,5.34692436112488,6.47312100851678,0.1413461538461538,152,0.9833333333333332,102.348,0.9841153846153846,0.0158846153846153,0.326491445562865,0.0986727032437722,0.9551296107825236,0.9899665551839464
137,137021520,0.2,0,1500,2,100,500,200,-10,2.562184366623021,2.607076854311371,0.0973821989528795,12,1.0,90.224,0.9447539267015704,0.0552460732984294,0.2239659778647188,0.0229862456657341,0.9611760746533388,0.8060200668896321
138,138021520,0.2,0,1500,2,100,500,200,-10,2.514855371207746,2.5255803266497403,0.2266009852216748,159,1.0,94.838,0.9343645320197044,0.0656354679802956,0.3644543096316648,0.2359139879855558,0.961192233069497,0.5284280936454849
139,139021520,0.2,0,1500,2,100,500,200,-10,1.1890940915978825,1.4518215390379774,0.1773399014778325,27,1.0,92.902,0.9152906403940886,0.0847093596059114,0.3588740224233383,0.4070984478300393,0.9798331765211497,0.2040133779264214
140,140021520,0.2,0,1500,2,100,500,200,-10,2.533033103849651,2.6295494374615376,0.1819941916747337,61,1.0,97.524,0.9440851887705712,0.0559148112294287,0.3516651143293251,0.0972448550239351,0.962160428627404,0.4782608695652174
141,141021520,0.2,0,1500,2,100,500,200,-10,1.978107624572934,2.4489324857146904,0.1922739244951712,28,1.0,108.93599999999998,0.9564179104477608,0.043582089552239,0.4601558712288104,0.2248867031717492,0.9719600639705968,0.3311036789297659
142,142021520,0.2,0,1500,2,100,500,200,-10,1.3009084783421097,1.820508305885674,0.22119341563786,300,1.0,80.06599999999999,0.8237242798353908,0.1762757201646092,0.2410645530958058,0.1306826162391147,0.952262549537395,0.2040133779264214
143,143021520,0.2,0,1500,2,100,500,200,-10,2.441045502089115,2.1413302355611115,0.2701612903225806,59,1.0,97.292,0.980766129032258,0.0192338709677419,0.4469745253897002,0.3038236683590736,0.9802594173001112,0.4180602006688963
144,144021520,0.2,0,1500,2,100,500,200,-10,1.0487513211231794,0.6970750265479659,0.0925589836660617,29,1.0,111.408,1.010961887477314,-0.0109618874773138,0.1184206228736373,0.1341262135022788,0.9560621841670494,0.0468227424749163
145,145021520,0.2,0,1500,2,100,500,200,-10,2.4428424576649332,2.0137008127119387,0.1475409836065573,14,1.0,105.442,1.016798457087753,-0.016798457087753,0.1475668321844319,0.3481531513420549,0.9686906198448444,0.3879598662207358
146,146021520,0.2,0,1500,2,100,500,200,-10,2.4609964834314297,2.656350343395269,0.1772151898734177,16,1.0,93.198,0.9831012658227848,0.0168987341772151,0.262994961822696,0.0168640588834927,0.94072152175615,0.6655518394648829
147,147021520,0.2,0,1500,2,100,500,200,-10,2.2813655016657335,2.3643546389497416,0.0966507177033492,45,0.7666666666666667,106.458,1.0187368421052634,-0.0187368421052633,0.2801207013995898,0.1649479548438825,0.9650712724756464,0.4214046822742475
148,148021520,0.2,0,1500,2,100,500,200,-10,1.7685120117377915,1.8491581842964,0.1747104247104246,36,1.0,98.766,0.9533397683397684,0.0466602316602315,0.2757400776638968,0.3188828962760122,0.9723736025938812,0.2474916387959866
149,149021520,0.2,0,1500,2,100,500,200,-10,2.4243920134841126,1.9539966595747449,0.101761252446184,21,1.0,116.218,1.1371624266144813,-0.1371624266144813,0.1726320377182375,0.072766564879611,0.9437780466579294,0.5819397993311036
150,150021520,0.2,0,1500,2,100,500,200,-10,1.7031301201131606,1.9843451809084476,0.1167192429022081,45,0.5133333333333333,93.446,0.9826077812828602,0.0173922187171398,0.3459241668817134,0.1910639834548491,0.9366557531710468,0.3712374581939799
151,151021520,0.2,0,1500,2,100,500,200,-10,1.966665801617551,1.646777679605582,0.2051009564293305,24,1.0,76.79800000000002,0.8161317747077579,0.1838682252922421,0.3136351960083572,0.1069958807876407,0.9570711983856016,0.4548494983277591
152,152021520,0.2,0,1500,2,100,500,200,-10,1.288149859937839,1.253397237134637,0.1389172625127682,15,1.0,94.324,0.9634729315628192,0.0365270684371806,0.443065245798743,0.0510002745746078,0.951871980384226,0.2341137123745819
153,153021520,0.2,0,1500,2,100,500,200,-10,3.2112964476326167,3.1142364646663,0.0899082568807339,18,1.0,109.948,1.008697247706422,-0.0086972477064219,0.2511539284725471,0.0287038813190702,0.9100606875196768,0.7892976588628763
154,154021520,0.2,0,1500,2,100,500,200,-10,4.565625882132866,5.450534317086243,0.2782101167315174,93,1.0,97.716,0.9505447470817122,0.0494552529182877,0.3334176690804827,0.151167192164182,0.975331693847313,0.5752508361204013
155,155021520,0.2,0,1500,2,100,500,200,-10,1.1315004949532477,1.1445148710822006,0.1037037037037036,19,1.0,99.768,1.055746031746032,-0.0557460317460318,0.2577990559084456,0.206820564698193,0.9519121237625776,0.1404682274247491
156,156021520,0.2,0,1500,2,100,500,200,-10,1.8627641991026296,2.1239778613129676,0.1506572295247725,71,1.0,91.146,0.92159757330637,0.0784024266936299,0.316779717607958,0.0345631073250306,0.9618373694870964,0.5317725752508361
157,157021520,0.2,0,1500,2,100,500,200,-10,1.0569135351161596,1.7773060655037878,0.1888782358581016,300,1.0,85.648,0.821169702780441,0.178830297219559,0.2325371079838892,0.1420520827173839,0.9644625156192106,0.31438127090301
158,158021520,0.2,0,1500,2,100,500,200,-10,1.0012430274173765,1.0869251686904142,0.1540062434963579,9,1.0,97.144,1.010863683662851,-0.010863683662851,0.1853828143570983,0.2268370400521277,0.9658920235284,0.0836120401337792
159,159021520,0.2,0,1500,2,100,500,200,-10,2.083782564016875,1.7974304715256828,0.1570680628272251,83,1.0,87.74999999999999,0.9188481675392668,0.0811518324607331,0.2961041568675087,0.2378254698607235,0.970004421950262,0.8394648829431438
160,160021520,0.2,0,1500,2,100,500,200,-10,1.4501320819178056,1.3993228595110323,0.1156756756756757,3,1.0,93.65600000000002,1.0124972972972974,-0.0124972972972974,0.1517106159535828,0.1304246752957718,0.9701713767327212,0.2307692307692307
161,161021520,0.2,0,1500,2,100,500,200,-10,1.521559740862154,1.5309375239990402,0.1441351888667992,5,1.0,116.322,1.156282306163022,-0.1562823061630218,0.4243365491225273,0.2813317858894488,0.9794429507995078,0.2408026755852843
162,162021520,0.2,0,1500,2,100,500,200,-10,3.125295739626492,2.860562059194455,0.1717451523545705,23,1.0,104.472,0.9646537396121884,0.0353462603878115,0.4094986418958509,0.1830324627125343,0.964415086257548,0.745819397993311
163,163021520,0.2,0,1500,2,100,500,200,-10,1.961268681334777,2.280173329150102,0.1509803921568628,8,1.0,115.76999999999998,1.1349999999999998,-0.1349999999999998,0.5128877306291573,0.3998294174073427,0.9831918296349454,0.3745819397993311
164,164021520,0.2,0,1500,2,100,500,200,-10,4.160269665930588,2.7407813576143436,0.1850715746421267,43,1.0,97.51,0.997034764826176,0.002965235173824,0.2893940896414008,0.1472392456237626,0.9748244543544106,0.5451505016722408
165,165021520,0.2,0,1500,2,100,500,200,-10,3.3584716820260923,3.2757469775322496,0.2652869238005644,28,1.0,111.694,1.0507431796801503,-0.0507431796801505,0.3098890531351853,0.2538208227184327,0.9670440999889754,0.3377926421404682
166,166021520,0.2,0,1500,2,100,500,200,-10,2.644269584259377,4.281813547918677,0.1321184510250569,6,1.0,80.36399999999999,0.9153075170842824,0.0846924829157176,0.2464164402145628,0.0177887550301474,0.9293978597360252,0.9498327759197324
167,167021520,0.2,0,1500,2,100,500,200,-10,5.830007263283064,4.187647269071485,0.2046718576195773,8,1.0,87.38,0.971968854282536,0.028031145717464,0.2344562193317176,0.2232550435603502,0.964111475140644,0.9063545150501672
168,168021520,0.2,0,1500,2,100,500,200,-10,3.2036706204083965,5.78685955961734,0.1126315789473684,49,1.0,88.62800000000001,0.9329263157894738,0.0670736842105261,0.3820580418730289,0.0116841645864078,0.9548796158438638,0.9565217391304348
169,169021520,0.2,0,1500,2,100,500,200,-10,1.667946772648106,1.8440299061130112,0.1078431372549019,183,0.9866666666666668,101.196,0.9921176470588235,0.0078823529411764,0.150546754223304,0.0425925011294899,0.9372368663815802,0.3879598662207358
170,170021520,0.2,0,1500,2,100,500,200,-10,1.5521382406288236,1.8238137019376488,0.164225941422594,38,1.0,105.934,1.1080962343096237,-0.1080962343096234,0.360853427667649,0.1284172615265315,0.9668398160268888,0.31438127090301
171,171021520,0.2,0,1500,2,100,500,200,-10,0.5995349747924907,0.6767049383589095,0.0973025048169556,12,1.0,107.31,1.033815028901734,-0.033815028901734,0.3200188861641422,0.0853741871296673,0.9534637255291624,0.0301003344481605
172,172021520,0.2,0,1500,2,100,500,200,-10,2.1309912556560624,2.3550964107389896,0.1362725450901803,9,1.0,90.846,0.9102805611222444,0.0897194388777554,0.2063180747307506,0.0054803411515098,0.9481464314545008,0.9364548494983278
173,173021520,0.2,0,1500,2,100,500,200,-10,1.2261755489556716,1.3928191025127796,0.1606268364348677,42,1.0,87.73999999999998,0.8593535749265425,0.1406464250734574,0.2858882683416048,0.1182925782666371,0.9634528349893212,0.2040133779264214
174,174021520,0.2,0,1500,2,100,500,200,-10,3.3009172969703195,2.198785507354901,0.2714708785784798,49,1.0,95.59199999999998,0.9436525172754194,0.0563474827245805,0.3452976170283148,0.2253751957641987,0.972292497071072,0.5150501672240803
175,175021520,0.2,0,1500,2,100,500,200,-10,3.779934572640665,4.054292020154729,0.2174840085287845,33,1.0,86.33400000000002,0.9204051172707892,0.0795948827292108,0.4084914739024192,0.1835117165446193,0.9724761072697377,0.6622073578595318
176,176021520,0.2,0,1500,2,100,500,200,-10,1.074133298106102,1.3887144551864825,0.1404682274247492,23,1.0,100.254,1.117658862876254,-0.117658862876254,0.3763442491047654,0.2173178535798167,0.9694710346773292,0.2140468227424749
177,177021520,0.2,0,1500,2,100,500,200,-10,3.51929918781568,3.527560006028498,0.1294466403162056,23,1.0,105.942,1.0468577075098813,-0.0468577075098812,0.4252025382673964,0.2483766658921646,0.9694355927043,0.5484949832775919
178,178021520,0.2,0,1500,2,100,500,200,-10,5.012309557905822,2.84403440620947,0.231858407079646,110,1.0,101.902,0.901787610619469,0.098212389380531,0.2464146190869568,0.1595312555494573,0.9679074076512392,0.7759197324414716
179,179021520,0.2,0,1500,2,100,500,200,-10,1.2072132736195011,1.6171174848208918,0.1105371900826446,6,1.0,88.67400000000002,0.9160537190082648,0.0839462809917352,0.1779329061728599,0.2104421346388701,0.9640553700861242,0.1070234113712374
180,180021520,0.2,0,1500,2,100,500,200,-10,2.2375519490658906,1.7751658617838293,0.1462488129154795,47,0.9233333333333332,100.00600000000004,0.9497245963912634,0.0502754036087366,0.3308249644848279,0.2806260342753605,0.9712378034736436,0.5050167224080268
181,181021520,0.2,0,1500,2,100,500,200,-10,1.7943219746446497,1.7044492022920508,0.1975806451612904,41,1.0,86.30199999999999,0.8699798387096773,0.1300201612903226,0.3349648686291517,0.1691932548907178,0.9709277330805212,0.4247491638795986
182,182021520,0.2,0,1500,2,100,500,200,-10,2.818496853232605,3.852199913005977,0.1279569892473119,42,0.8833333333333333,95.05,1.022043010752688,-0.0220430107526881,0.4531248186797557,0.2047067194150628,0.9693585190990008,0.4882943143812709
183,183021520,0.2,0,1500,2,100,500,200,-10,3.363979597070357,3.5083569276018536,0.1732209737827715,47,1.0,108.12,1.0123595505617975,-0.0123595505617977,0.4551210878135444,0.2900680832945209,0.9795143485589576,0.7892976588628763
184,184021520,0.2,0,1500,2,100,500,200,-10,1.7772691906960676,2.470552679990698,0.0978260869565218,102,0.9433333333333334,102.15800000000002,1.0094664031620555,-0.0094664031620554,0.3990681123152166,0.2979584724445496,0.959313584489256,0.3846153846153846
185,185021520,0.2,0,1500,2,100,500,200,-10,1.499024251900913,1.37310911444587,0.1257142857142857,278,0.0,101.56,0.9672380952380952,0.0327619047619048,0.2559828850690918,0.2751141207437507,0.9407814597198176,0.4481605351170568
186,186021520,0.2,0,1500,2,100,500,200,-10,1.0896334748238938,1.009123473827005,0.1033138401559453,300,1.0,97.932,0.954502923976608,0.0454970760233919,0.2138075426879276,-0.0213518426410139,0.9312175788258706,0.1204013377926421
187,187021520,0.2,0,1500,2,100,500,200,-10,1.7262226037180832,2.2256367910849595,0.1968680089485459,300,1.0,78.512,0.8782102908277405,0.1217897091722595,0.242092229956033,0.2052624512298708,0.9609713532271468,0.5585284280936454
188,188021520,0.2,0,1500,2,100,500,200,-10,1.583534548246969,2.489322529657325,0.2653884964682139,33,1.0,92.922,0.9376589303733605,0.0623410696266395,0.3767024128839862,0.1331056372520629,0.9804736760775364,0.3311036789297659
189,189021520,0.2,0,1500,2,100,500,200,-10,2.278853982697539,2.55579163099303,0.2162661737523105,300,1.0,99.156,0.9164140480591496,0.0835859519408502,0.4856153285423339,0.2986367008393404,0.9707488689646488,0.4013377926421405
190,190021520,0.2,0,1500,2,100,500,200,-10,1.8692612480398627,1.4062641231894708,0.1404786680541103,27,1.0,97.324,1.0127367325702394,-0.0127367325702394,0.1052043548364828,0.0358346087519625,0.9462976153393228,0.3043478260869565
191,191021520,0.2,0,1500,2,100,500,200,-10,1.4429354632643334,1.1251232773688882,0.132016632016632,4,1.0,102.028,1.0605821205821204,-0.0605821205821204,0.255863784346281,0.0843609594859403,0.9374421837074854,0.391304347826087
192,192021520,0.2,0,1500,2,100,500,200,-10,0.7650078103249055,0.8494169805428972,0.1677360219981668,300,1.0,95.44,0.8747937671860679,0.125206232813932,0.2912653707426071,0.1477947515261085,0.9663431202052624,0.1137123745819397
193,193021520,0.2,0,1500,2,100,500,200,-10,2.686743877309187,2.3152518684528314,0.1782729805013927,36,1.0,103.888,0.9646053853296191,0.0353946146703807,0.3253874110412993,0.0522986280825297,0.9606672962977822,0.5752508361204013
194,194021520,0.2,0,1500,2,100,500,200,-10,1.4836893545798413,1.8966352066563543,0.1340887629839471,55,1.0,114.014,1.076619452313503,-0.0766194523135033,0.506761049236697,0.3479723473687384,0.9717943891834452,0.2541806020066889
195,195021520,0.2,0,1500,2,100,500,200,-10,1.5036259060200898,1.2953676691595724,0.1787072243346007,28,1.0,104.236,0.9908365019011408,0.0091634980988593,0.1820296475112406,0.2810481104863256,0.9628924833467924,0.197324414715719
196,196021520,0.2,0,1500,2,100,500,200,-10,5.767455798706925,7.554582186101112,0.4171945701357465,136,1.0,113.088,1.0234208144796382,-0.0234208144796381,0.3407246416938771,0.0308908330953662,0.9534592260893948,0.7993311036789298
197,197021520,0.2,0,1500,2,100,500,200,-10,5.563844990745788,4.667765476372463,0.1792828685258964,31,1.0,97.468,0.970796812749004,0.0292031872509961,0.3238763565104174,-0.0579541194016812,0.9637959801059894,0.882943143812709
198,198021520,0.2,0,1500,2,100,500,200,-10,1.5890343138603231,1.4814321744622043,0.1102803738317756,105,1.0,110.678,1.034373831775701,-0.0343738317757009,0.2932041032906606,0.2690566332989,0.9726269063334296,0.2842809364548495
199,199021520,0.2,0,1500,2,100,500,200,-10,0.7408008693806619,0.7683019989440686,0.1845703125,300,1.0,87.05199999999999,0.8501171874999999,0.1498828125000001,0.2613062672334918,0.1737220740743124,0.9552140851820498,0.0535117056856187
0,21320,0.2,1,300,2,100,500,200,-10,4.042552501182967,4.564392543268728,0.3366733466933867,8,1.0,86.75,0.8692384769539079,0.1307615230460921,0.6479384410836717,0.2164203874281353,0.9884926695962156,0.568561872909699
1,1021320,0.2,1,300,2,100,500,200,-10,4.495986497724151,5.533462687626319,0.5715658021133525,21,1.0,101.886,0.9787319884726228,0.0212680115273773,0.41220850788627,0.2782478620624188,0.9806528445514134,0.5183946488294314
2,2021320,0.2,1,300,2,100,500,200,-10,5.540558225331778,8.652764534836512,0.2651209677419354,20,0.92,99.17199999999998,0.9997177419354836,0.0002822580645163,0.3604044671227108,0.238506448010996,0.95847938503243,0.8595317725752508
3,3021320,0.2,1,300,2,100,500,200,-10,4.323453754318238,6.287434655796089,0.1839847473784557,11,0.99,110.116,1.049723546234509,-0.0497235462345089,0.3791429842047282,0.1852033931233621,0.9594021607237684,0.8896321070234113
4,4021320,0.2,1,300,2,100,500,200,-10,1.5482906698095291,1.5878219763586614,0.1856581532416502,21,1.0,104.93,1.0307465618860512,-0.0307465618860511,0.2785782434154698,0.1624610265650128,0.9629047468403108,0.1806020066889632
5,5021320,0.2,1,300,2,100,500,200,-10,2.0121340734028377,1.748212602249323,0.1413881748071979,3,1.0,156.48199999999997,1.3408911739502996,-0.3408911739502995,0.4727926808975949,0.1512134739476845,0.9642666323207087,0.3311036789297659
6,6021320,0.2,1,300,2,100,500,200,-10,0.6805060947421594,0.5357652735004917,0.2116650987770461,6,1.0,96.95199999999998,0.9120602069614298,0.0879397930385702,0.2944882823536207,0.1211943050659879,0.9561802047867934,0.0
7,7021320,0.2,1,300,2,100,500,200,-10,1.6056339803128032,1.9489377524812692,0.1214203894616265,11,1.0,79.92,0.9154639175257732,0.0845360824742267,0.183559292773819,0.0752250394520023,0.9476222837944932,0.3979933110367893
8,8021320,0.2,1,300,2,100,500,200,-10,2.8902340206496726,4.102840681013285,0.134133042529989,7,0.9833333333333332,110.34,1.2032715376226826,-0.2032715376226825,0.4202502350213592,0.1757251663657319,0.9787915474457548,0.5852842809364549
9,9021320,0.2,1,300,2,100,500,200,-10,3.8757708570003304,4.330834897020532,0.3058933582787652,13,1.0,115.768,1.082956033676333,-0.082956033676333,0.363275445194734,0.1441335538687056,0.9595287497557912,0.3645484949832775
10,10021320,0.2,1,300,2,100,500,200,-10,2.0893707726345787,1.4711833205214888,0.1461675579322638,216,1.0,119.72399999999998,1.0670588235294116,-0.0670588235294116,0.477943453341897,0.3394140745942673,0.9813482484828748,0.5183946488294314
11,11021320,0.2,1,300,2,100,500,200,-10,4.345563950704507,7.26222531987942,0.4299900695134062,12,1.0,155.89999999999998,1.5481628599801387,-0.5481628599801387,0.3605943252835672,0.1753263141482545,0.9633453330516952,0.6622073578595318
12,12021320,0.2,1,300,2,100,500,200,-10,0.6080429519305781,0.6291210136169647,0.5023651844843898,12,1.0,103.692,0.9810028382213812,0.0189971617786188,0.5704628137780905,0.2903688438692748,0.970161388341784,0.0635451505016722
13,13021320,0.2,1,300,2,100,500,200,-10,2.4055474402008006,2.0168616414277825,0.1012909632571996,8,1.0,167.166,1.6600397219463754,-0.6600397219463754,0.4782832005917229,0.1812906310844608,0.9611958666293012,0.2876254180602006
14,14021320,0.2,1,300,2,100,500,200,-10,4.899418863779908,7.964748816325332,0.1086497890295358,25,0.9133333333333332,89.794,0.9471940928270042,0.0528059071729958,0.3804604913049786,0.1182858468693337,0.969937969752658,0.9832775919732442
15,15021320,0.2,1,300,2,100,500,200,-10,1.597461886379362,1.4859922306783608,0.2836230558096981,1,1.0,118.546,1.0845928636779507,-0.0845928636779507,0.52524763741974,0.256148669511631,0.9786893682632228,0.2474916387959866
16,16021320,0.2,1,300,2,100,500,200,-10,1.7893867837534208,2.634584459767701,0.1979999999999999,10,0.9433333333333334,83.98600000000002,0.8398600000000002,0.1601399999999998,0.4626868348310982,0.04897688842129,0.9401553610479104,0.5284280936454849
17,17021320,0.2,1,300,2,100,500,200,-10,1.4499743695919414,1.8782636061982976,0.1485587583148559,22,1.0,90.65,1.004988913525499,-0.004988913525499,0.4427132138661371,0.1001811494928821,0.9714736882233276,0.3478260869565217
18,18021320,0.2,1,300,2,100,500,200,-10,0.998813968542786,0.9154040740099898,0.2301204819277108,11,1.0,84.182,1.0142409638554215,-0.0142409638554217,0.6086122385029724,0.2108099845582196,0.9722189136005716,0.1839464882943143
19,19021320,0.2,1,300,2,100,500,200,-10,1.5134494263678109,1.4995421914358245,0.1510204081632652,6,1.0,88.10199999999999,0.8989999999999999,0.101,0.4538011768286711,0.1367996775157672,0.9564824217987082,0.2876254180602006
20,20021320,0.2,1,300,2,100,500,200,-10,1.5682533090128885,1.83088238223094,0.1133525456292026,15,1.0,115.964,1.1139673390970222,-0.1139673390970221,0.4484456535592305,0.0616834765769452,0.9669696005908156,0.2575250836120401
21,21021320,0.2,1,300,2,100,500,200,-10,1.4733080488830737,3.365480790721638,0.7033898305084746,101,1.0,105.8,0.9962335216572504,0.0037664783427495,0.5679612306247354,0.1662520013618946,0.977239822330196,0.2240802675585284
22,22021320,0.2,1,300,2,100,500,200,-10,3.937709293820156,4.179187110756061,0.2405431619786615,12,1.0,97.13,0.9420950533462658,0.0579049466537342,0.5407920328745913,0.2506415641646443,0.9749530444800328,0.6555183946488294
23,23021320,0.2,1,300,2,100,500,200,-10,2.7711483022249928,4.7307156102483745,0.205521472392638,12,1.0,85.28800000000001,0.8720654396728018,0.1279345603271982,0.5127893000826438,0.3455141451548628,0.968406944236782,0.7558528428093646
24,24021320,0.2,1,300,2,100,500,200,-10,1.9017602056047067,1.9392259415078288,0.2487205731832139,17,1.0,99.77,1.0211873080859777,-0.0211873080859774,0.3625798082856689,0.185932870833433,0.9679115265594254,0.2709030100334448
25,25021320,0.2,1,300,2,100,500,200,-10,1.121010775012904,1.1451677800076911,0.1061705989110708,8,1.0,109.43,0.9930127041742288,0.0069872958257712,0.6558976718194597,0.4520756607166156,0.9788640314347248,0.1872909698996655
26,26021320,0.2,1,300,2,100,500,200,-10,2.2603005473204667,2.154898831548578,0.2450199203187251,300,1.0,116.01000000000002,1.1554780876494024,-0.1554780876494024,0.6597311174817311,0.1963887001574169,0.9749779512501296,0.3779264214046823
27,27021320,0.2,1,300,2,100,500,200,-10,1.447788372486175,1.4285482388992512,0.2545260915867945,13,1.0,108.41800000000003,1.1546112886048991,-0.1546112886048991,0.6214088388999768,0.3064291169455673,0.972978352169064,0.1337792642140468
28,28021320,0.2,1,300,2,100,500,200,-10,1.442885291653782,1.5212893582313918,0.1888035126234905,17,1.0,81.88,0.8987925356750823,0.1012074643249176,0.299312255936364,0.064687399807751,0.9433590763914816,0.3076923076923077
29,29021320,0.2,1,300,2,100,500,200,-10,2.2861760308752044,2.863804366941921,0.3159041394335512,70,1.0,90.744,0.988496732026144,0.0115032679738561,0.4922511097560498,0.3204233345542979,0.9764229819941704,0.6521739130434783
30,30021320,0.2,1,300,2,100,500,200,-10,1.130252576914599,0.9789386293453411,0.4675732217573221,23,1.0,90.796,0.9497489539748956,0.0502510460251044,0.395130420195826,0.2026196656368746,0.957836709003828,0.1505016722408027
31,31021320,0.2,1,300,2,100,500,200,-10,1.9351059751599684,1.3369518435871293,0.3926096997690531,17,1.0,95.412,1.10175519630485,-0.1017551963048499,0.639428147386235,0.1287199022759652,0.9701893857399776,0.2709030100334448
32,32021320,0.2,1,300,2,100,500,200,-10,1.3310433529471648,1.9013898270654472,0.0932203389830509,21,0.54,112.906,1.0631450094161958,-0.0631450094161958,0.5095975877911887,0.3363715286218764,0.9660753733212146,0.2441471571906354
33,33021320,0.2,1,300,2,100,500,200,-10,1.302548235748347,1.4702793742536453,0.1878172588832487,120,1.0,88.712,0.9006294416243655,0.0993705583756344,0.4199911903755767,0.30371941682837,0.966013567373972,0.2508361204013378
34,34021320,0.2,1,300,2,100,500,200,-10,2.3045945004214694,2.462052694839858,0.10126582278481,6,1.0,95.184,1.0040506329113923,-0.0040506329113925,0.5334323750162516,0.2343785658079862,0.9693526426326314,0.4816053511705686
35,35021320,0.2,1,300,2,100,500,200,-10,1.7024185966745558,1.5069458326604537,0.0922131147540983,3,1.0,104.212,1.0677459016393442,-0.0677459016393442,0.5139842306724283,0.1041834225765011,0.9748827915842374,0.2006688963210702
36,36021320,0.2,1,300,2,100,500,200,-10,4.422742225044632,8.610146539593641,0.3178378378378378,11,1.0,81.648,0.882681081081081,0.1173189189189189,0.3624147006093608,0.2849067176457631,0.9718114155349564,0.9732441471571908
37,37021320,0.2,1,300,2,100,500,200,-10,1.558356700909617,1.634213214404378,0.3026584867075664,8,1.0,98.268,1.0047852760736196,-0.0047852760736195,0.4698842115439222,0.126621156993738,0.9553123550178426,0.2508361204013378
38,38021320,0.2,1,300,2,100,500,200,-10,2.8367008316296833,2.2199026522942527,0.1185567010309278,5,1.0,97.52400000000002,1.0054020618556705,-0.0054020618556702,0.4181825472975078,0.2476777841530807,0.9745546547863312,0.5050167224080268
39,39021320,0.2,1,300,2,100,500,200,-10,1.76122775747078,1.7446738025874422,0.1836327345309381,11,1.0,164.518,1.6418962075848302,-0.6418962075848302,0.5085262265336383,0.1935407438415198,0.9678424788530496,0.3076923076923077
