mode,run,seed,hft_frac,speed_mult,info_lag,book_volume,softlimit,n_ticks,shock_tick,calendar_target_ticks,target_total_volume,target_shock_volume,total_executed_volume,post_volume,volume_match_error,volume_per_tick,vol_ratio,spread_ratio,max_drawdown,recovery_time,mm_panic_ratio,realized_vol_per_volume,shock_triggered
event_time,14,1402222,0.2,2,0,1000,100,441,201,500,6508.0,2574.0,6513.0,3916.0,5.0,14.768707482993197,5.984564841020749,5.2753837319561,0.2486602357984995,12,0.0,0.000859273292390093,True
calendar,15,1502222,0.2,2,0,1000,100,500,200,500,7617.0,2835.0,7617.0,4782.0,0.0,15.234,3.9269925307589166,3.496441328666642,0.32289628180039137,55,0.0,0.0008025920546104079,True
event_time,15,1502222,0.2,2,0,1000,100,512,201,500,7617.0,2835.0,7618.0,4765.0,1.0,14.87890625,3.8533756708771087,2.767530000114197,0.28670634920634913,49,0.0,0.0007972331369119745,True
calendar,16,1602222,0.2,2,0,1000,100,500,200,500,7358.0,3213.0,7358.0,4145.0,0.0,14.716,1.8375911612133933,1.5644445468900885,0.14811229428848013,171,0.0,0.0005584294467685583,True
event_time,16,1602222,0.2,2,0,1000,100,509,202,500,7358.0,3213.0,7375.0,4120.0,17.0,14.489194499017682,1.2054203860177974,1.2183575000289069,0.11849710982658958,10,0.0,0.0003222511328823925,True
calendar,17,1702222,0.2,2,0,1000,100,500,200,500,7319.0,2925.0,7319.0,4394.0,0.0,14.638,2.6017746323161384,2.4024334804779177,0.179863147605083,24,0.0,0.0004154012971395318,True
event_time,17,1702222,0.2,2,0,1000,100,507,201,500,7319.0,2925.0,7326.0,4391.0,7.0,14.449704142011834,2.0390060321118813,1.7341421153158316,0.16520039100684253,20,0.0,0.00030727659226468705,True
calendar,18,1802222,0.2,2,0,1000,100,500,200,500,7443.0,3201.0,7443.0,4242.0,0.0,14.886,7.027603808270485,8.811895137626975,0.20614828209764918,21,0.0,0.0006777431964012393,True
event_time,18,1802222,0.2,2,0,1000,100,472,202,500,7443.0,3201.0,7450.0,4202.0,7.0,15.783898305084746,10.077782173152421,10.064605223094901,0.24841341795104255,61,0.0,0.000898007612784521,True
calendar,19,1902222,0.2,2,0,1000,100,500,200,500,7078.0,2729.0,7078.0,4349.0,0.0,14.156,2.754731198175631,2.5208251324077615,0.15068493150684936,16,0.0,0.00046191364350152734,True
event_time,19,1902222,0.2,2,0,1000,100,501,203,500,7078.0,2729.0,7091.0,4335.0,13.0,14.15369261477046,3.3128427887312304,3.6055449415842067,0.2054794520547945,36,0.0,0.0006881376740129398,True
calendar,20,2002222,0.2,2,0,1000,100,500,200,500,7693.0,3300.0,7693.0,4393.0,0.0,15.386,2.0636895791179812,1.542985978759921,0.19627085377821393,21,0.0,0.00037981980988573193,True
event_time,20,2002222,0.2,2,0,1000,100,489,202,500,7693.0,3300.0,7696.0,4382.0,3.0,15.738241308793455,3.8431069870159456,2.645737339013858,0.2667322834645669,14,0.0,0.0009083654430840243,True
calendar,21,2102222,0.2,2,0,1000,100,500,200,500,6779.0,2699.0,6779.0,4080.0,0.0,13.558,2.111705417533991,2.2012241503493497,0.19205298013245026,18,0.0,0.0004929682766741187,True
event_time,21,2102222,0.2,2,0,1000,100,500,201,500,6779.0,2699.0,6779.0,4065.0,0.0,13.558,2.1099134101453454,2.215357401294746,0.1615120274914089,16,0.0,0.0004937920279735444,True
calendar,22,2202222,0.2,2,0,1000,100,500,200,500,7128.0,2611.0,7128.0,4517.0,0.0,14.256,3.302813099160851,3.230358797524555,0.2179752066115702,40,0.0,0.0005481529054881417,True
event_time,22,2202222,0.2,2,0,1000,100,507,202,500,7128.0,2611.0,7128.0,4490.0,0.0,14.059171597633137,2.609663816062152,2.7638765214063263,0.19514767932489452,31,0.0,0.0004765270197874101,True
calendar,23,2302222,0.2,2,0,1000,100,500,200,500,6648.0,2852.0,6648.0,3796.0,0.0,13.296,1.7153412168105036,2.3592873559545193,0.13855421686746988,24,0.0,0.000241555356497897,True
event_time,23,2302222,0.2,2,0,1000,100,485,202,500,6648.0,2852.0,6653.0,3782.0,5.0,13.717525773195876,2.032157833571765,2.158876197016186,0.13189448441247,7,0.0,0.0003475765586640599,True
calendar,24,2402222,0.2,2,0,1000,100,500,200,500,7720.0,2641.0,7720.0,5079.0,0.0,15.44,6.1532518459133625,7.053069068825633,0.26299045599151644,4,0.0,0.0008696702408906325,True
event_time,24,2402222,0.2,2,0,1000,100,564,202,500,7720.0,2641.0,7727.0,5065.0,7.0,13.700354609929079,1.5891219308135813,1.6356884278252648,0.10509554140127395,4,0.0,0.00021903385152032397,True
calendar,25,2502222,0.2,2,0,1000,100,500,200,500,7394.0,3204.0,7394.0,4190.0,0.0,14.788,2.8519187854464585,3.123282735679749,0.10340909090909084,20,0.0,0.00026103684357864327,True
event_time,25,2502222,0.2,2,0,1000,100,480,201,500,7394.0,3204.0,7404.0,4168.0,10.0,15.425,4.293075036248099,3.6441978162310233,0.14445688689809622,15,0.0,0.0003987107215295475,True
calendar,26,2602222,0.2,2,0,1000,100,500,200,500,7237.0,3032.0,7237.0,4205.0,0.0,14.474,2.2110512560889566,1.6422421100406281,0.22048780487804873,17,0.0,0.0005941237913807134,True
event_time,26,2602222,0.2,2,0,1000,100,521,204,500,7237.0,3032.0,7245.0,4183.0,8.0,13.90595009596929,1.2398406337175278,0.9903387419996805,0.22201317027281275,22,0.0,0.00036706602770132245,True
calendar,27,2702222,0.2,2,0,1000,100,500,200,500,7932.0,3929.0,7932.0,4003.0,0.0,15.864,5.284517817539278,12.005180255540822,0.11123595505617984,17,0.0,0.00025649101070970815,True
event_time,27,2702222,0.2,2,0,1000,100,460,204,500,7932.0,3929.0,7951.0,4002.0,19.0,17.284782608695654,7.715579929210619,23.34063202260799,0.15107102593010152,15,0.0,0.0004076505262885198,True
calendar,28,2802222,0.2,2,0,1000,100,500,200,500,7411.0,3621.0,7411.0,3790.0,0.0,14.822,0.7967877599637239,0.8105901423509884,0.09543568464730293,3,0.0,0.00027412964863770455,True
event_time,28,2802222,0.2,2,0,1000,100,435,201,500,7411.0,3621.0,7412.0,3778.0,1.0,17.039080459770116,2.557265678720556,1.8240022629702475,0.12037037037037039,2,0.0,0.000707324331534151,True
calendar,29,2902222,0.2,2,0,1000,100,500,200,500,6998.0,2516.0,6998.0,4482.0,0.0,13.996,2.475414263933517,2.622149892693862,0.21302325581395354,16,0.0,0.0004004148710067769,True
event_time,29,2902222,0.2,2,0,1000,100,520,204,500,6998.0,2516.0,7006.0,4472.0,8.0,13.473076923076922,1.6480045052824726,2.419020546604401,0.11574074074074074,21,0.0,0.00021208531581507978,True
calendar,30,3002222,0.2,2,0,1000,100,500,200,500,7967.0,3964.0,7967.0,4003.0,0.0,15.934,0.9444129498378958,1.3990172050095535,0.16630669546436277,21,0.0,0.00043397225985918243,True
event_time,30,3002222,0.2,2,0,1000,100,499,202,500,7967.0,3964.0,7974.0,3989.0,7.0,15.97995991983968,0.7322300152020644,1.1568096139117499,0.128068303094984,11,0.0,0.00030814980352887535,True
calendar,31,3102222,0.2,2,0,1000,100,500,200,500,6804.0,2702.0,6804.0,4102.0,0.0,13.608,1.5443991447807828,2.0753608584371968,0.1948186528497409,50,0.0,0.0003061448427344492,True
event_time,31,3102222,0.2,2,0,1000,100,502,202,500,6804.0,2702.0,6810.0,4072.0,6.0,13.565737051792828,1.7998623819618924,1.7543908093219727,0.20799180327868852,37,0.0,0.0004263234864106858,True
calendar,32,3202222,0.2,2,0,1000,100,500,200,500,7113.0,2851.0,7113.0,4262.0,0.0,14.226,2.812550152880551,2.6711637927157823,0.2783018867924528,205,0.0,0.0007868707555790207,True
event_time,32,3202222,0.2,2,0,1000,100,502,201,500,7113.0,2851.0,7123.0,4256.0,10.0,14.189243027888446,1.4020580756786536,1.327262957421564,0.17613089509143418,165,0.0,0.000251226961112075,True
calendar,33,3302222,0.2,2,0,1000,100,500,200,500,7388.0,2987.0,7388.0,4401.0,0.0,14.776,1.5060512377158526,2.0808210870885264,0.1447811447811447,13,0.0,0.000524670631845927,True
event_time,33,3302222,0.2,2,0,1000,100,543,204,500,7388.0,2987.0,7396.0,4376.0,8.0,13.62062615101289,0.8689751250391404,1.473064091649113,0.2138157894736842,339,0.0,0.00031910720557976275,True
calendar,34,3402222,0.2,2,0,1000,100,500,200,500,7423.0,3198.0,7423.0,4225.0,0.0,14.846,3.510899498785624,4.443445885715792,0.1517311608961304,23,0.0,0.00048517972723667184,True
event_time,34,3402222,0.2,2,0,1000,100,541,202,500,7423.0,3198.0,7427.0,4201.0,4.0,13.728280961182994,1.5872469298288188,1.65206867975242,0.13326653306613223,13,0.0,0.00017475114826838892,True
calendar,35,3502222,0.2,2,0,1000,100,500,200,500,7500.0,2931.0,7500.0,4569.0,0.0,15.0,5.154018645457525,3.882552691700422,0.2537018756169793,30,0.0,0.000745198580872182,True
event_time,35,3502222,0.2,2,0,1000,100,564,203,500,7500.0,2931.0,7513.0,4539.0,13.0,13.320921985815604,1.488804775604703,1.3900642059747177,0.0984251968503937,18,0.0,0.00015988586426361873,True
calendar,36,3602222,0.2,2,0,1000,100,500,200,500,6837.0,2526.0,6837.0,4311.0,0.0,13.674,2.2911702876272853,2.0445892666585364,0.14258555133079848,41,0.0,0.0002247788462537539,True
event_time,36,3602222,0.2,2,0,1000,100,477,202,500,6837.0,2526.0,6847.0,4286.0,10.0,14.354297693920335,5.233877092837327,4.1766409918002,0.2398871119473189,50,0.0,0.0007712792309312764,True
calendar,37,3702222,0.2,2,0,1000,100,500,200,500,7759.0,3163.0,7759.0,4596.0,0.0,15.518,2.4198111730139065,1.9310670271956498,0.19389978213507622,6,0.0,0.0005485970412535762,True
event_time,37,3702222,0.2,2,0,1000,100,519,202,500,7759.0,3163.0,7789.0,4582.0,30.0,15.007707129094412,2.0357035458849726,2.660663979316818,0.1851085832471562,21,0.0,0.0005631173366160786,True
calendar,38,3802222,0.2,2,0,1000,100,500,200,500,6875.0,2898.0,6875.0,3977.0,0.0,13.75,1.6590536589698237,1.7436636783428683,0.2473684210526316,143,0.0,0.0003651498007809928,True
event_time,38,3802222,0.2,2,0,1000,100,479,201,500,6875.0,2898.0,6888.0,3980.0,13.0,14.379958246346556,2.835541746692549,2.4951841386146447,0.26684636118598387,27,0.0,0.000703583714735153,True
calendar,39,3902222,0.2,2,0,1000,100,500,200,500,6941.0,2781.0,6941.0,4160.0,0.0,13.882,1.6104336092983969,1.7057544298484835,0.11851851851851855,3,0.0,0.00031434040918139843,True
event_time,39,3902222,0.2,2,0,1000,100,478,202,500,6941.0,2781.0,6941.0,4138.0,0.0,14.52092050209205,2.7492621218925475,2.8325210040139726,0.1617954070981211,9,0.0,0.00055376615357685,True
calendar,40,4002222,0.2,2,0,1000,100,500,200,500,6996.0,3230.0,6996.0,3766.0,0.0,13.992,0.9512368754834378,0.7978232452624342,0.28124999999999994,9,0.0,0.00048332735531209575,True
event_time,40,4002222,0.2,2,0,1000,100,451,202,500,6996.0,3230.0,7001.0,3756.0,5.0,15.523281596452328,1.3112375548621176,1.4536086097508758,0.326027397260274,13,0.0,0.0006945052033074996,True
calendar,41,4102222,0.2,2,0,1000,100,500,200,500,6694.0,2514.0,6694.0,4180.0,0.0,13.388,1.831918315837447,1.1905125299011206,0.1820837390457644,17,0.0,0.0002847186257848259,True
event_time,41,4102222,0.2,2,0,1000,100,507,203,500,6694.0,2514.0,6696.0,4151.0,2.0,13.207100591715976,2.0551371712532305,1.4118237919363523,0.16860465116279075,23,0.0,0.00030717955768783475,True
calendar,42,4202222,0.2,2,0,1000,100,500,200,500,7005.0,2748.0,7005.0,4257.0,0.0,14.01,2.594568805464604,3.5647090260208985,0.12925170068027217,19,0.0,0.00034387025467399736,True
event_time,42,4202222,0.2,2,0,1000,100,539,203,500,7005.0,2748.0,7017.0,4231.0,12.0,13.018552875695732,1.6166192448183068,2.42925185421517,0.16216216216216206,23,0.0,0.0002862214195883717,True
calendar,43,4302222,0.2,2,0,1000,100,500,200,500,6758.0,2857.0,6758.0,3901.0,0.0,13.516,0.8883582856187247,0.9345283403510414,0.13065843621399179,21,0.0,0.00025135783755594134,True
event_time,43,4302222,0.2,2,0,1000,100,465,201,500,6758.0,2857.0,6767.0,3890.0,9.0,14.55268817204301,1.880213079336751,2.3547665805709874,0.19732785200411104,20,0.0,0.00046268153722828914,True
calendar,44,4402222,0.2,2,0,1000,100,500,200,500,7695.0,2834.0,7695.0,4861.0,0.0,15.39,2.879122386572877,3.0396331904638623,0.25292968750000006,38,0.0,0.0007905413460896884,True
event_time,44,4402222,0.2,2,0,1000,100,538,201,500,7695.0,2834.0,7697.0,4847.0,2.0,14.306691449814126,2.294026521116801,1.7568752091422548,0.22495088408644393,29,0.0,0.0005751580395097199,True
calendar,45,4502222,0.2,2,0,1000,100,500,200,500,6941.0,2982.0,6941.0,3959.0,0.0,13.882,0.9185139093195234,1.0603873392195033,0.07319698600645867,8,0.0,0.00026526937591435834,True
event_time,45,4502222,0.2,2,0,1000,100,467,205,500,6941.0,2982.0,6956.0,3946.0,15.0,14.89507494646681,1.3562478282915686,1.818747856171371,0.20239282153539379,28,0.0,0.00044803214829094296,True
calendar,46,4602222,0.2,2,0,1000,100,500,200,500,7643.0,3263.0,7643.0,4380.0,0.0,15.286,5.693364176782195,5.36084222432123,0.14829659318637273,6,0.0,0.00044431866405564903,True
event_time,46,4602222,0.2,2,0,1000,100,495,202,500,7643.0,3263.0,7659.0,4353.0,16.0,15.472727272727273,5.242899187032479,4.15317562972184,0.15581854043392515,13,0.0,0.0003529988280302543,True
calendar,47,4702222,0.2,2,0,1000,100,500,200,500,6647.0,2746.0,6647.0,3901.0,0.0,13.294,1.8331872648028407,2.079363480903067,0.16919959473150964,14,0.0,0.0003249104906362118,True
event_time,47,4702222,0.2,2,0,1000,100,500,202,500,6647.0,2746.0,6654.0,3862.0,7.0,13.308,1.9544676457487988,1.8950334829894815,0.1525940996948118,12,0.0,0.0003890628737855051,True
calendar,48,4802222,0.2,2,0,1000,100,500,200,500,6734.0,2540.0,6734.0,4194.0,0.0,13.468,2.6716835362585694,2.9694493915168034,0.16960784313725488,14,0.0,0.0003833671634535477,True
event_time,48,4802222,0.2,2,0,1000,100,504,202,500,6734.0,2540.0,6737.0,4169.0,3.0,13.367063492063492,1.5397237121418614,1.7769248789943846,0.10000000000000003,13,0.0,0.00021536406691095072,True
calendar,49,4902222,0.2,2,0,1000,100,500,200,500,6929.0,3038.0,6929.0,3891.0,0.0,13.858,1.0886585294147761,1.3236828382153607,0.10344827586206885,23,0.0,0.00025282856967729354,True
event_time,49,4902222,0.2,2,0,1000,100,480,203,500,6929.0,3038.0,6947.0,3873.0,18.0,14.472916666666666,1.4360063007175161,1.595282230850599,0.10974358974358978,14,0.0,0.0003711936137034871,True
calendar,0,4222,0.4,2,0,1000,100,500,200,500,6624.0,2611.0,6624.0,4013.0,0.0,13.248,1.7849414809665887,1.727950292339673,0.1412169919632606,7,0.0,0.0002903211282422834,True
event_time,0,4222,0.4,2,0,1000,100,430,202,500,6624.0,2611.0,6626.0,3984.0,2.0,15.409302325581395,4.673801656288304,4.424609918129996,0.24311926605504589,19,0.0,0.0006943109043180436,True
calendar,1,104222,0.4,2,0,1000,100,500,200,500,7732.0,3569.0,7732.0,4163.0,0.0,15.464,1.5843357816805148,1.8368783251903058,0.09841269841269838,7,0.0,0.0002469201543674748,True
event_time,1,104222,0.4,2,0,1000,100,477,202,500,7732.0,3569.0,7753.0,4134.0,21.0,16.253668763102727,2.5046859223321207,2.153401425998481,0.08431163287086452,4,0.0,0.0003721743847936306,True
calendar,2,204222,0.4,2,0,1000,100,500,200,500,8566.0,3440.0,8566.0,5126.0,0.0,17.132,2.9846572085929326,2.7091536513948444,0.2554067971163749,7,0.0,0.0009058712654923162,True
event_time,2,204222,0.4,2,0,1000,100,500,201,500,8566.0,3440.0,8566.0,5108.0,0.0,17.132,2.966349303919518,2.6338719537840434,0.2696969696969697,19,0.0,0.0009073949343275929,True
calendar,3,304222,0.4,2,0,1000,100,500,200,500,8146.0,3354.0,8146.0,4792.0,0.0,16.292,3.015689908109614,2.6933438702875327,0.2422954303931987,2,0.0,0.0007318232701121308,True
event_time,3,304222,0.4,2,0,1000,100,475,205,500,8146.0,3354.0,8146.0,4768.0,0.0,17.149473684210527,3.695463667595756,3.249153627657701,0.2332979851537646,5,0.0,0.0009280908303494743,True
calendar,4,404222,0.4,2,0,1000,100,500,200,500,7147.0,3237.0,7147.0,3910.0,0.0,14.294,1.0776591760517706,1.3628091447626942,0.10799136069114472,5,0.0,0.0001925354553549333,True
event_time,4,404222,0.4,2,0,1000,100,455,202,500,7147.0,3237.0,7150.0,3873.0,3.0,15.714285714285714,2.014752983985843,2.4352290637949454,0.11349036402569601,8,0.0,0.000327010376627778,True
calendar,5,504222,0.4,2,0,1000,100,500,200,500,7864.0,3127.0,7864.0,4737.0,0.0,15.728,1.3030855989202699,1.8289304665129043,0.222464558342421,56,0.0,0.0004258625019659401,True
event_time,5,504222,0.4,2,0,1000,100,500,201,500,7864.0,3127.0,7864.0,4724.0,0.0,15.728,1.3037492734180138,1.840322620469345,0.24548352816153024,55,0.0,0.0004298381597116156,True
calendar,6,604222,0.4,2,0,1000,100,500,200,500,7932.0,3719.0,7932.0,4213.0,0.0,15.864,3.849820378348075,4.981141923436341,0.13603322949117336,12,0.0,0.00036910233271839613,True
event_time,6,604222,0.4,2,0,1000,100,472,201,500,7932.0,3719.0,7941.0,4187.0,9.0,16.824152542372882,6.067973238621559,8.662497001632826,0.1879543094496365,17,0.0,0.000542758397207466,True
calendar,7,704222,0.4,2,0,1000,100,500,200,500,7921.0,3711.0,7921.0,4210.0,0.0,15.842,0.48927580692829453,0.6529789772033351,0.33623693379790937,300,0.0,0.0002760397305211634,True
event_time,7,704222,0.4,2,0,1000,100,496,201,500,7921.0,3711.0,7938.0,4212.0,17.0,16.004032258064516,0.5515182972822297,0.6844932988365742,0.3421516754850089,295,0.0,0.00028933883800240243,True
calendar,8,804222,0.4,2,0,1000,100,500,200,500,8104.0,3043.0,8104.0,5061.0,0.0,16.208,2.732983871109903,2.2061253387673756,0.25558794946550056,157,0.0,0.0004951925935275815,True
event_time,8,804222,0.4,2,0,1000,100,527,201,500,8104.0,3043.0,8106.0,5045.0,2.0,15.381404174573055,3.120864272142065,2.4450759615602187,0.3135755258126195,308,0.0,0.00053402159099267,True
calendar,9,904222,0.4,2,0,1000,100,500,200,500,7148.0,2852.0,7148.0,4296.0,0.0,14.296,3.034992354877175,2.926473057576142,0.20017953321364462,20,0.0,0.0002257878378232193,True
event_time,9,904222,0.4,2,0,1000,100,499,201,500,7148.0,2852.0,7149.0,4286.0,1.0,14.326653306613226,3.3218884450942725,2.815792978608377,0.17741935483870966,22,0.0,0.00024082354928976345,True
calendar,10,1004222,0.4,2,0,1000,100,500,200,500,7518.0,2691.0,7518.0,4827.0,0.0,15.036,3.023067482372576,3.1148546547185347,0.2908404154863079,58,0.0,0.0006956507910568421,True
event_time,10,1004222,0.4,2,0,1000,100,507,202,500,7518.0,2691.0,7529.0,4787.0,11.0,14.850098619329389,2.45722526951297,2.7009767525314783,0.20056764427625356,29,0.0,0.00047234473015668455,True
calendar,11,1104222,0.4,2,0,1000,100,500,200,500,8155.0,3197.0,8155.0,4958.0,0.0,16.31,3.671331891496403,3.100031404905712,0.32419659735349715,15,0.0,0.0008918593484157067,True
event_time,11,1104222,0.4,2,0,1000,100,506,202,500,8155.0,3197.0,8173.0,4966.0,18.0,16.152173913043477,1.50912173155866,1.5645012759540993,0.11089681774349083,16,0.0,0.00026908926512621674,True
calendar,12,1204222,0.4,2,0,1000,100,500,200,500,7345.0,2848.0,7345.0,4497.0,0.0,14.69,1.7412267580254999,1.9297746975991128,0.1541463414634146,56,0.0,0.00026739019797235287,True
event_time,12,1204222,0.4,2,0,1000,100,425,201,500,7345.0,2848.0,7350.0,4482.0,5.0,17.294117647058822,7.370778672381323,7.389486332465646,0.3372664700098328,47,0.0,0.00107104453712792,True
calendar,13,1304222,0.4,2,0,1000,100,500,200,500,8112.0,3019.0,8112.0,5093.0,0.0,16.224,2.27012634355737,2.3532423047796054,0.19238683127572018,11,0.0,0.0003718286348278302,True
event_time,13,1304222,0.4,2,0,1000,100,540,203,500,8112.0,3019.0,8137.0,5083.0,25.0,15.068518518518518,1.6399722785373554,2.086939706752937,0.22484599589322388,20,0.0,0.000321964672256489,True
calendar,14,1404222,0.4,2,0,1000,100,500,200,500,8608.0,2993.0,8608.0,5615.0,0.0,17.216,7.53422940969968,7.37208625882145,0.3172043010752688,37,0.0,0.001152790595830763,True
event_time,14,1404222,0.4,2,0,1000,100,596,202,500,8608.0,2993.0,8616.0,5607.0,8.0,14.456375838926174,1.7160828562267052,1.9247868629581,0.13655913978494627,15,0.0,0.0002883873548400703,True
calendar,15,1504222,0.4,2,0,1000,100,500,200,500,8651.0,3415.0,8651.0,5236.0,0.0,17.302,3.9720437076457134,2.921390054276702,0.2690000000000001,43,0.0,0.0005726687077304555,True
event_time,15,1504222,0.4,2,0,1000,100,519,203,500,8651.0,3415.0,8657.0,5201.0,6.0,16.680154142581888,2.9931723793453515,2.0672676044379656,0.265,22,0.0,0.0005937031499066159,True
calendar,16,1604222,0.4,2,0,1000,100,500,200,500,7340.0,3004.0,7340.0,4336.0,0.0,14.68,2.5637225250057774,1.8978100159998952,0.23800383877159306,7,0.0,0.0006245550412085024,True
event_time,16,1604222,0.4,2,0,1000,100,484,202,500,7340.0,3004.0,7349.0,4305.0,9.0,15.183884297520661,2.9941212520840828,2.1727829980543314,0.21339712918660284,5,0.0,0.000658315724294893,True
calendar,17,1704222,0.4,2,0,1000,100,500,200,500,7762.0,2959.0,7762.0,4803.0,0.0,15.524,8.108497576702376,5.702712846232784,0.24921465968586384,24,0.0,0.0005289320898879846,True
event_time,17,1704222,0.4,2,0,1000,100,464,204,500,7762.0,2959.0,7766.0,4788.0,4.0,16.737068965517242,7.800127246495846,6.6061967310193035,0.16129032258064518,32,0.0,0.00040698082343414713,True
calendar,18,1804222,0.4,2,0,1000,100,500,200,500,7146.0,2924.0,7146.0,4222.0,0.0,14.292,1.4401711348954493,1.7445992013705636,0.26155462184873957,50,0.0,0.00048102483538778806,True
event_time,18,1804222,0.4,2,0,1000,100,483,203,500,7146.0,2924.0,7153.0,4202.0,7.0,14.80952380952381,1.1267562776503914,1.0166959794323587,0.10315789473684207,15,0.0,0.0003294356656523457,True
calendar,19,1904222,0.4,2,0,1000,100,500,200,500,7027.0,2579.0,7027.0,4448.0,0.0,14.054,1.5579793564643831,1.1880843321089625,0.16293643688451212,22,0.0,0.0002719464062532377,True
event_time,19,1904222,0.4,2,0,1000,100,514,203,500,7027.0,2579.0,7034.0,4432.0,7.0,13.684824902723735,1.0011072666711314,1.115643641680444,0.08556149732620329,23,0.0,0.00015594099517815234,True
calendar,20,2004222,0.4,2,0,1000,100,500,200,500,8220.0,3650.0,8220.0,4570.0,0.0,16.44,1.666853284373052,1.6050788715177378,0.16036772216547499,4,0.0,0.00029614599661861765,True
event_time,20,2004222,0.4,2,0,1000,100,498,202,500,8220.0,3650.0,8224.0,4539.0,4.0,16.514056224899598,1.9350203945751234,1.7479805405701714,0.1293279022403259,8,0.0,0.0002775520345292434,True
calendar,21,2104222,0.4,2,0,1000,100,500,200,500,7259.0,3161.0,7259.0,4098.0,0.0,14.518,1.2959892201512087,1.1924484990037385,0.16279069767441853,9,0.0,0.0002493223673298281,True
event_time,21,2104222,0.4,2,0,1000,100,470,201,500,7259.0,3161.0,7267.0,4080.0,8.0,15.461702127659574,2.431116804741911,2.027687099300149,0.25165562913907286,1,0.0,0.0005017663472095651,True
calendar,22,2204222,0.4,2,0,1000,100,500,200,500,8078.0,3151.0,8078.0,4927.0,0.0,16.156,1.7051022462955852,2.4494498514567824,0.3396793587174348,70,0.0,0.0004529343459442561,True
event_time,22,2204222,0.4,2,0,1000,100,500,201,500,8078.0,3151.0,8078.0,4897.0,0.0,16.156,1.6881049324474307,2.4569071489700414,0.28056768558951956,12,0.0,0.0004536257571870307,True
calendar,23,2304222,0.4,2,0,1000,100,500,200,500,8202.0,3044.0,8202.0,5158.0,0.0,16.404,4.669538016346827,4.644349251909458,0.2313725490196078,20,0.0,0.0008410709970797555,True
event_time,23,2304222,0.4,2,0,1000,100,532,203,500,8202.0,3044.0,8225.0,5170.0,23.0,15.460526315789474,1.4335597674931189,1.2757931714020865,0.11392405063291142,18,0.0,0.00022135961094406828,True
calendar,24,2404222,0.4,2,0,1000,100,500,200,500,8709.0,4043.0,8709.0,4666.0,0.0,17.418,4.4260043378463685,6.919847623978146,0.2993421052631579,145,0.0,0.0006425751251471306,True
event_time,24,2404222,0.4,2,0,1000,100,480,201,500,8709.0,4043.0,8712.0,4649.0,3.0,18.15,2.861548983465379,4.375735924483894,0.1425438596491228,46,0.0,0.00033501030891202466,True
calendar,25,2504222,0.4,2,0,1000,100,500,200,500,7626.0,3301.0,7626.0,4325.0,0.0,15.252,2.1265958203037885,1.8820745429651922,0.13488372093023257,16,0.0,0.000263556011842159,True
event_time,25,2504222,0.4,2,0,1000,100,506,202,500,7626.0,3301.0,7627.0,4289.0,1.0,15.07312252964427,1.9447489325981933,1.684580489722254,0.09537037037037034,18,0.0,0.00020858177374021895,True
calendar,26,2604222,0.4,2,0,1000,100,500,200,500,7764.0,3007.0,7764.0,4757.0,0.0,15.528,3.1485034409383736,2.7961962647910252,0.10550887021475255,13,0.0,0.00023311602334907477,True
event_time,26,2604222,0.4,2,0,1000,100,510,203,500,7764.0,3007.0,7769.0,4698.0,5.0,15.233333333333333,3.4660039907980424,2.7622497869156866,0.19774011299435026,14,0.0,0.0002582726144467888,True
calendar,27,2704222,0.4,2,0,1000,100,500,200,500,7570.0,2918.0,7570.0,4652.0,0.0,15.14,1.445977032961825,1.5492222524204944,0.19199178644763862,11,0.0,0.0002754143337154844,True
event_time,27,2704222,0.4,2,0,1000,100,514,203,500,7570.0,2918.0,7583.0,4628.0,13.0,14.752918287937744,2.221844545339536,2.420345536688633,0.1816367265469062,8,0.0,0.0005277249762886353,True
calendar,28,2804222,0.4,2,0,1000,100,500,200,500,7787.0,2806.0,7787.0,4981.0,0.0,15.574,3.1951290708886906,4.342663117695269,0.22880490296220637,52,0.0,0.0005710819818483879,True
event_time,28,2804222,0.4,2,0,1000,100,516,202,500,7787.0,2806.0,7789.0,4965.0,2.0,15.094961240310077,3.5815164459552475,4.289170693782966,0.26131687242798357,40,0.0,0.0005743702109951389,True
calendar,29,2904222,0.4,2,0,1000,100,500,200,500,8440.0,3410.0,8440.0,5030.0,0.0,16.88,1.9899694295552064,2.5040823146267543,0.3267419962335217,88,0.0,0.0006461579854446963,True
event_time,29,2904222,0.4,2,0,1000,100,500,201,500,8440.0,3410.0,8440.0,5030.0,0.0,16.88,1.9674562605850672,2.4085060446686803,0.296259842519685,15,0.0,0.0006509109139151709,True
calendar,30,3004222,0.4,2,0,1000,100,500,200,500,7987.0,2983.0,7987.0,5004.0,0.0,15.974,4.137083660840714,4.373185744067241,0.2663212435233161,24,0.0,0.0006924740750785665,True
event_time,30,3004222,0.4,2,0,1000,100,462,201,500,7987.0,2983.0,7990.0,4987.0,3.0,17.294372294372295,5.516377943457774,6.67010951986511,0.30062630480167013,23,0.0,0.0009145004391175614,True
calendar,31,3104222,0.4,2,0,1000,100,500,200,500,6840.0,2948.0,6840.0,3892.0,0.0,13.68,0.9750542357894457,0.8889663965725472,0.12523540489642182,131,0.0,0.0001774428662287598,True
