regime,mode,volume_threshold,hft_frac,n_runs,vol_ratio_mean,vol_ratio_std,vol_ratio_ci_low,vol_ratio_ci_high,spread_ratio_mean,spread_ratio_std,spread_ratio_ci_low,spread_ratio_ci_high,max_drawdown_mean,max_drawdown_std,max_drawdown_ci_low,max_drawdown_ci_high,recovery_time_mean,recovery_time_std,recovery_time_ci_low,recovery_time_ci_high,mm_stress_ratio_mean,mm_stress_ratio_std,mm_stress_ratio_ci_low,mm_stress_ratio_ci_high,avg_sub_iters_mean,avg_sub_iters_std,avg_sub_iters_ci_low,avg_sub_iters_ci_high,threshold_hit_rate_mean,threshold_hit_rate_std,threshold_hit_rate_ci_low,threshold_hit_rate_ci_high,executed_volume_total_mean,executed_volume_total_std,executed_volume_total_ci_low,executed_volume_total_ci_high,book_depleted_rate_mean,book_depleted_rate_std,book_depleted_rate_ci_low,book_depleted_rate_ci_high,calendar_volume_per_tick_target_mean,calendar_volume_per_tick_target_std,calendar_volume_per_tick_target_ci_low,calendar_volume_per_tick_target_ci_high,vstar_to_calendar_tick_ratio_mean,vstar_to_calendar_tick_ratio_std,vstar_to_calendar_tick_ratio_ci_low,vstar_to_calendar_tick_ratio_ci_high
event_time_V25,event_time,25.0,0.8,30,2.2417146660497265,1.6964959731520681,1.7092326229818857,2.9220619200371565,2.3837837792483803,1.893231243580022,1.783234745519666,3.12271688474213,0.32801656020922887,0.16746868920238475,0.2718493349001609,0.3915534961772974,50.4,86.74759263279995,23.998333333333335,82.135,0.0,0.0,0.0,0.0,4.0898666666666665,6.394436394960498,2.0134,6.5492849999999985,0.9566666666666667,0.13377215145816831,0.9050666666666667,1.0,16778.666666666668,2259.8280424866834,15908.89,17502.44166666667,0.043333333333333335,0.13377215145816831,0.0,0.09493333333333333,,,,,,,,
event_time_V25,event_time,25.0,0.9,30,2.895686794694435,2.3281464051832352,2.152000233696212,3.75723794645964,3.0043583857883216,3.3832202933221924,1.9066343236974663,4.175980460313746,0.3868854255481587,0.18635520186277924,0.32192687522615604,0.4523663272460898,44.5,78.59926734764267,20.030833333333334,75.16916666666667,0.0,0.0,0.0,0.0,3.9588666666666668,4.6718436937520265,2.5222816666666663,5.743331666666666,0.9573999999999999,0.0974476340364934,0.9201333333333334,0.9872733333333332,16961.3,1664.5139116477715,16312.485,17480.26916666667,0.0422,0.09694271326496084,0.012333333333333333,0.07926833333333333,,,,,,,,
event_time_V25,event_time,25.0,1.0,30,3.1528777862428172,3.2046804523058845,2.2183529591442515,4.452586834137177,3.7351363017541988,4.520956634864107,2.4452749944553682,5.579365363111788,0.43528808543868913,0.2944789124948207,0.33926535096156446,0.5467625963002325,56.2,97.75881651747095,24.50666666666667,93.98833333333332,0.0,0.0,0.0,0.0,4.179866666666666,6.996618413418622,2.1947833333333335,6.863586666666666,0.9518000000000001,0.1455466272012346,0.8954416666666666,0.9931333333333333,17059.233333333334,2567.638062410711,16075.995,17797.900833333333,0.04773333333333333,0.14506572430390335,0.006530000000000001,0.10389166666666663,,,,,,,,
event_time_V50,event_time,50.0,0.0,30,1.6028817571253866,0.6847418601212394,1.36359323684935,1.8362846214255866,1.4563627142494,0.5757873884293399,1.2546639436288596,1.651224022302998,0.19724223417383013,0.07721812555959398,0.1678419522924336,0.22346421130068464,19.166666666666668,41.97707365507603,9.631666666666666,36.27166666666666,0.0,0.0,0.0,0.0,5.181333333333333,0.15340308258678,5.127329999999999,5.23407,1.0,0.0,1.0,1.0,28424.466666666667,193.11917587840423,28359.665,28493.845833333333,0.0,0.0,0.0,0.0,,,,,,,,
event_time_V50,event_time,50.0,0.1,30,1.5300943965118337,0.5678884153616244,1.336028909555338,1.734110430690768,1.4975035116647308,0.5089484150255964,1.3236363325410572,1.676720513121991,0.24157369205447585,0.09874340587642148,0.20781130524038727,0.27597495456445936,10.0,10.392304845413264,6.766666666666667,14.268333333333333,0.0,0.0,0.0,0.0,4.913733333333334,0.16571494705717082,4.853059999999999,4.971001666666668,1.0,0.0,1.0,1.0,28558.4,212.2933234287263,28490.395,28636.505833333333,0.0,0.0,0.0,0.0,,,,,,,,
event_time_V50,event_time,50.0,0.2,30,1.7255067861098428,1.0673559883448773,1.3971433739079033,2.1235452240607344,1.537806208485212,0.8029977754578428,1.2952842845870962,1.8541427242946853,0.2503939439782394,0.14312675436005276,0.19970291127533332,0.30397991387887296,20.166666666666668,53.95853026636053,7.898333333333333,42.43666666666666,0.0,0.0,0.0,0.0,4.6702,0.12921017361460843,4.62532,4.715940000000001,1.0,0.0,1.0,1.0,28761.6,193.6398363118926,28693.133333333335,28829.740833333333,0.0,0.0,0.0,0.0,,,,,,,,
event_time_V50,event_time,50.0,0.3,30,2.055427032885698,0.9498240510372287,1.7127876125616932,2.3819436105298477,1.8824515146584966,0.7579806122822341,1.621520231625409,2.13928383633886,0.29586214467646976,0.12334257313176543,0.2533370042442317,0.3342357666752763,7.266666666666667,5.4830983773859066,5.4325,9.166666666666666,0.0,0.0,0.0,0.0,4.7632666666666665,1.6323045256225373,4.395511666666666,5.376618333333333,0.9925333333333334,0.035972914459529735,0.9794666666666666,1.0,28714.633333333335,1036.8358192558521,28309.749166666665,28975.32,0.007333333333333333,0.03557346292347452,0.0,0.02026666666666667,,,,,,,,
event_time_V50,event_time,50.0,0.4,30,1.7534861908577226,0.9981860252452724,1.4590248468913791,2.0941221043888,1.623209555096886,0.7712126097832077,1.3876417271778436,1.9003194045398595,0.32609245107828977,0.18838337013275075,0.2641362992465839,0.39675331416593024,70.6,114.89383405321747,32.76416666666667,112.87833333333332,0.0,0.0,0.0,0.0,4.775733333333334,2.5743135801986905,4.253158333333334,5.7569783333333335,0.9886,0.05737991959225624,0.9667333333333333,1.0,28808.3,1593.1285453688176,28192.698333333334,29161.22,0.011266666666666668,0.05699723727928631,0.0,0.032933333333333335,,,,,,,,
event_time_V50,event_time,50.0,0.5,30,1.888893763619514,1.1345846321584339,1.499407474483442,2.3029223964471597,1.9161472064425153,0.9588123108788589,1.5823473010504263,2.260175726368619,0.39450254537083923,0.28781653551632347,0.28898684663808144,0.501124661359753,9.866666666666667,8.553012509549239,6.965833333333333,12.968333333333332,0.0,0.0,0.0,0.0,7.5697333333333345,7.123407548277059,5.41326,10.196805000000001,0.9225333333333334,0.15633291914755318,0.8652633333333333,0.9696033333333334,27140.2,4507.902627226072,25436.285,28499.0275,0.07693333333333333,0.15558187407352397,0.030126666666666673,0.13406833333333332,,,,,,,,
event_time_V50,event_time,50.0,0.6,30,1.624691550212779,0.9205971748082006,1.312891739902906,1.9712113923872563,1.7240538507614798,0.8466892272875468,1.4387746221814142,2.0237237244376423,0.40984926672168076,0.21737898338306266,0.3340754539204509,0.49148505772228873,36.8,77.91082435531109,13.229999999999999,64.87166666666666,0.0,0.0,0.0,0.0,8.105333333333332,7.520671821298823,5.735396666666667,10.909011666666665,0.9072666666666666,0.16451934868566076,0.8455283333333333,0.95942,26839.1,4746.000002542976,25071.225000000002,28305.418333333335,0.09206666666666667,0.16374284576808198,0.039990000000000005,0.15353833333333333,,,,,,,,
