run,seed,hft_frac,info_lag,softlimit,speed_mult,n_iter,shock_it,shock_dp,vol_ratio,spread_ratio,max_drawdown,recovery_time,mm_panic_ratio,acf_abs_ret_1,acf_abs_ret_5,vol_persistence,high_vol_cluster_share
23,2306052,0.6,0,50,2,500,200,-10,0.5344770052701006,0.6224979205726002,0.09625126646403243,21,1.0,0.2671047320992127,-0.023949627500766155,0.9324749864676638,0.0
24,2406052,0.6,0,50,2,500,200,-10,1.2825856341963753,1.2225208235126626,0.19119351100811124,12,1.0,0.30120264875143093,0.0206571806128173,0.9380968233566378,0.12374581939799331
25,2506052,0.6,0,50,2,500,200,-10,0.9010319488135455,0.8337986830037977,0.14135021097046405,16,1.0,0.3596063328206711,0.08209961059203287,0.9609944590108199,0.016722408026755852
26,2606052,0.6,0,50,2,500,200,-10,0.658385005344167,0.44399104749976304,0.26151761517615174,300,1.0,0.30244726438351294,0.11583471821387108,0.9434038997624432,0.07357859531772576
27,2706052,0.6,0,50,2,500,200,-10,1.4429980912816995,1.262990629214149,0.1586757990867579,13,1.0,0.2783703443439879,0.12531340620487724,0.9564897850974453,0.23076923076923078
28,2806052,0.6,0,50,2,500,200,-10,4.136996754745797,4.293222860462228,0.15434782608695655,36,1.0,0.20044385522850888,0.18127177028411925,0.9621186784652821,0.7424749163879598
29,2906052,0.6,0,50,2,500,200,-10,5.079507552192561,4.881137076204522,0.3011257035647279,300,0.96,0.2832821653735472,0.28079059625601904,0.9607663129099268,0.862876254180602
0,8052,0.8,0,50,2,500,200,-10,2.1796775196795486,1.857584256703522,0.11144578313253006,13,1.0,0.3273276371498892,0.14777288258450932,0.9663715019921205,0.38461538461538464
1,108052,0.8,0,50,2,500,200,-10,2.7016327844981594,1.7259328062203207,0.32931034482758625,12,1.0,0.35923573140516873,0.15910862565127587,0.9755246261441085,0.5484949832775919
2,208052,0.8,0,50,2,500,200,-10,2.0877299682922166,1.7752639265426544,0.24583333333333326,3,1.0,0.3727661696060438,0.25458482391307935,0.9697536360208934,0.2709030100334448
3,308052,0.8,0,50,2,500,200,-10,0.9123564994174849,1.0818368077184983,0.09794776119402984,11,1.0,0.4156561370498912,0.23266073446513352,0.9600488138255633,0.016722408026755852
4,408052,0.8,0,50,2,500,200,-10,0.6938809115601209,0.6718751417417839,0.26392961876832843,18,1.0,0.4770446087504572,0.23226898198554416,0.9744909468767191,0.10033444816053512
5,508052,0.8,0,50,2,500,200,-10,1.5725694388526836,1.598334867232709,0.2614634146341463,30,1.0,0.3460151544657177,0.10496657433792685,0.963482348004044,0.35785953177257523
6,608052,0.8,0,50,2,500,200,-10,1.1145836564341522,1.7798142682880627,0.15298885511651478,1,1.0,0.21335605551623843,0.07630931499925132,0.9701480815858685,0.2809364548494983
7,708052,0.8,0,50,2,500,200,-10,1.6859624281733097,1.5327303695832672,0.14030131826742,61,1.0,0.26764150918409074,0.17937881759846322,0.9488488943114527,0.26421404682274247
8,808052,0.8,0,50,2,500,200,-10,3.0117518776765033,2.5043618516640063,0.29512893982808025,1,1.0,0.25790786829150314,0.14303908615480496,0.9688647608556938,0.6454849498327759
9,908052,0.8,0,50,2,500,200,-10,3.376541073017169,3.16136428725963,0.4839650145772595,17,1.0,0.22694815368305368,0.0018555797933066068,0.9106983808497467,0.6020066889632107
10,1008052,0.8,0,50,2,500,200,-10,1.0659030401739211,1.036157093700624,0.16342412451361865,9,1.0,0.26969738598891063,0.20484307714698363,0.9630656470172473,0.19732441471571907
11,1108052,0.8,0,50,2,500,200,-10,2.5680925912385892,2.0135009002981468,0.26538461538461533,6,1.0,0.3593306107751283,0.19240522272045057,0.9679971342626996,0.34448160535117056
12,1208052,0.8,0,50,2,500,200,-10,2.0509980669702483,2.018376360705991,0.335180055401662,6,1.0,0.4637205469772822,0.13395106604907672,0.9610359219632723,0.3110367892976589
13,1308052,0.8,0,50,2,500,200,-10,2.6224188144902203,2.5367760039456857,0.29844961240310075,170,1.0,0.2794052535058902,0.17294591139371743,0.9545408267919286,0.47157190635451507
14,1408052,0.8,0,50,2,500,200,-10,3.1805816560790108,3.200829282962712,0.29087048832271767,3,1.0,0.2757680517540512,0.21060898714564052,0.9718284935610623,0.6622073578595318
15,1508052,0.8,0,50,2,500,200,-10,1.638421689691441,1.8821456831981875,0.2532855436081243,16,1.0,0.2357261399120481,0.15382471970745346,0.9591919027749263,0.35451505016722407
16,1608052,0.8,0,50,2,500,200,-10,1.1569290333699824,1.0556774734549537,0.10423825887743407,13,1.0,0.13803562536092878,0.14322569656838585,0.9407655502785202,0.1605351170568562
17,1708052,0.8,0,50,2,500,200,-10,1.5133373942089308,1.5492669381650275,0.15009940357852877,7,1.0,0.13840886426401874,0.03226292891262733,0.9458191763805031,0.4214046822742475
18,1808052,0.8,0,50,2,500,200,-10,2.3595482434670996,2.7974738992403316,0.19804878048780486,40,1.0,0.1984261895223645,0.027150470903348774,0.9393439604361961,0.6655518394648829
19,1908052,0.8,0,50,2,500,200,-10,1.1851765605285982,1.2205954541879542,0.28213166144200624,2,1.0,0.3689197962109233,0.22455488651043093,0.9700776224332854,0.18394648829431437
20,2008052,0.8,0,50,2,500,200,-10,1.7342269181151475,0.97832408174311,0.11727078891257996,3,1.0,0.29265562047430477,-0.010655015142997907,0.9506625370458204,0.26421404682274247
21,2108052,0.8,0,50,2,500,200,-10,3.318551746071627,2.601725084405689,0.29068577277379737,8,1.0,0.2460689148502541,0.26498007330299245,0.9550308942327915,0.4782608695652174
22,2208052,0.8,0,50,2,500,200,-10,0.53111955379337,0.5676121823557181,0.09387755102040819,7,1.0,0.40995126760054934,0.20140697203425637,0.9673515546627895,0.0
23,2308052,0.8,0,50,2,500,200,-10,3.270537988735215,3.099145500210775,0.4721345951629863,31,1.0,0.3070790925384566,0.052777174781018905,0.946318657991036,0.5418060200668896
24,2408052,0.8,0,50,2,500,200,-10,3.159345344930151,3.376538610219778,0.2931885488647582,10,1.0,0.39193385058940533,0.3555134014427912,0.9765607503845528,0.6220735785953178
25,2508052,0.8,0,50,2,500,200,-10,3.5444991757872,3.103729561930555,0.2718940936863544,19,1.0,0.2581697578307787,0.14479268845060878,0.971253679592601,0.6655518394648829
26,2608052,0.8,0,50,2,500,200,-10,2.5408587316734317,2.1400253358813344,0.3632236095346197,2,1.0,0.2588917837613243,0.11849383189657542,0.951262551467489,0.5384615384615384
27,2708052,0.8,0,50,2,500,200,-10,3.2102102257791856,2.892671788084251,0.3738489871086556,21,1.0,0.2641958923887961,0.08853441850912136,0.9618558487159329,0.47157190635451507
28,2808052,0.8,0,50,2,500,200,-10,0.9260758762920153,1.0632185626838506,0.13534675615212535,15,1.0,0.41876501618076184,0.26889310684954904,0.9787697254384522,0.11371237458193979
29,2908052,0.8,0,50,2,500,200,-10,0.6905201293629095,0.4995542729065216,0.6583969465648856,24,1.0,0.24801611614295566,0.03111459914202676,0.9276613914279468,0.04013377926421405
0,10052,1.0,0,50,2,500,200,-10,1.4533543607107002,1.4485054354429723,0.1642411642411642,2,1.0,0.3165255145244719,0.0905907778790827,0.9615252352785053,0.19732441471571907
1,110052,1.0,0,50,2,500,200,-10,3.641879954034819,2.7450458182346233,0.32641509433962257,24,1.0,0.2856767930564364,0.2158334057305718,0.9718973208558297,0.7357859531772575
2,210052,1.0,0,50,2,500,200,-10,0.973472552534986,0.8183629747596298,0.16551724137931031,14,1.0,0.30430975923859843,0.08394992995488874,0.9510244281255975,0.033444816053511704
3,310052,1.0,0,50,2,500,200,-10,4.473695161585728,6.242990973294536,0.31236442516268986,7,1.0,0.22397038657817406,0.07110722784075402,0.920116124281894,0.7993311036789298
4,410052,1.0,0,50,2,500,200,-10,2.7876796601101743,3.0624727451352696,0.3687031082529475,16,1.0,0.0962518275390354,0.3204410838728194,0.9733923916058059,0.5351170568561873
5,510052,1.0,0,50,2,500,200,-10,1.5576415884864632,1.4752017804629272,0.4152445961319682,3,1.0,0.36965554953795915,0.11435283300717336,0.9597386417039484,0.2140468227424749
6,610052,1.0,0,50,2,500,200,-10,2.2486919002370604,1.9765593537475135,0.13865546218487398,11,1.0,0.30577814337460124,0.20553029333342643,0.9744591424528871,0.3511705685618729
7,710052,1.0,0,50,2,500,200,-10,2.85278994481101,2.9907837798447505,0.4262788365095286,17,1.0,0.298221608888418,0.1648464265131199,0.9763400740920637,0.3110367892976589
8,810052,1.0,0,50,2,500,200,-10,1.8633052220047577,1.003938203015757,0.415,9,1.0,0.059711978030994727,0.22630907154174768,0.9220394829363782,0.1705685618729097
9,910052,1.0,0,50,2,500,200,-10,1.5703383167513116,1.3425809070359649,0.2422680412371134,20,1.0,0.1887846768922357,0.22038389418501964,0.9313592648599764,0.3311036789297659
10,1010052,1.0,0,50,2,500,200,-10,2.8373049200902587,2.3343369063334465,1.0372340425531914,33,1.0,0.159523619815722,0.019410117529654713,0.9061789963485568,0.4682274247491639
11,1110052,1.0,0,50,2,500,200,-10,1.3659112023520121,0.9827020836126179,0.37917329093799684,56,1.0,0.4631099633425594,0.07990250066458585,0.9624747913970686,0.23411371237458195
12,1210052,1.0,0,50,2,500,200,-10,6.287844526096381,5.0195913257372755,0.37064220183486246,87,1.0,0.31554461890604857,0.14463458406044674,0.9532252650951809,0.8060200668896321
13,1310052,1.0,0,50,2,500,200,-10,3.6726139106787485,3.672380098125448,0.3812104787714544,300,1.0,0.37572561258436266,0.21256617131257666,0.9725214012283027,0.5250836120401338
14,1410052,1.0,0,50,2,500,200,-10,2.0834658710981397,1.3970161830884955,0.29531568228105903,18,1.0,0.09693486640512616,0.16370176746896484,0.9562682727838087,0.3311036789297659
15,1510052,1.0,0,50,2,500,200,-10,1.3304888987694568,1.3072110561264556,0.2691823899371069,13,1.0,0.22245665741411502,0.18106304825718675,0.9503620263135717,0.23745819397993312
16,1610052,1.0,0,50,2,500,200,-10,0.5481689308413271,1.4033972572958442,0.12737341772151906,26,1.0,0.5710559892648718,0.2065050567130941,0.9791440409779844,0.08361204013377926
17,1710052,1.0,0,50,2,500,200,-10,1.9511295311651589,2.0436404437278015,0.2562380038387716,20,1.0,0.290974143330998,0.06712580034377241,0.9359158863206155,0.32441471571906355
18,1810052,1.0,0,50,2,500,200,-10,1.9134909351894558,1.3368056018949084,0.22102649006622518,110,1.0,0.12862298700907093,0.15216348163161714,0.9567364710437855,0.25752508361204013
19,1910052,1.0,0,50,2,500,200,-10,1.633354969060227,1.6625315461629298,0.4089068825910931,116,1.0,0.23822000017245976,0.21349149203118706,0.9676692470412182,0.4682274247491639
20,2010052,1.0,0,50,2,500,200,-10,2.0485511141696375,1.6016147775251766,0.35362014690451204,20,1.0,0.24695462695631276,0.27656922234141695,0.9625843541220871,0.46153846153846156
21,2110052,1.0,0,50,2,500,200,-10,4.852660348003244,3.592312830705199,0.5151228733459358,17,1.0,0.4980042096186374,0.18883880430220956,0.9607781245756769,0.4916387959866221
22,2210052,1.0,0,50,2,500,200,-10,2.375280586539309,1.8829444126510515,0.2406519654841802,26,1.0,0.2768662250907231,0.35288530855209754,0.9785939135934757,0.4682274247491639
23,2310052,1.0,0,50,2,500,200,-10,1.5997559877474996,2.264069955773772,0.47251461988304094,17,1.0,0.37181392227123344,0.016884309677933203,0.9569899349552815,0.24414715719063546
24,2410052,1.0,0,50,2,500,200,-10,1.5589534839175148,1.7899452774354268,0.49144811858608894,22,1.0,0.21187800533648515,0.14503749568712815,0.9564952688083596,0.3010033444816054
25,2510052,1.0,0,50,2,500,200,-10,1.3402821610883404,1.1590008612447524,0.10256410256410256,6,1.0,0.19704040054116154,0.09741654670605515,0.9202493652780664,0.12040133779264214
26,2610052,1.0,0,50,2,500,200,-10,2.5089119537679143,2.2467039288655415,0.3827014218009479,56,1.0,0.1638284693575464,0.015350392631076902,0.9592981970187913,0.5083612040133779
27,2710052,1.0,0,50,2,500,200,-10,2.342280326717021,2.2857515426722586,0.30900900900900896,123,1.0,0.4015438960080352,0.1661539982932038,0.9678966020642207,0.49498327759197325
28,2810052,1.0,0,50,2,500,200,-10,2.485922984164572,2.7208239770108285,0.09271523178807944,98,1.0,0.29174347945027124,0.27151377261946164,0.9758364660761216,0.46153846153846156
29,2910052,1.0,0,50,2,500,200,-10,1.1509500305641316,1.1562913377728308,0.36979785969084417,76,1.0,0.4506959253928674,0.3226229737353119,0.9743683644908839,0.22408026755852842
0,102,0.0,0,100,2,500,200,-10,2.012749902838587,1.4254672633730103,0.17734447539461473,24,1.0,0.16574796721560572,0.21715657177321418,0.9623431585689071,0.2809364548494983
1,100102,0.0,0,100,2,500,200,-10,2.520354982574538,2.7297717022230414,0.24620390455531455,13,1.0,0.3266341042743488,0.2263528911059977,0.9773007089878369,0.2842809364548495
2,200102,0.0,0,100,2,500,200,-10,1.7669973906579608,2.148903878026769,0.18772893772893773,16,1.0,0.33961550762105996,0.07910308021654146,0.9514451958087268,0.4180602006688963
3,300102,0.0,0,100,2,500,200,-10,2.233261958459734,2.0130339298522393,0.08206429780033843,8,1.0,0.3412783251866358,0.07682465968948463,0.9571073373403224,0.49498327759197325
4,400102,0.0,0,100,2,500,200,-10,1.4646483379375759,1.649573202950701,0.21421421421421427,300,1.0,0.22470508841098252,0.0819722731389702,0.9659561859893967,0.2976588628762542
5,500102,0.0,0,100,2,500,200,-10,0.7598804065356599,0.6097138641100885,0.12950450450450451,10,1.0,0.19367841300852254,0.007805704871283268,0.962270417471057,0.06354515050167224
6,600102,0.0,0,100,2,500,200,-10,1.0050470679623633,0.9584615546441981,0.18533772652388797,25,1.0,0.08787388322185599,0.21220450330091933,0.9594020898393184,0.13712374581939799
7,700102,0.0,0,100,2,500,200,-10,1.4977072758363552,1.897268570705047,0.26605504587155965,63,1.0,0.46859203728670495,0.2350279080096559,0.9757510119019887,0.22408026755852842
8,800102,0.0,0,100,2,500,200,-10,2.4011856203120114,2.4413915006190066,0.12761506276150617,20,1.0,0.3880426230027988,0.22860727999761524,0.9722611973306647,0.7591973244147158
9,900102,0.0,0,100,2,500,200,-10,3.3635320524434387,2.818356034866825,0.13107822410147985,18,1.0,0.34886370268736344,0.10218890794587329,0.9568912868249657,0.4983277591973244
10,1000102,0.0,0,100,2,500,200,-10,2.094436275257067,2.5207590067627343,0.20500481231953813,56,1.0,0.10357057126400193,0.14571849552753818,0.9737846092538638,0.4983277591973244
11,1100102,0.0,0,100,2,500,200,-10,1.3829621812165405,1.5435122715382565,0.09875259875259874,13,1.0,0.2540781189460162,0.09919236165164896,0.9430529239518698,0.23411371237458195
12,1200102,0.0,0,100,2,500,200,-10,4.841900072723637,5.558770456205325,0.14999999999999997,30,0.9666666666666667,0.3790649924503843,0.08265781217901645,0.9609334079585217,0.8695652173913043
13,1300102,0.0,0,100,2,500,200,-10,0.9641243305564317,1.0915704987903985,0.119496855345912,19,1.0,0.2522095659650347,0.13408469026540068,0.9580167563827886,0.11705685618729098
14,1400102,0.0,0,100,2,500,200,-10,2.044359775453498,2.2220458355277377,0.12350597609561757,24,0.9866666666666667,0.12513507308418456,0.1440116047345715,0.9356959573413997,0.6588628762541806
15,1500102,0.0,0,100,2,500,200,-10,1.347093948283134,1.3419119283204708,0.15609264853977844,16,1.0,0.32550382026988817,0.10075527889122601,0.9655067707592592,0.3779264214046823
16,1600102,0.0,0,100,2,500,200,-10,2.380334982327865,4.097845420948738,0.10264227642276431,12,0.9333333333333333,0.28515922643854935,0.13831315121979518,0.940641892824335,0.8996655518394648
17,1700102,0.0,0,100,2,500,200,-10,1.3240005742294099,1.2825900787350664,0.10224948875255624,16,0.77,0.1928360136530893,0.06442714076746907,0.9544047215781828,0.2842809364548495
18,1800102,0.0,0,100,2,500,200,-10,2.832258080149171,3.5559058062283473,0.15114068441064643,26,0.9833333333333333,0.382742245041255,0.37918427754187317,0.9666000087114275,0.8160535117056856
19,1900102,0.0,0,100,2,500,200,-10,0.8285648029375743,0.604818521414441,0.10439560439560444,14,1.0,0.35021634240246335,0.09968665111448499,0.9662158900332086,0.056856187290969896
20,2000102,0.0,0,100,2,500,200,-10,1.0686412771895282,1.3188904620943207,0.10227272727272718,6,1.0,0.40109628029266026,0.1300577955240242,0.9601276099339605,0.2140468227424749
21,2100102,0.0,0,100,2,500,200,-10,2.9669962166417294,3.454899613628482,0.14866204162537164,14,1.0,0.2664457461582373,0.16382356013013544,0.9664081403297627,0.6521739130434783
22,2200102,0.0,0,100,2,500,200,-10,2.663942213626274,4.325668040404009,0.09723643807574206,21,0.9766666666666667,0.44618440332316006,0.29184654339166183,0.9697033431708151,0.6321070234113713
23,2300102,0.0,0,100,2,500,200,-10,2.5379916279196038,5.36054633118286,0.17499999999999996,28,1.0,0.2505415218678833,0.17710231119281097,0.9477488628308338,0.903010033444816
24,2400102,0.0,0,100,2,500,200,-10,1.3509780011942378,1.1856064779078603,0.19303797468354428,23,1.0,0.3839844814750902,0.08908904457031656,0.9833720016195865,0.2608695652173913
25,2500102,0.0,0,100,2,500,200,-10,1.0514933984265575,1.2056062921462034,0.07075471698113207,4,1.0,0.2675746448000716,0.11866658113560453,0.9635973237092559,0.17725752508361203
26,2600102,0.0,0,100,2,500,200,-10,1.3081066479864745,1.4841236755772897,0.11758793969849249,19,1.0,0.36720780048028767,0.009110086079134364,0.9704598455068973,0.14715719063545152
27,2700102,0.0,0,100,2,500,200,-10,1.9160978480937187,2.878939899783451,0.10176531671858773,25,0.92,0.2575750826972399,0.0497418665130252,0.9613348506522562,0.5551839464882943
28,2800102,0.0,0,100,2,500,200,-10,2.1525209423595237,2.1602562939103565,0.17933130699088148,43,1.0,0.3202114210316472,0.15315555544826603,0.9630642573714356,0.45819397993311034
29,2900102,0.0,0,100,2,500,200,-10,2.1067575065632598,2.9590337249028793,0.10969116080937179,30,0.22666666666666666,0.33279377687149375,0.18814248622361018,0.9438882674627623,0.6722408026755853
0,2102,0.2,0,100,2,500,200,-10,6.014326643320145,5.447564184065722,0.14783427495291904,29,1.0,0.16286728130282124,0.3034788940283361,0.971036280140982,0.7993311036789298
1,102102,0.2,0,100,2,500,200,-10,4.000459973048295,4.1601186557311784,0.13368421052631582,10,0.9933333333333333,0.343848148845225,0.05926056872070693,0.9563999061818941,0.6755852842809364
2,202102,0.2,0,100,2,500,200,-10,1.7924578834984466,1.7632400885064694,0.10507246376811598,12,1.0,0.34222718104940647,0.1289679667428363,0.9621890026277444,0.3411371237458194
3,302102,0.2,0,100,2,500,200,-10,1.9004565684356898,1.7240457348397464,0.13079299691040153,9,1.0,0.2349787691952686,0.20911421911297887,0.9711483707368487,0.34448160535117056
4,402102,0.2,0,100,2,500,200,-10,1.845752886341618,2.1935507372752414,0.23487903225806447,36,1.0,0.3257463279776754,0.14113491022254857,0.9694557274689951,0.41471571906354515
5,502102,0.2,0,100,2,500,200,-10,2.598808235128291,2.1456294958603137,0.22254901960784315,22,1.0,0.40580412959820744,0.2583806865892916,0.9782990314963755,0.45484949832775917
6,602102,0.2,0,100,2,500,200,-10,2.536134688086782,4.346287712032425,0.17547568710359404,300,0.96,0.24000677256775116,0.2341363278462981,0.9661278351776027,0.8160535117056856
7,702102,0.2,0,100,2,500,200,-10,1.559511879775885,1.549702645341545,0.14951456310679617,10,1.0,0.23967154186873826,0.0834311272061418,0.9361419861161987,0.32441471571906355
8,802102,0.2,0,100,2,500,200,-10,0.8938467388078031,1.0790271516244156,0.13999999999999993,15,1.0,0.14625445436731946,0.056749770315556974,0.9438417695778555,0.10367892976588629
9,902102,0.2,0,100,2,500,200,-10,1.561939140913489,1.555633345075878,0.2580943570767807,38,1.0,0.4851573827316412,0.36247752995286925,0.9782800209849853,0.12374581939799331
10,1002102,0.2,0,100,2,500,200,-10,2.0969318297905852,2.1124771630782364,0.26918671248568155,27,1.0,0.25106939328754135,0.0325388085774671,0.9569247412059942,0.3277591973244147
11,1102102,0.2,0,100,2,500,200,-10,1.478546514736454,1.731930455945453,0.16201117318435754,13,1.0,0.1979404717875464,0.001487801919567187,0.9524901383061626,0.34448160535117056
12,1202102,0.2,0,100,2,500,200,-10,4.016641094462352,4.003790821746856,0.17951219512195127,29,0.9466666666666667,0.4088766350378236,0.1031520609221963,0.9505684643751449,0.8561872909698997
13,1302102,0.2,0,100,2,500,200,-10,1.8114236929312035,1.8621520219239431,0.1156126482213439,20,1.0,0.24592460978059247,0.20614768668579372,0.9583729381318715,0.2408026755852843
14,1402102,0.2,0,100,2,500,200,-10,1.018835889584772,0.8436622231178219,0.09652509652509653,17,1.0,0.36030613004765616,0.11598286950044541,0.955657688341317,0.0903010033444816
15,1502102,0.2,0,100,2,500,200,-10,1.8558946285544102,1.688500119433493,0.11035267349260526,10,1.0,0.24717315877784876,0.14977051580118783,0.9495679876582804,0.4280936454849498
16,1602102,0.2,0,100,2,500,200,-10,1.2100524375916368,1.3123052441573464,0.146092865232163,22,1.0,0.21987004964915385,0.2559250181474802,0.9599451049561678,0.3411371237458194
17,1702102,0.2,0,100,2,500,200,-10,1.6529222375529824,2.1965172149643584,0.19408866995073895,18,1.0,0.4911171875625979,0.10891162795770203,0.976159008346835,0.19063545150501673
18,1802102,0.2,0,100,2,500,200,-10,1.594010525909389,1.6199968876555642,0.18199608610567522,1,1.0,0.2705034697339946,0.19180321819860713,0.9631146183242807,0.3277591973244147
19,1902102,0.2,0,100,2,500,200,-10,1.1699913470228807,1.1142776247483557,0.17516843118383063,15,1.0,0.30949508621322097,0.08551863661616768,0.9577355391076922,0.12374581939799331
20,2002102,0.2,0,100,2,500,200,-10,0.7540006115040825,0.6433648239102974,0.15818686401480106,29,1.0,0.19114959123170303,-0.0768489245243771,0.9427288337529386,0.056856187290969896
21,2102102,0.2,0,100,2,500,200,-10,2.1887996480432723,1.8599241978507692,0.22303664921465965,34,1.0,0.2089290250253222,0.17289933163585064,0.9558752193785373,0.44816053511705684
22,2202102,0.2,0,100,2,500,200,-10,1.5835557740511452,0.9844176379686334,0.1203791469194313,17,1.0,0.1557597965332465,-0.014070100276552625,0.9400844336367785,0.24749163879598662
23,2302102,0.2,0,100,2,500,200,-10,0.8684676006249388,1.0074531150428145,0.21023965141612197,3,1.0,0.3132526399002042,0.0976904732706682,0.9626426380190557,0.10367892976588629
24,2402102,0.2,0,100,2,500,200,-10,1.61027043295347,1.7889488324464937,0.12685714285714278,123,1.0,0.353154645294333,-0.0075401102628030936,0.9568993735046643,0.451505016722408
25,2502102,0.2,0,100,2,500,200,-10,5.26226376624281,6.686533283433303,0.34765625000000006,93,1.0,0.26087668219602544,0.18134417584782628,0.9439023076043486,0.7926421404682275
26,2602102,0.2,0,100,2,500,200,-10,0.7582685325659043,0.8722692831707328,0.09953488372093026,15,1.0,0.08490813893663597,0.024144510456369773,0.941122960849203,0.04013377926421405
27,2702102,0.2,0,100,2,500,200,-10,1.7770675287219102,1.811605536712824,0.13893510815307822,15,1.0,0.3029966141470179,-0.015417846668052296,0.9494164430829687,0.16387959866220736
28,2802102,0.2,0,100,2,500,200,-10,1.2711752430362477,1.073826883779348,0.18191377497371186,16,1.0,0.16648117206108898,0.12036925284268772,0.9599685425554325,0.0903010033444816
29,2902102,0.2,0,100,2,500,200,-10,2.028586234773816,2.1599926072655715,0.09803921568627451,53,1.0,0.24876832075512303,0.0961596243717373,0.9489624129250428,0.32441471571906355
0,4102,0.4,0,100,2,500,200,-10,3.267585961264906,2.84396173387572,0.2183316168898042,13,1.0,0.3325721920741842,0.28977221765672895,0.9698031058751048,0.35785953177257523
1,104102,0.4,0,100,2,500,200,-10,3.583066230072527,3.2478861462602064,0.10995260663507103,23,1.0,0.35744195379973326,0.20475000264551915,0.9731601083720832,0.6120401337792643
2,204102,0.4,0,100,2,500,200,-10,2.04469392204257,2.5782108901366656,0.21877934272300467,42,1.0,0.1906819405279632,0.0013396394698198773,0.9577677993755694,0.5150501672240803
3,304102,0.4,0,100,2,500,200,-10,2.777794535418693,4.2912365630604015,0.12100677637947725,15,1.0,0.4493001983622093,0.1330958665635638,0.973810380400895,0.7658862876254181
4,404102,0.4,0,100,2,500,200,-10,1.856001168699161,1.8753881215884454,0.14124293785310735,30,1.0,0.3754619861453858,0.0756467179846003,0.9490529308174559,0.5117056856187291
5,504102,0.4,0,100,2,500,200,-10,1.0701087355635932,1.085413797528316,0.2244897959183674,7,1.0,0.530855582075575,0.11970121549592076,0.9665850280754696,0.22408026755852842
6,604102,0.4,0,100,2,500,200,-10,2.4754559131141796,3.851652367757545,0.21744471744471747,27,1.0,0.39807356954258255,0.26010277141979143,0.9764935243078395,0.7926421404682275
7,704102,0.4,0,100,2,500,200,-10,2.6711169249649203,2.5361056959789585,0.17279821627647715,8,1.0,0.25617039138705217,0.08335721058979711,0.960187077821144,0.5886287625418061
8,804102,0.4,0,100,2,500,200,-10,1.1405762392075989,1.1921072804898243,0.15290519877675843,39,1.0,0.31818440503043954,0.07927245716024697,0.9626382304335337,0.13043478260869565
9,904102,0.4,0,100,2,500,200,-10,3.575493298292831,3.2323284115065554,0.3465634075508228,5,1.0,0.3026020986350427,0.021690285102989936,0.9423699918652095,0.6755852842809364
10,1004102,0.4,0,100,2,500,200,-10,1.5711982331965229,1.454276259672467,0.13536201469045112,13,1.0,0.16282199376691886,0.10370470528125207,0.9722869368749245,0.3010033444816054
11,1104102,0.4,0,100,2,500,200,-10,1.3393201843414335,1.5572274600009612,0.11398963730569948,3,1.0,0.2506611336202273,0.047151587148507784,0.9441954931659123,0.1505016722408027
12,1204102,0.4,0,100,2,500,200,-10,4.027061987646804,3.656981633657839,0.27782805429864255,12,1.0,0.31864429259170596,0.25092326356021744,0.9703665012587809,0.7692307692307693
13,1304102,0.4,0,100,2,500,200,-10,1.8924893399395677,1.6942723802569448,0.3421342134213422,10,1.0,0.25453989915713493,0.1234571231556179,0.967581199314488,0.4682274247491639
14,1404102,0.4,0,100,2,500,200,-10,5.3452896712399705,7.181638859727907,0.2372567191844301,34,1.0,0.280285224939549,0.20960055680577683,0.973647879280923,0.7959866220735786
15,1504102,0.4,0,100,2,500,200,-10,1.6912675432082453,1.9145243436689616,0.1936444885799404,300,0.8966666666666666,0.20910492427783411,-0.07993226578803785,0.9313610099782934,0.5284280936454849
16,1604102,0.4,0,100,2,500,200,-10,2.1743534044939783,2.1538246221623942,0.10564010743061769,14,1.0,0.268862965436305,0.10863700611316542,0.9517498345730159,0.4782608695652174
17,1704102,0.4,0,100,2,500,200,-10,1.5832018445551328,1.326670310558235,0.16819221967963388,4,1.0,0.3041719123670405,0.2203406861953524,0.9620316173367066,0.36454849498327757
18,1804102,0.4,0,100,2,500,200,-10,1.4439605810703187,1.5862713371829007,0.22100656455142234,12,1.0,0.3427662904599485,0.07751132813537744,0.9747937395209159,0.20735785953177258
19,1904102,0.4,0,100,2,500,200,-10,1.7049235316494096,2.0285278268113105,0.11791383219954654,6,1.0,0.34527103521001284,-0.04042993112648869,0.9450879267682687,0.43478260869565216
20,2004102,0.4,0,100,2,500,200,-10,0.778591475562439,0.4236571859698379,0.12929475587703435,7,1.0,0.6128915015917243,0.23631454840918492,0.9751164630607632,0.026755852842809364
21,2104102,0.4,0,100,2,500,200,-10,6.071986181687979,6.627916576976024,0.23908296943231433,77,1.0,0.2997252965123032,0.18231574235852233,0.966688535939668,0.959866220735786
22,2204102,0.4,0,100,2,500,200,-10,0.9254651096840241,0.9047370190228704,0.10601427115188575,8,1.0,0.3368630598492572,0.09273821474065748,0.9633155259121998,0.016722408026755852
23,2304102,0.4,0,100,2,500,200,-10,3.002482542373092,2.7313035984268166,0.29960707269155207,52,1.0,0.2271650371733596,0.2706850649554064,0.9709346036765106,0.44816053511705684
24,2404102,0.4,0,100,2,500,200,-10,0.8427725415040488,1.327547240026115,0.271523178807947,275,1.0,0.37696703307531454,0.2149728987080419,0.9764820308081739,0.10702341137123746
