hft_frac,metric,group_best_mean,group_worst_mean,difference,U_stat,p_value,significant_5pct,n_best,n_worst
0.2,recovery_time,58.46,34.75,-23.71,28728.5,0.9999999999999787,False,200,200
0.2,max_drawdown,0.16143040655326948,0.2544179957041739,0.09298758915090441,11514.0,1.0720414747715321e-13,True,200,200
0.2,stabilization_gap,0.007369919542247933,-0.03791028576960449,-0.04528020531185242,22631.0,0.9885800621911882,False,200,200
0.4,recovery_time,48.915,42.87,-6.045000000000002,25090.5,0.9999947018841633,False,200,200
0.4,max_drawdown,0.17528280032717233,0.33199390050280636,0.15671110017563403,9137.0,2.848310279701647e-21,True,200,200
0.4,stabilization_gap,0.007300234495441891,-0.026235643412275435,-0.033535877907717324,20877.0,0.7760704756475114,False,200,200
