hft_frac,info_lag,book_volume,metric,n_boot,n_base,n_delay,n_thin_book,n_combined,interaction_point,interaction_boot_mean,ci_low,ci_high,p_two_sided,ci_excludes_zero,positive_point
0.2,1,300,acf_abs_ret_1,1000,30,30,30,30,0.027754539285204216,0.02937385184465836,-0.04719983759475947,0.10931669981803536,0.456,False,True
0.2,1,300,acf_abs_ret_5,1000,30,30,30,30,0.05350964683304793,0.05289006045405951,-0.023621433453466286,0.12067481958932207,0.15,False,True
0.2,1,300,vol_persistence,1000,30,30,30,30,0.0031094228201645757,0.0029376599063727733,-0.004705874946242927,0.011000491587194856,0.464,False,True
0.2,1,300,high_vol_cluster_share,1000,30,30,30,30,-0.024749163879598635,-0.028620066889632107,-0.20022575250836103,0.13648829431438103,0.78,False,False
0.2,1,300,vol_ratio,1000,30,30,30,30,-0.2742001387968438,-0.2689196271494329,-1.1090735218091576,0.5818937757327451,0.582,False,False
0.2,1,600,acf_abs_ret_1,1000,30,30,30,30,-0.004932724746043171,-0.007268127307010961,-0.0942147553871166,0.07663524508454153,0.872,False,False
0.2,1,600,acf_abs_ret_5,1000,30,30,30,30,0.02135610001196414,0.020063347774707495,-0.05902253238559505,0.09385830182965162,0.624,False,True
0.2,1,600,vol_persistence,1000,30,30,30,30,0.004054412957699038,0.004187867163032422,-0.004415661272968083,0.012482205423271242,0.346,False,True
0.2,1,600,high_vol_cluster_share,1000,30,30,30,30,-0.1375696767001115,-0.13964659977703456,-0.3075111482720179,0.030005574136008847,0.1,False,False
0.2,1,600,vol_ratio,1000,30,30,30,30,-0.6481318338933839,-0.6472833823018358,-1.6548942815941088,0.3058011598700163,0.19,False,False
0.2,1,1000,acf_abs_ret_1,1000,30,30,30,30,0.020847350158037348,0.01920364569879058,-0.055769527919448565,0.09861118839289024,0.678,False,True
0.2,1,1000,acf_abs_ret_5,1000,30,30,30,30,0.0655780841805304,0.0655019199529719,-0.005441743500172844,0.14246666128614613,0.072,False,True
0.2,1,1000,vol_persistence,1000,30,30,30,30,0.00320348978586793,0.00319608136427024,-0.0051773612883291385,0.012085856301066959,0.46,False,True
0.2,1,1000,high_vol_cluster_share,1000,30,30,30,30,0.020178372352285423,0.02315707915273135,-0.16124581939799323,0.2048467112597545,0.83,False,True
0.2,1,1000,vol_ratio,1000,30,30,30,30,0.016155921802048834,0.009837127192498742,-1.0705170626701777,1.0838025737881767,0.998,False,True
0.2,3,300,acf_abs_ret_1,1000,30,30,30,30,0.032063222237720956,0.03182153204543964,-0.047306510325975944,0.10701981870940809,0.416,False,True
