fast_share,front_running,run,vol_ratio,spread_ratio,max_drawdown,mm_panic_ratio,equity_gap
0.7,True,21,1.1003217789339017,1.3909151805380977,0.1118077324973877,0.0,0.5402418244341451
0.7,True,22,1.0284148366076982,1.058001378757342,0.10099999999999994,0.0,-0.5465408135168618
0.7,True,23,1.0725908198095833,1.153970451354302,0.09536541889483069,0.0,0.5634487816851774
0.7,True,24,1.4144276634403539,1.3684020810522737,0.09023941068139961,0.0,0.16983480985044686
0.7,True,25,1.1037752606830524,1.6140215643621518,0.1157455683003129,0.0,0.51713035457366
0.7,True,26,1.381034948419458,1.4679100689556146,0.09272727272727276,0.0,20.133319126501103
0.7,True,27,1.2977211182849349,1.1965618759976981,0.10435663627152986,0.0,-0.3801180222486137
0.7,True,28,0.9082977306324658,1.3085742725406235,0.18280632411067194,0.5766666666666667,0.7488199446756197
0.7,True,29,0.9272108657526693,0.9684013492215126,0.096078431372549,0.0,0.05538352554988273
0.8,True,0,1.140030790320785,1.4671564551194303,0.11007025761124127,1.0,1.3125879235770161
0.8,True,1,1.4128270508499907,1.2316992915048202,0.09716599190283395,0.0,-0.5395182375081178
0.8,True,2,1.3401398321994096,1.4782526685400923,0.11955307262569835,0.5366666666666666,-0.2928418011663128
0.8,True,3,1.0169772814060725,1.4102031017895225,0.11926605504587146,0.0,-0.12240577900200371
0.8,True,4,1.283618833940761,1.0407086448603202,0.16623600344530576,0.0,0.848264936447904
0.8,True,5,0.9970278326892125,0.894114025380011,0.1065662002152853,1.0,0.09802291868063318
0.8,True,6,1.1353630916170065,1.4289960835782676,0.09500959692898278,0.0,-0.6369390058385369
0.8,True,7,1.3784376864930217,1.3363367161764645,0.13988657844990546,0.0,0.7836452272157114
0.8,True,8,0.9669259176527285,1.067022460494735,0.12060301507537688,0.0,0.41125722186503705
0.8,True,9,1.2057311084109976,0.9734898460806288,0.10264900662251653,0.0,-1.5135840599261718
0.8,True,10,1.3253846652742072,1.0864454176193579,0.1145728643216081,0.0,-1.029998277699717
0.8,True,11,1.256529602200229,1.2096193709068417,0.09157509157509157,0.0,0.5545847800775355
0.8,True,12,1.3540115961595873,1.9078582935604027,0.1155080213903743,1.0,14.098567366480168
0.8,True,13,1.2192288942549412,1.518164046550607,0.11700975081256769,1.0,-2.490163111730207
0.8,True,14,1.7323202297312945,1.5441993812576793,0.11753371868978808,0.0,0.06631508293142384
0.8,True,15,0.8506227641723174,1.157627316484296,0.11738148984198636,0.0,5.9621977326376525
0.8,True,16,0.9209766534792172,0.7464895277181188,0.0891590678824721,0.0,-0.2083632254633168
0.8,True,17,1.5920528916585668,1.848207988342299,0.1932234432234433,0.3566666666666667,0.6401445499796825
0.8,True,18,1.1360649414820752,1.3135654498838647,0.1013039117352057,0.0,-0.7101746008729193
0.8,True,19,0.9963475089728477,0.7715099432262535,0.14322916666666666,0.0,0.5048985731765601
0.8,True,20,1.5494539145463948,1.66932977702858,0.1264591439688716,0.0,-0.07362772473440343
0.8,True,21,1.2505701845438677,1.0186520010927111,0.08990825688073392,0.0,0.1973618921071485
0.8,True,22,1.1928772764768767,1.1595858824450733,0.09913378248315699,0.0,-0.07261905502813348
0.8,True,23,0.9971541083267872,1.1428083325832556,0.10749185667752434,0.0,0.06862540146100563
0.8,True,24,1.0541797882714217,0.7887247855833882,0.1296121097445601,0.0,-0.3466160447417611
0.8,True,25,1.208150534654197,1.1287732663721173,0.09299999999999997,0.0,-0.570426698684173
0.8,True,26,1.3347140353949891,1.034905335557552,0.09878844361602977,0.0,-0.6281322661435599
0.8,True,27,1.0136570325552638,0.9940189074167047,0.10123966942148757,0.0,2.265139782768514
0.8,True,28,1.1575903569367827,1.0975433528056417,0.10073452256033573,0.0,0.025155950163397132
0.8,True,29,1.3012412947096759,1.2292158769775612,0.10987903225806457,0.0,2.5493098511449075
0.9,True,0,1.0143442662039313,1.152761814075203,0.08893093661305587,0.0,0.0936330235894857
0.9,True,1,1.4589936131166115,1.3430043432708203,0.09751243781094525,0.0,0.1234713308127563
0.9,True,2,1.2375368485895242,1.0936740513368601,0.08502772643253237,0.0,-0.5060706690066903
0.9,True,3,1.250713255250339,0.9568023468217177,0.1271617497456765,0.0,-0.33515379199848333
0.9,True,4,1.070514597837188,1.4503324380826577,0.10883620689655167,0.0,0.1981980874271121
0.9,True,5,1.3369660293726897,1.2291702678781005,0.09325396825396817,0.0,0.3734417460001466
0.9,True,6,1.1559982369380657,1.491699332895676,0.10449218750000003,0.0,-0.2209390581791203
0.9,True,7,1.1037991464576802,1.2325067384002057,0.10443037974683536,0.0,-0.09021223679684465
0.9,True,8,1.0612463470316287,1.248401309340431,0.09505703422053231,0.0,0.18195240496078324
0.9,True,9,1.0324910143991364,1.288347370094809,0.0962099125364432,0.0,0.8102334284883838
0.9,True,10,0.9095044086118463,0.9537991629444637,0.08719851576994427,0.0,-0.10771820729595566
0.9,True,11,1.3593002056109762,1.245360878883912,0.1114754098360656,0.0,-0.8160959987249212
0.9,True,12,0.9230540624406806,1.059046318320485,0.09189189189189191,0.0,1.5605406770442505
0.9,True,13,1.3439354327694366,1.4476376005191196,0.11282051282051282,0.0,1.562825250581931
0.9,True,14,0.8281679163524944,0.8549341646871726,0.12955465587044532,0.0,0.42410653307237506
