hft_frac,lag,run,vol_ratio,spread_ratio,max_drawdown,recovery_time,mm_panic_ratio
0.0,0,24,1.878253099173117,1.8464592487238307,0.1051478641840087,14,1.0
0.0,0,25,2.5919345624409917,2.3788005182293794,0.18269230769230768,11,1.0
0.0,0,26,1.3711101965278747,2.0365866213496795,0.1348435814455232,28,0.9233333333333333
0.0,0,27,1.0178839756095657,1.272947118064945,0.25090252707581223,44,1.0
0.0,0,28,2.280167870461748,1.8100018359103767,0.13804004214963128,12,1.0
0.0,0,29,1.3701606436133171,1.482062405621639,0.12151616499442593,9,1.0
0.1,0,0,2.028731504745774,1.9133886085117433,0.1669941060903733,25,0.9666666666666667
0.1,0,1,2.80848692333529,3.024061124061823,0.17057169634489225,25,0.97
0.1,0,2,1.2279369160487468,1.2304811845122703,0.10179076343072571,22,1.0
0.1,0,3,1.7729371237435079,1.9942574499932133,0.1756007393715342,49,1.0
0.1,0,4,2.8519807004519704,2.2210240610598593,0.186046511627907,17,1.0
0.1,0,5,3.4375990670127594,4.834365026523498,0.10967741935483877,19,0.9633333333333334
0.1,0,6,1.9331488114224498,1.9585900106835865,0.11572700296735894,8,0.13
0.1,0,7,2.478839900538178,1.7234105184253294,0.11233701103309933,21,1.0
0.1,0,8,2.568293870753723,2.5465234508748544,0.18071161048689136,24,1.0
0.1,0,9,1.8723844968908245,1.8527287930954366,0.191449814126394,26,1.0
0.1,0,10,1.6605867595165804,2.0476210683444904,0.11799999999999997,11,0.24666666666666667
0.1,0,11,2.928647994132901,5.325050175148838,0.10236220472440936,48,0.88
0.1,0,12,1.9200903483447487,1.988438819056399,0.1332633788037776,15,1.0
0.1,0,13,1.303715609368141,1.4184606553873604,0.12459371614301191,23,0.6066666666666667
0.1,0,14,3.1525707000820504,2.995263230284862,0.12526096033402923,21,0.9366666666666666
0.1,0,15,1.9040478189155599,1.5934029169278054,0.13207547169811318,10,1.0
0.1,0,16,2.7191000167847146,2.310945700267867,0.09637404580152667,30,0.8666666666666667
0.1,0,17,1.4860162106771388,0.9490995183969365,0.2733333333333334,300,1.0
0.1,0,18,2.012054301193822,4.006765289743818,0.16717948717948716,18,0.08666666666666667
0.1,0,19,1.7064913463197446,1.9078838812694636,0.12095032397408195,28,0.91
0.1,0,20,4.0578927597584205,3.9632991725633393,0.1919191919191919,19,1.0
0.1,0,21,2.3158996271239873,2.5000945311840876,0.2389046270066101,20,1.0
0.1,0,22,0.5214708823973421,0.4088797322716101,0.1757469244288225,64,1.0
0.1,0,23,1.6209657857247772,2.0205070774055325,0.10140562248995978,8,1.0
0.1,0,24,2.621106181400107,2.7341194039969117,0.1585820895522388,21,0.9133333333333333
0.1,0,25,2.099711756093562,2.826790226933507,0.1111111111111111,23,1.0
0.1,0,26,1.1608408331369555,0.9701925409667413,0.08691674290942361,4,1.0
0.1,0,27,1.8043413989759167,3.3321676173401524,0.11284916201117312,3,1.0
0.1,0,28,2.7977322088547596,3.3863443281266505,0.19105312208760486,21,1.0
0.1,0,29,4.206428194531253,3.3528854455136585,0.20288362512873315,16,0.95
0.2,0,0,1.9293297986210598,1.6512706553493495,0.10650887573964507,31,0.83
0.2,0,1,1.9595303449683072,1.4641704489700387,0.1761363636363636,9,1.0
0.2,0,2,2.0026364511663126,2.056168413908862,0.097856477166822,22,0.9933333333333333
0.2,0,3,1.267373544047151,1.4191029921488063,0.1652977412731007,15,1.0
0.2,0,4,3.1940779364067913,4.368251454926165,0.1620046620046619,8,1.0
0.2,0,5,2.2237481079750125,2.3666247453119684,0.17378917378917377,300,1.0
0.2,0,6,1.8018413173351315,1.8204353233919364,0.20079920079920074,9,1.0
0.2,0,7,1.264733254313492,1.397302145001571,0.11428571428571425,13,1.0
0.2,0,8,5.969508555654443,5.995370474213865,0.2505197505197506,36,1.0
0.2,0,9,1.6489075133913393,1.4357290351667698,0.18084066471163246,25,1.0
0.2,0,10,2.14870373461985,1.4597620195554533,0.17630057803468205,17,1.0
0.2,0,11,1.9558241359738642,2.7997661656912096,0.2114337568058076,38,1.0
0.2,0,12,3.6945538527658734,2.6947681018237195,0.1926147704590818,16,1.0
0.2,0,13,2.563653431789865,2.826624384876754,0.20419847328244267,35,1.0
0.2,0,14,0.8763614538754891,0.9374894863564317,0.09920634920634921,9,1.0
0.2,0,15,3.6230216648393214,4.955916521687919,0.11558854718981963,11,1.0
0.2,0,16,1.0249075668681789,1.1325464102707616,0.12473794549266252,23,0.0
0.2,0,17,2.4012068563986158,2.5700922336392016,0.12462006079027352,32,0.9166666666666666
0.2,0,18,3.2975717336239985,3.382261148734815,0.15769593956562797,141,1.0
0.2,0,19,1.0053885184094618,1.0713382112123693,0.12402234636871502,2,1.0
0.2,0,20,2.183185120213509,2.2828250818190656,0.16069600818833166,116,0.9233333333333333
0.2,0,21,1.2344821488636422,1.4383304631121876,0.09279279279279276,19,1.0
0.2,0,22,0.7644335954486055,0.7568046904745296,0.15408805031446543,16,0.08333333333333333
0.2,0,23,1.520213558982873,1.312245036502713,0.24229979466119103,32,1.0
