hft_frac,run,diff_vol_ratio,diff_spread_ratio,diff_max_drawdown,diff_recovery_time,diff_mm_panic_ratio,diff_total_executed_volume,diff_post_volume,diff_volume_per_tick,diff_realized_vol_per_volume,diff_n_ticks
0.4,33,-0.3612537583484139,-0.3209931678798883,-0.04859138955677533,-80.0,0.0,14.0,-6.0,0.05731462925851716,-6.624638728140167e-05,-1.0
0.4,34,-2.9184304742934533,-3.4924946995425503,-0.1848968489684897,-50.0,0.0,0.0,-25.0,-1.8476845878136192,-0.0005772119259638997,58.0
0.4,35,-0.21538283346196518,-0.11636581786620215,-0.08565609569139182,-299.0,0.0,9.0,5.0,-0.26501375245579517,-5.467036041817557e-05,9.0
0.4,36,1.0100491323928882,-0.27991942617851073,-0.01949529288702928,4.0,0.0,23.0,-6.0,-0.02333864541832753,7.437559495487059e-05,2.0
0.4,37,0.3512154489709456,-0.031172799057233025,0.010991532504458335,-2.0,0.0,20.0,-14.0,0.537586776859504,8.427131224335093e-05,-16.0
0.4,38,0.07397834776417334,0.29275418310444734,0.05945447805762066,33.0,0.0,11.0,-7.0,-0.33664062499999936,3.981520552464088e-05,12.0
0.4,39,3.6510044922419906,3.284205986066328,0.1752175970864051,-1.0,0.0,24.0,3.0,1.7072605790645863,0.0008279181447410867,-51.0
0.4,40,-0.07057479649469145,0.015075498520989106,-0.04723320158102759,14.0,0.0,10.0,-23.0,0.6874339622641514,-7.354712508411253e-05,-23.0
0.4,41,-2.540398473835812,-3.3660779816996516,-0.10741783946044989,1.0,0.0,7.0,-14.0,-1.8018584070796457,-0.0004952199815962188,65.0
0.4,42,0.16567819497227787,0.2624937068008688,-0.09377755283437633,-1.0,0.0,18.0,1.0,0.7147782426778253,1.61090985778857e-05,-22.0
0.4,43,-0.344060799170989,-0.7224925324329667,-0.05037907511588702,50.0,0.0,16.0,-15.0,-0.060230616302186846,-9.143265963722656e-05,3.0
0.4,44,1.1153568621735888,1.0984216689710116,0.040491433979357505,2.0,0.0,1.0,-26.0,-0.3356203522504888,0.00010646548472202533,11.0
0.4,45,0.2678520762425258,0.14069629552535445,-0.0013705806388732283,-142.0,0.0,17.0,-4.0,0.47474074074074046,6.812219130307231e-05,-14.0
0.4,46,0.6186656413977312,0.6393051247075793,0.016971040598586673,-4.0,0.0,0.0,-17.0,0.3478032786885237,0.00018824434437808143,-12.0
0.4,47,0.014807227229143183,-0.13504238072782582,-0.1448764103213511,2.0,0.0,8.0,-25.0,0.3719591002044993,-5.584833279820159e-05,-11.0
0.4,48,0.29469138516730986,0.24389123939197566,-0.10817583290765645,4.0,0.0,1.0,-39.0,-0.06599203187251135,-1.5681802968802263e-05,2.0
0.4,49,-3.3061361289299036,-1.4504573279935782,-0.1160337552742616,-2.0,0.0,2.0,-22.0,-0.26674263261296716,-0.000388236172298022,9.0
0.6,0,0.696374635396485,0.8013310356529284,0.04950365726227793,29.0,0.0,14.0,-22.0,1.4981403508771916,8.769339176351845e-05,-44.0
0.6,1,-1.5209115495816232,-1.4309558245561333,0.034922443964855415,13.0,0.0,0.0,-57.0,-1.8344380610412898,-0.00018179434832345833,57.0
0.6,2,0.8032727530583981,-0.00686087119088441,0.002859838508179141,-1.0,0.0,0.0,-30.0,4.415196930946292,0.00011654254442774851,-109.0
0.6,3,-0.1775822165671228,-0.8361484833290086,-0.02707561889720797,-84.0,0.0,13.0,-12.0,-0.6926756238003833,-0.00011397931272075229,21.0
0.6,4,0.9425222449439385,1.8549904107046487,0.13377718130224647,-49.0,0.0,11.0,-1.0,0.8543396226415112,0.0005790423276096806,-23.0
0.6,5,0.38529254851519634,1.3100581339502555,0.009400886620216209,32.0,0.0,1.0,-21.0,0.9067341772151885,7.998191501791085e-05,-26.0
0.6,6,-0.42704787108596975,-0.2811251043982882,-0.07849662975445343,-168.0,0.0,9.0,-18.0,-0.9181132075471687,-8.721112940370513e-05,30.0
0.6,7,0.44322418099473904,-0.09994835725703055,-0.010176080995940917,-3.0,0.0,26.0,-4.0,-0.6067356321839075,3.026224954595961e-05,22.0
0.6,8,-0.08260961650364984,1.2205627694946786,0.03456139609119835,42.0,0.0,7.0,-19.0,0.8745953878406709,7.714008996670331e-05,-23.0
0.6,9,1.7297030083005458,2.6915978810177625,-0.016898826979472162,2.0,0.0,38.0,-6.0,0.9748101265822804,2.605391528468263e-05,-26.0
0.6,10,-1.9893564655698124,-1.0726209176198567,0.0009451648027274107,-5.0,0.0,16.0,-20.0,-0.608216216216217,-0.00018425642344533716,18.0
0.6,11,-0.7809501553411027,-0.49249533881888663,-0.0617494320025965,-8.0,0.0,9.0,-25.0,-0.8870131826741989,-0.0001606100164909181,31.0
0.6,12,0.27780827593718593,0.15123749179753854,0.028078283945157045,-3.0,0.0,5.0,-68.0,0.4483696098562646,8.6914847934521e-05,-13.0
0.6,13,0.9995657569527603,0.8816888027950895,0.08292474903422087,0.0,0.0,21.0,-12.0,-0.1257029702970307,0.0004028445642037676,5.0
0.6,14,-1.863265909381666,-1.219410096208744,-0.11066995073891625,-1.0,0.0,16.0,-18.0,-1.3265782688766095,-0.00041677694788947535,43.0
0.6,15,-5.688414563695991,-5.7512597755268615,-0.19855281848044842,-24.0,0.0,6.0,-16.0,-1.4245239852398512,-0.0006686404515822674,42.0
0.6,16,-0.3160134718729447,-0.2943101861269779,0.12364015064947623,-212.0,0.0,11.0,-14.0,-0.15580198019802083,-7.882307295370021e-05,5.0
0.6,17,1.93353911809084,2.460962137725971,0.17225536845033806,219.0,0.0,10.0,-6.0,1.163304721030043,0.00036380102233866344,-34.0
0.6,18,-2.506656945713175,-2.1429447583391363,-0.17483759040339297,-3.0,0.0,5.0,-11.0,-0.894756143667296,-0.00039450167007825895,29.0
0.6,19,-0.05706969571354836,-0.010023477981743856,-0.0018984231920310402,-1.0,0.0,1.0,-26.0,0.0020000000000024443,-2.3392175494601824e-06,0.0
0.6,20,-0.44769023584688394,-0.1326189703752214,-0.0434689848776032,24.0,0.0,2.0,-21.0,0.4311047227926057,-0.00012722507954645635,-13.0
0.6,21,0.00117276876503003,0.0038492445846338708,-0.08085612662191397,-27.0,0.0,0.0,-31.0,0.0,8.066925449853402e-07,0.0
0.6,22,1.7037723037311618,2.2251035985712004,0.0231159556474346,5.0,0.0,8.0,-28.0,0.9982857142857142,0.0001813062592542216,-24.0
0.6,23,1.9976308996266514,0.3042966269027483,0.0,2.0,0.0,7.0,-55.0,1.1643710021321958,-4.5580325584481285e-05,-31.0
0.6,24,1.802004307498943,1.1415833497221763,0.14290400064591655,31.0,0.0,14.0,-1.0,1.2548336933045352,0.00039004832164061967,-37.0
0.6,25,-1.9235146589982555,-3.290342381026505,-0.22904031923510004,-31.0,0.0,11.0,-14.0,-2.487716753022452,-0.0002790918063466233,79.0
0.6,26,-2.228875716503632,-3.0157477556050134,-0.24292507062610869,-4.0,0.0,3.0,-30.0,-1.829436720142601,-0.0005090853634293664,61.0
