hft_frac,run,interaction_recovery_time,interaction_max_drawdown,interaction_stabilization_gap
0.2,88,0.0,-0.07537559001420593,0.1440007636563277
0.2,89,-147.0,0.10862866945309452,-0.5291265721663518
0.2,90,-14.0,-0.17116502829767732,0.045045367988060254
0.2,91,-27.0,0.17126643360667515,-0.0907799984558855
0.2,92,-204.0,0.15535975175946473,0.0366501634407742
0.2,93,-5.0,0.010989313683693297,0.20511424296000957
0.2,94,-275.0,0.04446468440678264,-0.021959997913121195
0.2,95,-9.0,-0.25705964538547943,-0.06794322319372591
0.2,96,32.0,-0.06960394927003014,-0.4845572406376553
0.2,97,9.0,0.2181152886685125,-0.0441937864818238
0.2,98,5.0,0.3466708624635359,0.0526297566883723
0.2,99,-45.0,0.11971301391719691,0.026881112917896903
0.2,100,12.0,-0.031132595006581013,-0.0840316020241176
0.2,101,-281.0,0.1317624883139554,-0.08624229879848219
0.2,102,3.0,-0.13552650768223748,-0.1571642162244976
0.2,103,10.0,0.2464914952344376,0.3496169891080795
0.2,104,-19.0,0.2531173291680512,-0.3891355217812769
0.2,105,216.0,0.12054643114894029,0.0291329974785629
0.2,106,6.0,0.05976342043763477,0.0892173699571672
0.2,107,-239.0,0.0257389490821065,0.18432908478605042
0.2,108,-21.0,-0.12851005106211028,-0.411632427131029
0.2,109,294.0,-0.10852786725379654,-0.23322551892446328
0.2,110,34.0,-0.04012095365740341,-0.16996977479460929
0.2,111,-28.0,-0.014017107709469512,-0.07328600360934799
0.2,112,-96.0,-0.31519951031251925,-0.21849440159974187
0.2,113,-8.0,-0.0716936123969859,0.0826703158781219
0.2,114,33.0,0.3843612566857544,0.0021702300130102
0.2,115,12.0,-0.10560120380870516,-0.20869076043840848
0.2,116,-2.0,0.015321590788904396,0.0015702953870340014
0.2,117,47.0,0.05700028584534328,-0.18518977823560878
0.2,118,-1.0,0.09777179417211083,0.0586090364324542
0.2,119,-48.0,-0.0702772406230717,-0.2587429570812737
0.2,120,7.0,0.21151693345076467,0.2631908245015434
0.2,121,-7.0,-0.03145569971522341,0.010628351918924797
0.2,122,-12.0,-0.03917129352010999,0.10287644641235619
0.2,123,29.0,0.0747037038696651,0.0968388801690034
0.2,124,-38.0,-0.0077727439039730895,0.0994905008520888
0.2,125,-20.0,0.33624243231205775,-0.32972027315516095
0.2,126,246.0,-0.20364166746509338,-0.0927305359718844
0.2,127,18.0,-0.029496088975879214,0.0348726791224892
0.2,128,-21.0,-0.059477298779692794,0.1086098365491327
0.2,129,10.0,-0.14749614967450658,-0.2122277941655934
0.2,130,34.0,0.3464074215033997,-0.16903637432481577
0.2,131,34.0,0.0027282374324894,-0.0841327268378507
0.2,132,-41.0,0.07072098808364083,-0.1440746074804796
0.2,133,79.0,-0.08101595428319945,-0.5525265090050354
0.2,134,36.0,0.05720013953193159,0.48568330170668483
0.2,135,311.0,-0.16959294727817908,0.16394944921288573
0.2,136,136.0,0.09114068178855816,-0.11629345977683969
0.2,137,16.0,-0.3796695014335597,0.022858198634386907
