fast_share,softlimit,run,vol_ratio,spread_ratio,max_drawdown,mm_panic_ratio
0.8,5,17,1.1138393097043762,0.956278954769588,0.1069306930693069,1.0
0.8,5,18,1.0589597616489723,1.083503935141378,0.13086913086913082,1.0
0.8,5,19,1.5090228698886528,1.0625521640879563,0.09468599033816423,1.0
0.9,5,0,1.306183575226428,1.4354187520113875,0.12162162162162157,1.0
0.9,5,1,1.1015843890586403,1.2330069177893737,0.10049751243781088,1.0
0.9,5,2,1.2136166783632403,1.2729170990851888,0.19500924214417753,1.0
0.9,5,3,1.5442904141638316,1.268922238705318,0.11711711711711714,1.0
0.9,5,4,1.524323783505421,1.2995145454265704,0.10679611650485436,1.0
0.9,5,5,1.0858237101799872,1.0178938533344122,0.10903426791277258,1.0
0.9,5,6,1.2987493482929893,1.0940556711181133,0.10080645161290322,1.0
0.9,5,7,0.8862618104501497,1.0187030861295514,0.1147540983606558,1.0
0.9,5,8,1.029219480517389,0.9919077297903209,0.11580086580086582,1.0
0.9,5,9,1.1273316489159702,1.1257896537789671,0.0911854103343465,1.0
