mode,run,seed,hft_frac,n_ticks,shock_tick,shock_dp,speed_multiplier,vstar_postshock,calendar_post_volume,total_executed_volume,total_executed_trades,post_rv,pre_rv,post_rv_per_volume,post_rv_per_trade,post_vol_per_sqrt_volume,equal_volume_vol_ratio,post_window_volume,pre_window_volume,post_window_trades,pre_window_trades,post_window_ticks,pre_window_ticks,target_post_volume,post_volume_error,calendar_style_vol_ratio,spread_ratio,mm_stress_ratio,avg_sub_iters,threshold_hit_rate,book_depleted_rate
event_time,38,3800231,0.0,500,200,-10,2,13.0,3752.0,10369.0,3333.0,0.27440007379564807,0.0703835369125348,7.303701724664575e-05,0.00022715237896990735,0.000626151276988453,3.90071521282782,3757.0,3759.0,1208.0,1114.0,187,172,3752.0,5.0,1.2556996899749142,1.2543224522257141,0.0,1.638,1.0,0.0
calendar,39,3900231,0.0,500,200,-10,2,,3739.0,6152.0,2100.0,0.04830470333001234,0.02432063439336861,1.2936449740228265e-05,3.89868469168784e-05,0.00020816301678611035,1.2835047647681932,3734.0,2413.0,1239.0,858.0,299,200,3739.0,-5.0,2.093149936076753,1.5841699665164581,0.0,1.0,1.0,0.0
event_time,39,3900231,0.0,500,200,-10,2,12.0,3739.0,9429.0,3208.0,0.05325496800110496,0.07191256796374654,1.420511283038276e-05,4.2878396136155364e-05,0.000271854212793094,0.7389713069454079,3749.0,3741.0,1242.0,1297.0,193,198,3739.0,10.0,1.1938190347738813,1.3044175876370194,0.0,1.618,1.0,0.0
calendar,40,4000231,0.0,500,200,-10,2,,3832.0,6341.0,2035.0,0.5333387654423218,0.07806943796405287,0.00013998392793761728,0.000439323530018387,0.0006851272987562779,4.4988112258433794,3810.0,2509.0,1214.0,814.0,299,200,3832.0,-22.0,1.5924193143995482,2.1751754222645547,0.0,1.0,1.0,0.0
event_time,40,4000231,0.0,500,200,-10,2,13.0,3832.0,9933.0,3382.0,0.05116691542434583,0.03203719051629329,1.3314315749244296e-05,3.885111269881992e-05,0.00026025161331370876,1.5991876947937047,3843.0,3848.0,1317.0,1292.0,197,190,3832.0,11.0,1.24575438836832,0.9970229913352552,0.0,1.762,1.0,0.0
calendar,41,4100231,0.0,500,200,-10,2,,3586.0,5967.0,2027.0,0.03258002233563574,0.04117303859134356,9.090408017755508e-06,2.6380584887154447e-05,0.0001746331898954018,0.5256901355626024,3584.0,2381.0,1235.0,790.0,299,200,3586.0,-2.0,1.1305104565632451,1.341487233654353,0.0,1.0,1.0,0.0
event_time,41,4100231,0.0,500,200,-10,2,12.0,3586.0,9393.0,3208.0,0.07824004603964232,0.026962119333190974,2.1769628836850953e-05,6.547284187417768e-05,0.000343680480171309,2.8978132812810804,3594.0,3589.0,1195.0,1263.0,185,196,3586.0,8.0,1.6731024253829405,1.68562791504061,0.0,1.678,1.0,0.0
calendar,42,4200231,0.0,500,200,-10,2,,3359.0,5564.0,1991.0,0.10512906209953095,0.018398459767267925,3.138180958194954e-05,9.19764322830542e-05,0.00032449995192610176,3.761014927905359,3350.0,2205.0,1143.0,845.0,299,200,3359.0,-9.0,2.0937032882623243,2.027222523910759,0.0,1.0,1.0,0.0
event_time,42,4200231,0.0,500,200,-10,2,11.0,3359.0,9442.0,3075.0,0.13922735464305175,0.023555286723925817,4.136285045842298e-05,0.00013310454554785062,0.0004860252969003219,5.900125918429716,3366.0,3360.0,1046.0,1128.0,176,179,3359.0,7.0,3.9387221610664906,2.8523946500872,0.0,1.498,1.0,0.0
calendar,43,4300231,0.0,500,200,-10,2,,3794.0,6430.0,2111.0,0.06609017267614123,0.026697291893997954,1.750269403499503e-05,5.430581156626231e-05,0.00024219011159906637,1.7281564401368739,3776.0,2636.0,1217.0,888.0,299,200,3794.0,-18.0,1.7272253042738224,1.6160528483512016,0.0,1.0,1.0,0.0
event_time,43,4300231,0.0,500,200,-10,2,13.0,3794.0,9974.0,3458.0,0.03377074714681769,0.02757761039720241,8.894060349438422e-06,2.640402435247669e-05,0.00021912164382486364,1.2236034898382955,3797.0,3794.0,1279.0,1413.0,186,199,3794.0,3.0,1.9551003859354372,2.127498446328468,0.0,1.722,1.0,0.0
calendar,44,4400231,0.0,500,200,-10,2,,4150.0,6593.0,2127.0,0.10841430852576212,0.017859737115028314,2.6155442346384104e-05,8.707976588414628e-05,0.00029625593298435556,3.5777534966064515,4145.0,2443.0,1245.0,880.0,299,200,4150.0,-5.0,2.8496639005402815,3.1273297089490137,0.0,1.0,1.0,0.0
event_time,44,4400231,0.0,500,200,-10,2,14.0,4150.0,10350.0,3665.0,0.059185542901188846,0.01721286258282035,1.4227293966631934e-05,4.127304246944829e-05,0.00026517780972033333,3.4417539476972325,4160.0,4164.0,1434.0,1447.0,203,192,4150.0,10.0,2.067326629426486,2.210147017637336,0.0,1.81,1.0,0.0
calendar,45,4500231,0.0,500,200,-10,2,,3836.0,6449.0,2104.0,0.09700561800721133,0.025495171449602616,2.5360945884238256e-05,8.117624937841952e-05,0.0002915715333713162,2.599242956051022,3825.0,2613.0,1195.0,904.0,299,200,3836.0,-11.0,2.130149707780537,1.8818418670531754,0.0,1.0,1.0,0.0
event_time,45,4500231,0.0,500,200,-10,2,13.0,3836.0,10096.0,3409.0,0.07891821300407398,0.021957688325443904,2.0524892848913908e-05,6.511403713207424e-05,0.0003339855592038481,3.5903642712122967,3845.0,3841.0,1212.0,1358.0,185,190,3836.0,9.0,2.5201413190347615,2.4972350218812696,0.0,1.652,1.0,0.0
calendar,46,4600231,0.0,500,200,-10,2,,3890.0,6054.0,2048.0,0.10952030374483275,0.025672407787819325,2.8270599830880938e-05,8.977074077445308e-05,0.00030796807844539606,2.3830087689017634,3874.0,2164.0,1220.0,823.0,299,200,3890.0,-16.0,2.0159088006257817,2.3661244046526893,0.0,1.0,1.0,0.0
event_time,46,4600231,0.0,500,200,-10,2,13.0,3890.0,10007.0,3273.0,0.07710861549911201,0.05116599621352903,1.976637157116432e-05,6.119731388818414e-05,0.00032029552154815374,1.507028404145595,3901.0,3901.0,1260.0,1315.0,193,196,3890.0,11.0,1.4811264961100088,1.5535800874462127,0.0,1.626,1.0,0.0
calendar,47,4700231,0.0,500,200,-10,2,,3735.0,6598.0,2121.0,0.06077778369283878,0.014117741260470565,1.630742787572814e-05,5.0732707590015675e-05,0.00023390451082680723,3.3070556882095064,3727.0,2863.0,1198.0,921.0,299,200,3735.0,-8.0,2.02497901420733,3.076108261914134,0.0,1.0,1.0,0.0
event_time,47,4700231,0.0,500,200,-10,2,12.0,3735.0,9288.0,3269.0,0.025236209152515676,0.060201268628366826,6.7350438090514216e-06,1.8515193802285897e-05,0.0001794072664949218,0.4187497703000312,3747.0,3743.0,1363.0,1211.0,210,194,3735.0,12.0,0.7017721053721031,0.676448429788855,0.0,1.712,1.0,0.0
calendar,48,4800231,0.0,500,200,-10,2,,3824.0,7102.0,2125.0,0.44034358895676584,0.07291301931225729,0.00011575804126097945,0.0003675656001308563,0.0006230855580712404,5.204212440703203,3804.0,3278.0,1198.0,922.0,299,200,3824.0,-20.0,1.758374498016354,1.8266052417231171,0.0,1.0,1.0,0.0
event_time,48,4800231,0.0,500,200,-10,2,13.0,3824.0,10056.0,3443.0,0.1085542218495132,0.08035359383417111,2.8217889745129503e-05,8.395531465546265e-05,0.00037859302963233807,1.3439331554260208,3847.0,3827.0,1293.0,1261.0,197,179,3824.0,23.0,1.019897353611832,1.201181616399753,0.0,1.79,1.0,0.0
calendar,49,4900231,0.0,500,200,-10,2,,3828.0,7420.0,2257.0,0.09451933715559525,0.013654487742247094,2.476921833217905e-05,7.678256470803839e-05,0.0002882082532654537,6.515880384795968,3816.0,3592.0,1231.0,1023.0,299,200,3828.0,-12.0,2.4102600354373274,3.582581971207591,0.0,1.0,1.0,0.0
event_time,49,4900231,0.0,500,200,-10,2,13.0,3828.0,9784.0,3334.0,0.022786323410489435,0.04679913841329718,5.940126019418518e-06,1.7068407049055757e-05,0.0001717895921460471,0.489688594078616,3836.0,3858.0,1335.0,1267.0,202,191,3828.0,8.0,0.7996211606143232,0.8924400944278602,0.0,1.738,1.0,0.0
calendar,0,2231,0.2,500,200,-10,2,,4029.0,6608.0,2270.0,0.3060445264869062,0.01822951183482932,7.605480280489717e-05,0.00023150115467995933,0.0005049123070923595,10.759767483714736,4024.0,2579.0,1322.0,947.0,299,200,4029.0,-5.0,2.9281414507469883,2.7425677507708217,0.0,1.0,1.0,0.0
event_time,0,2231,0.2,500,200,-10,2,13.0,4029.0,10554.0,3411.0,0.06894309756940367,0.0782631814772709,1.7056679260119662e-05,5.234859344677576e-05,0.00029801803735371636,0.8789520514346426,4042.0,4033.0,1317.0,1281.0,193,190,4029.0,13.0,1.098518263903029,0.9706539336902629,0.0,1.578,1.0,0.0
calendar,1,102231,0.2,500,200,-10,2,,4076.0,6971.0,2302.0,0.197460606269374,0.05027170920462748,4.864759947508598e-05,0.00014298378440939465,0.0004037468659749392,2.8014721321062295,4059.0,2895.0,1381.0,915.0,299,200,4076.0,-17.0,1.1907114534345806,1.5163486156715495,0.0,1.0,1.0,0.0
event_time,1,102231,0.2,500,200,-10,2,14.0,4076.0,11209.0,3596.0,0.042267177477410364,0.10790593623322006,1.036722528266136e-05,3.112457840751868e-05,0.0002372451495046197,0.3932411223483138,4077.0,4093.0,1358.0,1312.0,185,185,4076.0,1.0,2.11441811668114,1.7972599946521601,0.0,1.61,1.0,0.0
calendar,2,202231,0.2,500,200,-10,2,,3978.0,6739.0,2229.0,0.1638144446009207,0.039595003525793045,4.1263084282347785e-05,0.00012708645818535353,0.00037197513204702336,2.877316772685116,3970.0,2761.0,1289.0,938.0,299,200,3978.0,-8.0,1.832729974642817,1.708542203329053,0.0,1.0,1.0,0.0
event_time,2,202231,0.2,500,200,-10,2,13.0,3978.0,10033.0,3421.0,0.14211865248389777,0.07104658232150134,3.5627639128578034e-05,0.00011360403875611333,0.0004262642003042779,1.9963468866325476,3989.0,3981.0,1251.0,1401.0,197,195,3978.0,11.0,1.2561022711050531,1.044522304717741,0.0,1.59,1.0,0.0
calendar,3,302231,0.2,500,200,-10,2,,3513.0,6165.0,2199.0,0.034425256626230194,0.030448233765423667,9.855498604703748e-06,2.7149256014377125e-05,0.00018133867596912116,0.8584005307025879,3493.0,2652.0,1268.0,924.0,299,200,3513.0,-20.0,1.369551315067856,1.1493345646804445,0.0,1.0,1.0,0.0
event_time,3,302231,0.2,500,200,-10,2,12.0,3513.0,9611.0,3194.0,0.1502923105290999,0.03083163641740802,4.272095239599201e-05,0.0001325329017011463,0.00048169648940692535,4.891240369149738,3518.0,3530.0,1134.0,1252.0,185,184,3513.0,5.0,3.617443077333515,3.2134093845443705,0.0,1.488,1.0,0.0
calendar,4,402231,0.2,500,200,-10,2,,4070.0,6776.0,2276.0,0.1911191450334066,0.04638572234955752,4.700421668308082e-05,0.000144458915369166,0.00039705940387010875,2.742080892172613,4066.0,2706.0,1323.0,952.0,299,200,4070.0,-4.0,1.8950632188894019,1.85733801996744,0.0,1.0,1.0,0.0
event_time,4,402231,0.2,500,200,-10,2,14.0,4070.0,11055.0,3730.0,0.1492471168479355,0.016452552845442097,3.646399141166272e-05,0.00011104696194042821,0.0004379823107078259,9.084660901106751,4093.0,4099.0,1344.0,1401.0,191,178,4070.0,23.0,2.7429728747634443,3.871711184062348,0.0,1.66,1.0,0.0
calendar,5,502231,0.2,500,200,-10,2,,4084.0,6521.0,2274.0,0.050582282357270816,0.016680510807481706,1.2409784680390288e-05,3.763562675392174e-05,0.00020385342518363208,1.8130524416636933,4076.0,2437.0,1344.0,927.0,299,200,4084.0,-8.0,1.8230892440927744,2.069366144601223,0.0,1.0,1.0,0.0
event_time,5,502231,0.2,500,200,-10,2,14.0,4084.0,10806.0,3547.0,0.06424561534820725,0.1017560940062506,1.565438970472886e-05,4.819626057629951e-05,0.0002865596336644989,0.6316763842173926,4104.0,4106.0,1333.0,1333.0,191,188,4084.0,20.0,0.8436362887515167,0.811939245347179,0.0,1.7,1.0,0.0
calendar,6,602231,0.2,500,200,-10,2,,4683.0,7451.0,2371.0,0.326701811110529,0.053629061551206,6.99575612656379e-05,0.00022958665573473576,0.0004839969508641557,3.6107758366005487,4670.0,2768.0,1423.0,944.0,299,200,4683.0,-13.0,2.041819582602214,2.0244881635263927,0.0,1.0,1.0,0.0
event_time,6,602231,0.2,500,200,-10,2,16.0,4683.0,11767.0,3879.0,0.059809588431366696,0.15526671094781966,1.2698426418549193e-05,3.7498174565120184e-05,0.00025305697784204923,0.38332442584618465,4710.0,4687.0,1595.0,1496.0,199,196,4683.0,27.0,0.8898628027352866,0.7118930556504434,0.0,1.78,1.0,0.0
calendar,7,702231,0.2,500,200,-10,2,,3962.0,6997.0,2379.0,0.03672652420443542,0.018110235324084078,9.30020871218927e-06,2.7469352434132704e-05,0.0001766470334497974,1.5585732711980695,3949.0,3035.0,1337.0,1037.0,299,200,3962.0,-13.0,1.8963422627244755,2.1905082998381156,0.0,1.0,1.0,0.0
event_time,7,702231,0.2,500,200,-10,2,13.0,3962.0,10171.0,3373.0,0.053629721060154956,0.13244298732090218,1.3478190766563196e-05,4.252951709766452e-05,0.0002656107810524521,0.4044180034189834,3979.0,3974.0,1261.0,1289.0,192,191,3962.0,17.0,0.6531615782413269,0.4567461756850077,0.0,1.562,1.0,0.0
calendar,8,802231,0.2,500,200,-10,2,,4639.0,7113.0,2229.0,0.41981198343188425,0.03828330207642609,9.075053684217126e-05,0.0003066559411481989,0.0005514924125882159,5.864614635129058,4626.0,2474.0,1369.0,856.0,299,200,4639.0,-13.0,2.6585150071838304,4.373050238799987,0.0,1.0,1.0,0.0
event_time,8,802231,0.2,500,200,-10,2,15.0,4639.0,11109.0,3827.0,0.03865238955934725,0.04474783502098665,8.326667289820606e-06,2.4510075814424384e-05,0.00019799839088660738,0.8425691579374032,4642.0,4528.0,1577.0,1614.0,213,200,4639.0,3.0,1.3557101469883777,1.3149751376811925,0.0,1.76,1.0,0.0
calendar,9,902231,0.2,500,200,-10,2,,3945.0,7908.0,2448.0,0.050432700851282375,0.012260999372407589,1.2783954588411248e-05,3.879438527021721e-05,0.00020691918642753505,4.122644378842063,3945.0,3954.0,1300.0,1145.0,299,199,3945.0,0.0,2.8233507590898057,3.0491825483038992,0.0,1.0,1.0,0.0
event_time,9,902231,0.2,500,200,-10,2,13.0,3945.0,10345.0,3372.0,0.24770396722578608,0.05020942176548209,6.25831145087888e-05,0.00020270373750064328,0.0005751520270823328,4.940894310351989,3958.0,3964.0,1222.0,1275.0,190,188,3945.0,13.0,2.037279875395682,1.645358633004623,0.0,1.512,1.0,0.0
calendar,10,1002231,0.2,500,200,-10,2,,4024.0,7117.0,2224.0,0.0773837788502454,0.049116565242237856,1.9264072404840777e-05,5.966366912123778e-05,0.00025415978217291997,1.2131095059714332,4017.0,3093.0,1297.0,924.0,299,200,4024.0,-7.0,1.2350853551154042,1.0445749906697177,0.0,1.0,1.0,0.0
event_time,10,1002231,0.2,500,200,-10,2,13.0,4024.0,10722.0,3318.0,0.8397665924157572,0.10583193205344786,0.00020765741652219516,0.0007202114857768072,0.0010622141966392317,7.915285774970236,4044.0,4034.0,1166.0,1307.0,185,186,4024.0,20.0,3.0091127821792436,2.0231331399933783,0.0,1.5,1.0,0.0
calendar,11,1102231,0.2,500,200,-10,2,,4246.0,7604.0,2352.0,0.16381168851424577,0.022730691204440774,3.862572235657764e-05,0.0001277782281702385,0.00035982758219119235,5.706168604619191,4241.0,3358.0,1282.0,1067.0,299,200,4246.0,-5.0,4.133364241074084,4.504612150675963,0.0,1.0,1.0,0.0
event_time,11,1102231,0.2,500,200,-10,2,14.0,4246.0,10892.0,3562.0,0.06243063430881749,0.06878480972766814,1.4699937440267833e-05,4.5503377776106046e-05,0.00027517275487772675,0.9095457285184266,4247.0,4256.0,1372.0,1358.0,195,194,4246.0,1.0,1.0700663706900329,0.7649321697307189,0.0,1.634,1.0,0.0
calendar,12,1202231,0.2,500,200,-10,2,,3663.0,6589.0,2204.0,0.02392289235900505,0.0648375780418373,6.5614076684051145e-06,1.8544877797678333e-05,0.00014811856950344888,0.29610418142029193,3646.0,2926.0,1290.0,909.0,299,200,3663.0,-17.0,0.650808709492127,0.7343622940161991,0.0,1.0,1.0,0.0
event_time,12,1202231,0.2,500,200,-10,2,12.0,3663.0,9908.0,3256.0,0.02152953102464133,0.085864855187538,5.858375789018049e-06,1.6199797610715826e-05,0.0001769678281260686,0.25114676205770853,3675.0,3681.0,1329.0,1144.0,188,184,3663.0,12.0,1.4153085245296637,1.0578913819124438,0.0,1.486,1.0,0.0
calendar,13,1302231,0.2,500,200,-10,2,,3659.0,6386.0,2171.0,0.14312041469579725,0.0373283965768665,3.9286416331539186e-05,0.00011551284479079682,0.0003628613903969789,2.870041559082078,3643.0,2727.0,1239.0,927.0,299,200,3659.0,-16.0,1.1797958114596379,1.371173165147417,0.0,1.0,1.0,0.0
event_time,13,1302231,0.2,500,200,-10,2,12.0,3659.0,9555.0,3310.0,0.06729538114555769,0.02977844432602805,1.833162112382394e-05,5.1370519958440986e-05,0.00031123960315482496,2.2530970500771494,3671.0,3660.0,1310.0,1307.0,190,198,3659.0,12.0,1.8092047041147457,1.6689769916434505,0.0,1.584,1.0,0.0
calendar,14,1402231,0.2,500,200,-10,2,,3841.0,6277.0,2210.0,0.026873969763061036,0.015740002387457694,7.036912742356909e-06,2.0736087780139686e-05,0.00015334968841733195,1.0890669750516486,3819.0,2436.0,1296.0,909.0,299,200,3841.0,-22.0,1.4923430267627478,1.5206930964688055,0.0,1.0,1.0,0.0
event_time,14,1402231,0.2,500,200,-10,2,13.0,3841.0,10387.0,3429.0,0.08243734250978621,0.06039803550835142,2.1412296755788628e-05,6.346215743632503e-05,0.0003392458119303442,1.3645464503476314,3850.0,3849.0,1299.0,1220.0,187,181,3841.0,9.0,1.5993667344638471,1.0929913575712424,0.0,1.568,1.0,0.0
calendar,15,1502231,0.2,500,200,-10,2,,4905.0,8134.0,2454.0,0.879215358196287,0.3123211604467208,0.00017946833194453705,0.000614406260095239,0.000774867295500463,1.8554722229794238,4899.0,3229.0,1431.0,1020.0,299,200,4905.0,-6.0,1.5838431333314396,2.0980711033874706,0.0,1.0,1.0,0.0
event_time,15,1502231,0.2,500,200,-10,2,16.0,4905.0,12040.0,3932.0,0.10308417988878096,0.05946661457282596,2.095206908308556e-05,6.646304312622886e-05,0.00032343654754871007,1.6489197560054778,4920.0,4680.0,1551.0,1603.0,201,200,4905.0,15.0,1.846954281400287,1.8754062346869318,0.0,1.756,1.0,0.0
calendar,16,1602231,0.2,500,200,-10,2,,4223.0,7410.0,2366.0,0.5262354870965212,0.08512985023818152,0.00012532400264265807,0.00038893975395160475,0.0006484844294262004,4.691745378995402,4199.0,3187.0,1353.0,1008.0,299,200,4223.0,-24.0,1.7126437647475408,1.8500652194684768,0.0,1.0,1.0,0.0
event_time,16,1602231,0.2,500,200,-10,2,14.0,4223.0,11182.0,3611.0,0.6218628290552171,0.025545043839741596,0.00014697774262708983,0.0004750670962988671,0.0008882162332982747,24.366786791886742,4231.0,4235.0,1309.0,1395.0,187,185,4223.0,8.0,3.42655025222254,3.681848349097291,0.0,1.578,1.0,0.0
calendar,17,1702231,0.2,500,200,-10,2,,3862.0,6696.0,2194.0,0.27867783578951694,0.061276530155878146,7.240265933736475e-05,0.0002175471005382646,0.0004926908970955198,3.3485761440841557,3849.0,2834.0,1281.0,908.0,299,200,3862.0,-13.0,1.4424136742355746,1.034588304535187,0.0,1.0,1.0,0.0
event_time,17,1702231,0.2,500,200,-10,2,13.0,3862.0,10711.0,3436.0,0.2621168972991399,0.1385484426490033,6.783563594698237e-05,0.00019722866613930767,0.0006083238296617886,1.9036298071478333,3864.0,3888.0,1329.0,1183.0,184,186,3862.0,2.0,0.8602320783555983,0.9392493099278095,0.0,1.572,1.0,0.0
calendar,18,1802231,0.2,500,200,-10,2,,4365.0,7457.0,2346.0,0.14666444174206983,0.10823907961733092,3.368498891641475e-05,0.00010705433703800717,0.00033611721758174096,0.9622585772391772,4354.0,3092.0,1370.0,973.0,299,200,4365.0,-11.0,0.9618816619518821,1.1748935428617924,0.0,1.0,1.0,0.0
event_time,18,1802231,0.2,500,200,-10,2,15.0,4365.0,11293.0,3702.0,0.5382631719972266,0.028978793465716097,0.00012294727546761686,0.0004102615640222764,0.0008147249973850274,18.52770964021594,4378.0,4367.0,1312.0,1520.0,186,200,4365.0,13.0,3.853111033484796,2.746011026128026,0.0,1.732,1.0,0.0
calendar,19,1902231,0.2,500,200,-10,2,,4283.0,7081.0,2257.0,0.08460323992492169,0.023672547547506483,1.9804129195908636e-05,6.43370645816895e-05,0.00025778881587415443,2.340768218100786,4272.0,2798.0,1315.0,938.0,299,200,4283.0,-11.0,1.6458318533154155,1.8092450685472767,0.0,1.0,1.0,0.0
event_time,19,1902231,0.2,500,200,-10,2,14.0,4283.0,10789.0,3432.0,0.26087787433091425,0.04379994157085983,6.0824871608979774e-05,0.00020176169708500716,0.0005611545353591698,5.9561232145264835,4289.0,4289.0,1293.0,1403.0,194,200,4283.0,6.0,1.8665172258498037,2.0977189530275977,0.0,1.654,1.0,0.0
calendar,20,2002231,0.2,500,200,-10,2,,4134.0,7191.0,2328.0,0.056868326280304735,0.020173622440593363,1.3792948406574032e-05,4.3344760884378606e-05,0.00021503674935154524,2.0901073673607624,4123.0,3057.0,1312.0,1013.0,299,200,4134.0,-11.0,1.9501560397558495,2.6595567428403704,0.0,1.0,1.0,0.0
event_time,20,2002231,0.2,500,200,-10,2,14.0,4134.0,11006.0,3532.0,0.29959252162735256,0.05574784443480242,7.233040116546416e-05,0.00023423965725359857,0.0006266004013926867,5.393526122352431,4142.0,4157.0,1279.0,1348.0,185,186,4134.0,8.0,1.980520401699808,1.7354838601601659,0.0,1.592,1.0,0.0
calendar,21,2102231,0.2,500,200,-10,2,,4850.0,7839.0,2373.0,0.0978342935344582,0.04088899193573527,2.0213697011251695e-05,6.855942083704149e-05,0.0002602766509445088,1.4776284053409636,4840.0,2989.0,1427.0,942.0,299,200,4850.0,-10.0,1.6306383765280448,1.7009178480182752,0.0,1.0,1.0,0.0
event_time,21,2102231,0.2,500,200,-10,2,16.0,4850.0,11801.0,3953.0,0.11921523106794293,0.06133008129826132,2.4555145431090203e-05,7.386321627505758e-05,0.00034481574570943723,1.9025906957461944,4855.0,4752.0,1614.0,1599.0,207,200,4850.0,5.0,1.586798511962751,1.824837432693756,0.0,1.85,1.0,0.0
calendar,22,2202231,0.2,500,200,-10,2,,4680.0,7668.0,2452.0,0.28163736460172883,0.013412067142270077,6.056717518316749e-05,0.00020031107012925237,0.00045079572835715696,13.49342179764312,4650.0,2988.0,1406.0,1038.0,299,200,4680.0,-30.0,4.884554662181819,5.535357539299972,0.0,1.0,1.0,0.0
event_time,22,2202231,0.2,500,200,-10,2,16.0,4680.0,11634.0,4121.0,0.058839670943377526,0.018670818822847518,1.250046121592894e-05,3.625364814749078e-05,0.00024863395355263703,3.129329337461576,4707.0,4674.0,1623.0,1711.0,203,200,4680.0,27.0,2.18042895215359,2.8851311966373445,0.0,1.91,1.0,0.0
calendar,23,2302231,0.2,500,200,-10,2,,4053.0,6754.0,2233.0,0.11803458244492587,0.02207884098799148,2.926719128314552e-05,9.352978006729467e-05,0.00031333593021663824,3.5803815077141357,4033.0,2701.0,1262.0,965.0,299,200,4053.0,-20.0,2.867403680957612,2.513183684038119,0.0,1.0,1.0,0.0
event_time,23,2302231,0.2,500,200,-10,2,14.0,4053.0,10558.0,3672.0,0.03574903104496044,0.023138501767782683,8.766314626032476e-06,2.560818842762209e-05,0.00021021430522396556,1.543486257525121,4078.0,4074.0,1396.0,1426.0,199,188,4053.0,25.0,1.5021480882734575,1.7016226877683083,0.0,1.696,1.0,0.0
calendar,24,2402231,0.2,500,200,-10,2,,4056.0,6680.0,2226.0,0.09845942472633823,0.018677696435997038,2.4365113765488303e-05,7.521728397734013e-05,0.00028593159068472776,3.4230157748698327,4041.0,2624.0,1309.0,913.0,299,200,4056.0,-15.0,1.676406100625614,1.5320325237628378,0.0,1.0,1.0,0.0
event_time,24,2402231,0.2,500,200,-10,2,14.0,4056.0,10693.0,3610.0,0.19388660071579294,0.02052219413548013,4.7579533917986e-05,0.0001630669476163103,0.0005140305668140232,9.403602273535624,4075.0,4056.0,1189.0,1479.0,181,192,4056.0,19.0,3.5802630432840434,2.573166087773421,0.0,1.626,1.0,0.0
calendar,25,2502231,0.2,500,200,-10,2,,3866.0,6764.0,2213.0,0.10305615462848416,0.05120224651644012,2.6802640995704593e-05,8.089180112125916e-05,0.0002995753310321134,1.5170047115868739,3845.0,2898.0,1274.0,931.0,299,200,3866.0,-21.0,1.4218965265581773,1.4465540050070318,0.0,1.0,1.0,0.0
event_time,25,2502231,0.2,500,200,-10,2,13.0,3866.0,10515.0,3522.0,0.05079918346450356,0.11864779269308467,1.3112850661978203e-05,3.836796334177006e-05,0.0002604016181574376,0.4296983580215862,3874.0,3888.0,1324.0,1229.0,194,174,3866.0,8.0,1.2523662888085085,1.5992182298599935,0.0,1.586,1.0,0.0
calendar,26,2602231,0.2,500,200,-10,2,,3684.0,6389.0,2186.0,0.032730669827386476,0.036059999139708185,8.903881889931032e-06,2.5976722085227362e-05,0.00017276835648098463,0.6679145668373814,3676.0,2705.0,1260.0,921.0,299,200,3684.0,-8.0,1.1421802825820562,1.1331467963524349,0.0,1.0,1.0,0.0
event_time,26,2602231,0.2,500,200,-10,2,12.0,3684.0,10070.0,3267.0,0.18325076682796235,0.03188945951102791,4.960767916295678e-05,0.00016102879334618835,0.0005301839344815731,5.763547979897549,3694.0,3705.0,1138.0,1297.0,177,192,3684.0,10.0,2.7855113860027387,3.530505783451626,0.0,1.396,1.0,0.0
calendar,27,2702231,0.2,500,200,-10,2,,4351.0,7637.0,2394.0,0.11496919086578772,0.01837355060972781,2.6527270619701827e-05,8.478553898656912e-05,0.0002980557863394613,4.744243370173939,4334.0,3286.0,1356.0,1034.0,299,200,4351.0,-17.0,2.7294722953248995,3.1812241341871075,0.0,1.0,1.0,0.0
event_time,27,2702231,0.2,500,200,-10,2,15.0,4351.0,11429.0,3621.0,0.44427303822532505,0.04824683817715211,0.00010150172223562373,0.0003276349839419801,0.0007382280508462976,9.180984547505778,4377.0,4364.0,1356.0,1485.0,187,198,4351.0,26.0,3.850463494319094,3.603837034672418,0.0,1.656,1.0,0.0
calendar,28,2802231,0.2,500,200,-10,2,,3739.0,6792.0,2263.0,0.035299035080667604,0.014681612959781164,9.494092275596451e-06,2.8149150782031583e-05,0.00017848931159028894,1.9742692965244768,3718.0,3053.0,1254.0,1004.0,299,200,3739.0,-21.0,1.4619085275842425,2.5724556942517705,0.0,1.0,1.0,0.0
event_time,28,2802231,0.2,500,200,-10,2,12.0,3739.0,9824.0,3334.0,0.2043009670867666,0.03978320667140399,5.410512899543607e-05,0.0001680106637226699,0.0005335358524839099,5.091836501975167,3776.0,3744.0,1216.0,1312.0,191,185,3739.0,37.0,2.812172459786281,2.038901378103232,0.0,1.564,1.0,0.0
calendar,29,2902231,0.2,500,200,-10,2,,3783.0,6026.0,2136.0,0.14751900680708097,0.016505188863777543,3.9223346665004246e-05,0.0001189669409734524,0.0003627434522253024,5.330320988133124,3761.0,2243.0,1240.0,888.0,299,200,3783.0,-22.0,1.9218885900506866,1.9686807006191926,0.0,1.0,1.0,0.0
event_time,29,2902231,0.2,500,200,-10,2,13.0,3783.0,10457.0,3548.0,0.045019032470761375,0.0845289498627464,1.1900352225948023e-05,3.327349037011188e-05,0.0002508008338562938,0.5342765377213922,3783.0,3795.0,1353.0,1223.0,190,175,3783.0,0.0,1.9310412880200363,1.3672398776558377,0.0,1.63,1.0,0.0
