fast_share,lag,run,vol_ratio,spread_ratio,max_drawdown,mm_panic_ratio
0.4,2,17,1.849141967336341,1.9132689938706822,0.09887005649717513,0.9866666666666667
0.4,2,18,1.4496715353983018,1.7690005733126084,0.08939096267190565,0.9733333333333334
0.4,2,19,1.9871125254875373,2.2244727809511935,0.10370370370370367,0.9766666666666667
0.5,2,0,1.323109681538425,1.6062873877163923,0.10330578512396695,0.9666666666666667
0.5,2,1,1.1616041255511742,0.9610011583508844,0.1029684601113172,1.0
0.5,2,2,1.5892738196995428,1.221440112821283,0.10536044362292056,1.0
0.5,2,3,1.2511716908787949,1.8398055087909573,0.12808460634547583,1.0
0.5,2,4,1.6300822316324497,1.9367490125428717,0.10214007782101167,1.0
0.5,2,5,1.3549701294410745,1.6880157645635263,0.09302325581395357,0.9866666666666667
0.5,2,6,1.2934413731488874,1.5256358027554615,0.10474308300395264,0.9766666666666667
0.5,2,7,1.0268837186421917,1.3794926254504494,0.12023121387283243,1.0
0.5,2,8,1.487070183663337,1.6792233156652467,0.09869083585095667,0.9966666666666667
0.5,2,9,1.3568897172816141,1.2400623374878208,0.10598111227701988,1.0
0.5,2,10,1.2437629232423053,1.2720100433042885,0.11707841031149294,0.7266666666666667
0.5,2,11,0.8406198860435206,1.0394944433522633,0.10825892857142845,1.0
0.5,2,12,1.4967652899183297,1.7434018888536194,0.10298363811357077,0.9966666666666667
0.5,2,13,1.1513227123462724,1.2445364438391047,0.1340508806262231,1.0
0.5,2,14,1.2753253015542367,1.6553024381385586,0.11145833333333337,1.0
0.5,2,15,1.171518888895802,1.2292475659769955,0.09692898272552791,1.0
0.5,2,16,1.5970241483827543,2.1648531176576085,0.140625,1.0
0.5,2,17,2.2028709498549137,1.7438918061013842,0.11261261261261261,0.9733333333333334
0.5,2,18,1.4489073281203095,1.183058566459933,0.09294012511170693,1.0
0.5,2,19,1.5401050974122512,1.57431016940914,0.08272058823529412,1.0
0.6,2,0,1.4503063057633458,1.4549877255568555,0.11167002012072443,1.0
0.6,2,1,1.0340670450872746,1.2963026661257397,0.08826479438314942,1.0
0.6,2,2,1.2471402600053705,1.2465042591552336,0.22535211267605637,1.0
0.6,2,3,1.3637966735846703,1.3085105789735327,0.10366972477064218,1.0
0.6,2,4,1.3177309318403623,1.5219836520808376,0.12465627864344633,1.0
0.6,2,5,2.0215168088721063,2.265757628335458,0.11589743589743587,0.98
0.6,2,6,0.9482701856353598,1.2447421200158582,0.1107561235356763,0.9866666666666667
0.6,2,7,1.5278364861570102,1.3422603492046354,0.13560804899387577,1.0
