mode,regime,volume_threshold,hft_frac,run,seed,n_ticks,shock_tick,shock_dp,speed_multiplier,softlimit,n_random,vol_ratio,spread_ratio,max_drawdown,recovery_time,mm_stress_ratio,avg_sub_iters,max_sub_iters_observed,threshold_hit_rate,executed_volume_total,book_depleted_rate,calendar_volume_per_tick_target,vstar_to_calendar_tick_ratio
calendar,calendar,,0.1,17,170052,500,200,-10,2,100,5,2.2650842349383096,2.918073997681347,0.16682926829268288,73,0.0,1.0,1,1.0,6474,0.0,,
calendar,calendar,,0.1,18,180052,500,200,-10,2,100,5,3.235329305832507,5.3889450354154365,0.13550420168067231,12,0.0,1.0,1,1.0,7347,0.0,,
calendar,calendar,,0.1,19,190052,500,200,-10,2,100,5,1.412561289330383,1.687696901710866,0.28075396825396826,300,0.0,1.0,1,1.0,6577,0.0,,
calendar,calendar,,0.1,20,200052,500,200,-10,2,100,5,2.0738885475328575,1.6189511640301282,0.09400921658986178,19,0.0,1.0,1,1.0,6484,0.0,,
calendar,calendar,,0.1,21,210052,500,200,-10,2,100,5,0.931387914851222,0.9620077986531593,0.12909836065573765,7,0.0,1.0,1,1.0,6386,0.0,,
calendar,calendar,,0.1,22,220052,500,200,-10,2,100,5,5.507599064425694,5.946994093708342,0.18255578093306288,52,0.0,1.0,1,1.0,7638,0.0,,
calendar,calendar,,0.1,23,230052,500,200,-10,2,100,5,1.5541040401428419,1.4903193604571134,0.15021929824561406,2,0.0,1.0,1,1.0,7660,0.0,,
calendar,calendar,,0.1,24,240052,500,200,-10,2,100,5,2.99027254703298,3.0472774179082935,0.17128205128205132,15,0.0,1.0,1,1.0,7310,0.0,,
calendar,calendar,,0.1,25,250052,500,200,-10,2,100,5,0.759639109348356,0.6294461521787521,0.21388367729831143,50,0.0,1.0,1,1.0,6880,0.0,,
calendar,calendar,,0.1,26,260052,500,200,-10,2,100,5,1.82290350915031,1.6731957217293665,0.210896309314587,24,0.0,1.0,1,1.0,6857,0.0,,
calendar,calendar,,0.1,27,270052,500,200,-10,2,100,5,3.8235656360796755,2.9989408023733306,0.24621594349142273,40,0.0,1.0,1,1.0,7492,0.0,,
calendar,calendar,,0.1,28,280052,500,200,-10,2,100,5,1.9452691006924123,1.7902205523730619,0.1657754010695187,9,0.0,1.0,1,1.0,6505,0.0,,
calendar,calendar,,0.1,29,290052,500,200,-10,2,100,5,0.7821325313610461,1.0705350107071718,0.18606965174129356,173,0.0,1.0,1,1.0,7220,0.0,,
calendar,calendar,,0.2,0,62,500,200,-10,2,100,5,1.5179035601399449,1.1461460229287943,0.2137404580152671,9,0.0,1.0,1,1.0,7085,0.0,,
calendar,calendar,,0.2,1,10062,500,200,-10,2,100,5,0.9968781686719391,0.9915833822533985,0.11456310679611648,12,0.0,1.0,1,1.0,7066,0.0,,
calendar,calendar,,0.2,2,20062,500,200,-10,2,100,5,2.2241945992756746,2.541712295926615,0.17731958762886602,68,0.0,1.0,1,1.0,6981,0.0,,
calendar,calendar,,0.2,3,30062,500,200,-10,2,100,5,2.6386053843744777,3.6481514690342363,0.15454545454545449,10,0.0,1.0,1,1.0,6426,0.0,,
calendar,calendar,,0.2,4,40062,500,200,-10,2,100,5,6.46106620133037,6.098583463418383,0.2184235517568851,30,0.0,1.0,1,1.0,8034,0.0,,
calendar,calendar,,0.2,5,50062,500,200,-10,2,100,5,2.584447358069199,2.593613705168137,0.14965312190287422,15,0.0,1.0,1,1.0,7071,0.0,,
calendar,calendar,,0.2,6,60062,500,200,-10,2,100,5,1.333111143040742,1.2335327724028915,0.18823529411764708,6,0.0,1.0,1,1.0,6909,0.0,,
calendar,calendar,,0.2,7,70062,500,200,-10,2,100,5,2.344692948393763,1.6003256871508966,0.23131313131313136,21,0.0,1.0,1,1.0,7062,0.0,,
calendar,calendar,,0.2,8,80062,500,200,-10,2,100,5,0.8817290061789504,0.9770808585456983,0.08514851485148509,12,0.0,1.0,1,1.0,6802,0.0,,
calendar,calendar,,0.2,9,90062,500,200,-10,2,100,5,1.8786562100899127,2.4216444717690226,0.15036803364879073,21,0.0,1.0,1,1.0,6499,0.0,,
calendar,calendar,,0.2,10,100062,500,200,-10,2,100,5,2.429092108342543,3.2568769104992623,0.10989010989010989,10,0.0,1.0,1,1.0,6936,0.0,,
calendar,calendar,,0.2,11,110062,500,200,-10,2,100,5,1.4802449113314493,1.0704994936591001,0.2003676470588235,21,0.0,1.0,1,1.0,6781,0.0,,
calendar,calendar,,0.2,12,120062,500,200,-10,2,100,5,1.8271701305265533,2.168804317212009,0.12784935579781967,42,0.0,1.0,1,1.0,6333,0.0,,
calendar,calendar,,0.2,13,130062,500,200,-10,2,100,5,1.1307471308798622,1.2300948404522958,0.13200000000000003,11,0.0,1.0,1,1.0,6358,0.0,,
calendar,calendar,,0.2,14,140062,500,200,-10,2,100,5,0.8512317708429428,0.8855901043634193,0.10365251727541955,16,0.0,1.0,1,1.0,6636,0.0,,
calendar,calendar,,0.2,15,150062,500,200,-10,2,100,5,2.1660520645545227,2.490956719685769,0.15392561983471065,19,0.0,1.0,1,1.0,6620,0.0,,
calendar,calendar,,0.2,16,160062,500,200,-10,2,100,5,1.0690456098269254,1.166611081953985,0.24752475247524752,3,0.0,1.0,1,1.0,7551,0.0,,
calendar,calendar,,0.2,17,170062,500,200,-10,2,100,5,1.4400553250952746,1.7212118057272916,0.1771894093686355,32,0.0,1.0,1,1.0,7267,0.0,,
calendar,calendar,,0.2,18,180062,500,200,-10,2,100,5,0.949671956154948,0.8130783565757951,0.13660714285714284,13,0.0,1.0,1,1.0,6927,0.0,,
calendar,calendar,,0.2,19,190062,500,200,-10,2,100,5,1.6919268106778655,2.424188233714226,0.1542610571736785,4,0.0,1.0,1,1.0,6675,0.0,,
calendar,calendar,,0.2,20,200062,500,200,-10,2,100,5,1.8353262825757806,1.7024781549240948,0.13194444444444442,12,0.0,1.0,1,1.0,6852,0.0,,
calendar,calendar,,0.2,21,210062,500,200,-10,2,100,5,1.5984626107273883,2.7568464511071022,0.11798396334478806,171,0.0,1.0,1,1.0,8948,0.0,,
calendar,calendar,,0.2,22,220062,500,200,-10,2,100,5,2.756126087389315,1.744440879886247,0.10834236186348863,4,0.0,1.0,1,1.0,6976,0.0,,
calendar,calendar,,0.2,23,230062,500,200,-10,2,100,5,3.016055815054271,2.5102657781527165,0.09832841691248771,9,0.0,1.0,1,1.0,7649,0.0,,
calendar,calendar,,0.2,24,240062,500,200,-10,2,100,5,0.9912121696243626,0.9962512042513325,0.12118126272912429,32,0.0,1.0,1,1.0,6767,0.0,,
calendar,calendar,,0.2,25,250062,500,200,-10,2,100,5,1.6458800238618876,1.8219263060623472,0.17766990291262133,300,0.0,1.0,1,1.0,6700,0.0,,
calendar,calendar,,0.2,26,260062,500,200,-10,2,100,5,1.6549963926899567,1.799196078000955,0.10589410589410585,32,0.0,1.0,1,1.0,6743,0.0,,
calendar,calendar,,0.2,27,270062,500,200,-10,2,100,5,1.383596585464416,1.342582628357639,0.17488262910798127,31,0.0,1.0,1,1.0,7760,0.0,,
calendar,calendar,,0.2,28,280062,500,200,-10,2,100,5,2.470518268226345,2.4393334729788836,0.30290456431535273,45,0.0,1.0,1,1.0,7541,0.0,,
calendar,calendar,,0.2,29,290062,500,200,-10,2,100,5,1.4100820630811781,1.270879025427784,0.09863013698630134,25,0.0,1.0,1,1.0,6996,0.0,,
calendar,calendar,,0.3,0,72,500,200,-10,2,100,5,2.082306105214425,2.0374144731257693,0.24691358024691357,47,0.0,1.0,1,1.0,7570,0.0,,
calendar,calendar,,0.3,1,10072,500,200,-10,2,100,5,1.4923301596759713,1.9319377599631915,0.2687673772011121,56,0.0,1.0,1,1.0,8005,0.0,,
calendar,calendar,,0.3,2,20072,500,200,-10,2,100,5,1.7469372619833625,2.770136251357224,0.3536324786324786,10,0.0,1.0,1,1.0,7823,0.0,,
calendar,calendar,,0.3,3,30072,500,200,-10,2,100,5,1.8752870531259036,1.9529650830827021,0.09727626459143969,18,0.0,1.0,1,1.0,6695,0.0,,
calendar,calendar,,0.3,4,40072,500,200,-10,2,100,5,5.558591198989652,4.900193558632411,0.19148936170212771,20,0.0,1.0,1,1.0,8157,0.0,,
calendar,calendar,,0.3,5,50072,500,200,-10,2,100,5,3.215099676815806,2.838798982230088,0.10375494071146245,5,0.0,1.0,1,1.0,6949,0.0,,
calendar,calendar,,0.3,6,60072,500,200,-10,2,100,5,2.263407825106707,2.73648855575882,0.10791366906474821,56,0.0,1.0,1,1.0,7212,0.0,,
calendar,calendar,,0.3,7,70072,500,200,-10,2,100,5,3.54615044476139,2.9451379130350377,0.19291338582677162,22,0.0,1.0,1,1.0,6963,0.0,,
calendar,calendar,,0.3,8,80072,500,200,-10,2,100,5,2.2141638098415184,2.51231687658179,0.26305418719211826,22,0.0,1.0,1,1.0,7987,0.0,,
calendar,calendar,,0.3,9,90072,500,200,-10,2,100,5,0.8325754162672051,1.3465423165769443,0.09487666034155597,1,0.0,1.0,1,1.0,7044,0.0,,
calendar,calendar,,0.3,10,100072,500,200,-10,2,100,5,1.1784531359893324,1.312889967581997,0.10050761421319802,6,0.0,1.0,1,1.0,6839,0.0,,
calendar,calendar,,0.3,11,110072,500,200,-10,2,100,5,0.586822729969278,0.5700614368792726,0.09134615384615384,2,0.0,1.0,1,1.0,7171,0.0,,
calendar,calendar,,0.3,12,120072,500,200,-10,2,100,5,4.17139805677903,3.359011089955301,0.17442922374429218,18,0.0,1.0,1,1.0,7650,0.0,,
calendar,calendar,,0.3,13,130072,500,200,-10,2,100,5,2.0497405604732566,2.3277789247645284,0.12499999999999994,13,0.0,1.0,1,1.0,6676,0.0,,
calendar,calendar,,0.3,14,140072,500,200,-10,2,100,5,3.458167748604478,4.267643429881648,0.09832841691248771,45,0.0,1.0,1,1.0,8156,0.0,,
calendar,calendar,,0.3,15,150072,500,200,-10,2,100,5,1.3560131274782212,1.0262975884033905,0.1680327868852458,10,0.0,1.0,1,1.0,6566,0.0,,
calendar,calendar,,0.3,16,160072,500,200,-10,2,100,5,3.7816190459144714,3.439344310087259,0.2048997772828507,9,0.0,1.0,1,1.0,7636,0.0,,
calendar,calendar,,0.3,17,170072,500,200,-10,2,100,5,1.490129355269317,1.4908162523302475,0.09611451942740278,14,0.0,1.0,1,1.0,6740,0.0,,
calendar,calendar,,0.3,18,180072,500,200,-10,2,100,5,1.1641430726177968,1.3329345724939707,0.0879345603271983,3,0.0,1.0,1,1.0,6824,0.0,,
calendar,calendar,,0.3,19,190072,500,200,-10,2,100,5,2.2736828856100084,2.3860355534775755,0.20891089108910885,30,0.0,1.0,1,1.0,6799,0.0,,
calendar,calendar,,0.3,20,200072,500,200,-10,2,100,5,2.1531422761507324,1.3829719748536184,0.3329938900203666,24,0.0,1.0,1,1.0,7557,0.0,,
calendar,calendar,,0.3,21,210072,500,200,-10,2,100,5,1.817658564786712,2.1534250097014795,0.23908523908523907,27,0.0,1.0,1,1.0,7768,0.0,,
calendar,calendar,,0.3,22,220072,500,200,-10,2,100,5,3.3313140090192364,2.3017432830732174,0.2385589094449854,29,0.0,1.0,1,1.0,7472,0.0,,
calendar,calendar,,0.3,23,230072,500,200,-10,2,100,5,1.7759712151146445,1.7806402203190599,0.13416009019165734,17,0.0,1.0,1,1.0,7373,0.0,,
calendar,calendar,,0.3,24,240072,500,200,-10,2,100,5,2.328016582938586,2.224616965112017,0.24130434782608698,20,0.0,1.0,1,1.0,7328,0.0,,
calendar,calendar,,0.3,25,250072,500,200,-10,2,100,5,1.6015334279172,1.611182772225204,0.14955134596211367,30,0.0,1.0,1,1.0,7069,0.0,,
calendar,calendar,,0.3,26,260072,500,200,-10,2,100,5,1.8734403404421882,1.703369867440988,0.18443002780352183,9,0.0,1.0,1,1.0,7628,0.0,,
calendar,calendar,,0.3,27,270072,500,200,-10,2,100,5,1.645655101637585,1.8784666978564593,0.22200000000000003,34,0.0,1.0,1,1.0,7469,0.0,,
calendar,calendar,,0.3,28,280072,500,200,-10,2,100,5,3.204216503966447,3.0869354591210287,0.09792843691148781,21,0.0,1.0,1,1.0,7355,0.0,,
calendar,calendar,,0.3,29,290072,500,200,-10,2,100,5,1.0057110231113262,0.7514695932003155,0.16520787746170687,18,0.0,1.0,1,1.0,7650,0.0,,
calendar,calendar,,0.4,0,82,500,200,-10,2,100,5,2.064972360001502,2.210843196592344,0.12438785504407433,18,0.0,1.0,1,1.0,6846,0.0,,
calendar,calendar,,0.4,1,10082,500,200,-10,2,100,5,1.7677656543287408,1.6655367437629511,0.09278350515463922,13,0.0,1.0,1,1.0,7183,0.0,,
calendar,calendar,,0.4,2,20082,500,200,-10,2,100,5,2.636838051344766,2.121496908448067,0.38589211618257263,56,0.0,1.0,1,1.0,8809,0.0,,
calendar,calendar,,0.4,3,30082,500,200,-10,2,100,5,3.4467526969492672,3.371706311238116,0.11205976520811099,7,0.0,1.0,1,1.0,8154,0.0,,
calendar,calendar,,0.4,4,40082,500,200,-10,2,100,5,2.5047434157269914,3.1760204514610977,0.16831683168316833,269,0.0,1.0,1,1.0,8309,0.0,,
calendar,calendar,,0.4,5,50082,500,200,-10,2,100,5,1.968185944957107,1.9854532176162756,0.17187499999999992,24,0.0,1.0,1,1.0,7986,0.0,,
calendar,calendar,,0.4,6,60082,500,200,-10,2,100,5,2.330720290430979,2.405718263211633,0.21792260692464363,2,0.0,1.0,1,1.0,7374,0.0,,
calendar,calendar,,0.4,7,70082,500,200,-10,2,100,5,1.7659775366842716,1.60216119124965,0.1482720178372352,12,0.0,1.0,1,1.0,7540,0.0,,
calendar,calendar,,0.4,8,80082,500,200,-10,2,100,5,1.3331597047501766,1.2409291061456482,0.07944389275074479,15,0.0,1.0,1,1.0,6950,0.0,,
calendar,calendar,,0.4,9,90082,500,200,-10,2,100,5,2.910940553988682,2.0043638062721096,0.09649952696310314,8,0.0,1.0,1,1.0,7808,0.0,,
calendar,calendar,,0.4,10,100082,500,200,-10,2,100,5,1.1383833865584807,1.088454563218518,0.15625,2,0.0,1.0,1,1.0,7730,0.0,,
calendar,calendar,,0.4,11,110082,500,200,-10,2,100,5,2.6877594786110937,2.3755866965117205,0.32882414151925077,92,0.0,1.0,1,1.0,7942,0.0,,
calendar,calendar,,0.4,12,120082,500,200,-10,2,100,5,0.6094735329603649,0.6617576111313181,0.07461024498886418,1,0.0,1.0,1,1.0,7234,0.0,,
calendar,calendar,,0.4,13,130082,500,200,-10,2,100,5,2.4468462247187936,2.2019800178807,0.25050505050505045,56,0.0,1.0,1,1.0,8118,0.0,,
calendar,calendar,,0.4,14,140082,500,200,-10,2,100,5,2.0458094846870276,1.7728208472353362,0.11714589989350373,16,0.0,1.0,1,1.0,7445,0.0,,
calendar,calendar,,0.4,15,150082,500,200,-10,2,100,5,0.8040876048793636,0.9938650301590932,0.21513944223107578,11,0.0,1.0,1,1.0,7964,0.0,,
calendar,calendar,,0.4,16,160082,500,200,-10,2,100,5,8.566339837971329,6.623103383016782,0.36153071500503525,34,0.0,1.0,1,1.0,7619,0.0,,
calendar,calendar,,0.4,17,170082,500,200,-10,2,100,5,2.0924154423926558,2.9847603428804286,0.41623843782117165,92,0.0,1.0,1,1.0,8866,0.0,,
calendar,calendar,,0.4,18,180082,500,200,-10,2,100,5,2.2750856748872943,1.8095719592435162,0.08122270742358076,18,0.0,1.0,1,1.0,7262,0.0,,
calendar,calendar,,0.4,19,190082,500,200,-10,2,100,5,3.0968777860322554,2.8354534698633884,0.23449612403100778,13,0.0,1.0,1,1.0,7873,0.0,,
calendar,calendar,,0.4,20,200082,500,200,-10,2,100,5,1.8600174805022067,2.100090661984887,0.16871508379888261,20,0.0,1.0,1,1.0,7545,0.0,,
calendar,calendar,,0.4,21,210082,500,200,-10,2,100,5,1.9473134060990318,1.6207593966906642,0.17884780739466893,48,0.0,1.0,1,1.0,7620,0.0,,
calendar,calendar,,0.4,22,220082,500,200,-10,2,100,5,2.714753257809514,1.7699468989302642,0.32666666666666666,14,0.0,1.0,1,1.0,8311,0.0,,
calendar,calendar,,0.4,23,230082,500,200,-10,2,100,5,2.406118647858882,2.363723887234223,0.12029384756657491,21,0.0,1.0,1,1.0,8656,0.0,,
calendar,calendar,,0.4,24,240082,500,200,-10,2,100,5,7.089530445348511,4.383102967571796,0.14391534391534386,12,0.0,1.0,1,1.0,9054,0.0,,
calendar,calendar,,0.4,25,250082,500,200,-10,2,100,5,4.809725522502312,5.4413280975110325,0.294240837696335,17,0.0,1.0,1,1.0,8035,0.0,,
calendar,calendar,,0.4,26,260082,500,200,-10,2,100,5,2.0756492618130253,2.240191855834633,0.14779874213836486,10,0.0,1.0,1,1.0,7731,0.0,,
calendar,calendar,,0.4,27,270082,500,200,-10,2,100,5,2.526638614262988,2.7448445536720443,0.2028985507246377,34,0.0,1.0,1,1.0,7334,0.0,,
calendar,calendar,,0.4,28,280082,500,200,-10,2,100,5,0.5125340764573157,0.6083947807555272,0.09735449735449739,7,0.0,1.0,1,1.0,6706,0.0,,
calendar,calendar,,0.4,29,290082,500,200,-10,2,100,5,2.4643814414328586,2.519163883222501,0.15711645101663585,15,0.0,1.0,1,1.0,7272,0.0,,
calendar,calendar,,0.5,0,92,500,200,-10,2,100,5,2.2907560644208678,2.728683924376619,0.22555555555555554,6,0.0,1.0,1,1.0,8861,0.0,,
calendar,calendar,,0.5,1,10092,500,200,-10,2,100,5,2.382125023190575,2.421370270917603,0.18369453044375655,26,0.0,1.0,1,1.0,8233,0.0,,
calendar,calendar,,0.5,2,20092,500,200,-10,2,100,5,1.7134683684595908,1.8250616034356584,0.09823182711198429,37,0.0,1.0,1,1.0,8257,0.0,,
calendar,calendar,,0.5,3,30092,500,200,-10,2,100,5,1.8206585328739047,1.7105608402943726,0.19032597266035747,18,0.0,1.0,1,1.0,8147,0.0,,
calendar,calendar,,0.5,4,40092,500,200,-10,2,100,5,2.0198598764710374,2.3131932707052747,0.12021857923497267,11,0.0,1.0,1,1.0,7933,0.0,,
calendar,calendar,,0.5,5,50092,500,200,-10,2,100,5,2.1586397161725657,1.978832898241941,0.3064039408866995,23,0.0,1.0,1,1.0,8922,0.0,,
calendar,calendar,,0.5,6,60092,500,200,-10,2,100,5,2.5455866486183703,2.819206160151921,0.11731207289293846,13,0.0,1.0,1,1.0,7837,0.0,,
calendar,calendar,,0.5,7,70092,500,200,-10,2,100,5,2.1675331800982645,2.1285831943487272,0.3685932388222465,17,0.0,1.0,1,1.0,8156,0.0,,
calendar,calendar,,0.5,8,80092,500,200,-10,2,100,5,2.6308496631665688,2.4168497468360433,0.21175166297117526,15,0.0,1.0,1,1.0,7734,0.0,,
calendar,calendar,,0.5,9,90092,500,200,-10,2,100,5,2.1790655946791655,1.8544638465726941,0.36135957066189617,20,0.0,1.0,1,1.0,8103,0.0,,
calendar,calendar,,0.5,10,100092,500,200,-10,2,100,5,2.9056538771264466,2.8962214112884,0.17047817047817054,23,0.0,1.0,1,1.0,8060,0.0,,
calendar,calendar,,0.5,11,110092,500,200,-10,2,100,5,3.1453311482731947,3.4018256383967684,0.2928118393234671,29,0.0,1.0,1,1.0,8598,0.0,,
calendar,calendar,,0.5,12,120092,500,200,-10,2,100,5,2.703601885772906,2.9318151326438655,0.27952755905511806,67,0.0,1.0,1,1.0,9277,0.0,,
calendar,calendar,,0.5,13,130092,500,200,-10,2,100,5,2.14855297895872,2.629013467507721,0.17045454545454547,170,0.0,1.0,1,1.0,8047,0.0,,
calendar,calendar,,0.5,14,140092,500,200,-10,2,100,5,1.6964657156768144,1.8991874103342201,0.09834469328140222,17,0.0,1.0,1,1.0,8373,0.0,,
calendar,calendar,,0.5,15,150092,500,200,-10,2,100,5,2.1099384151536156,1.7233806288444844,0.14674441205053457,17,0.0,1.0,1,1.0,7426,0.0,,
