fast_share,run,vol_ratio,spread_ratio,recovery_time,max_drawdown,mm_panic_ratio
0.9,10,2.2421012180351068,2.9962362572540813,300,0.11919191919191917,0.9733333333333334
0.9,11,1.4647025729352783,1.4355747574020532,12,0.09528487229862478,1.0
0.9,12,1.0632684323610746,1.4392764096052566,61,0.10327706057596828,1.0
0.9,13,1.0766197356762253,1.2056612885391427,300,0.10729166666666663,1.0
0.9,14,1.2058883316187268,1.230023280715599,9,0.10821643286573143,1.0
0.9,15,1.5670459373885792,1.5519727441864797,89,0.1158605174353207,1.0
0.9,16,1.083738465771683,1.3602565035039083,13,0.125,1.0
0.9,17,1.8272047625254666,1.803070207017549,300,0.10638297872340426,1.0
0.9,18,1.7014173045041794,1.3798956559465045,10,0.10841121495327098,1.0
0.9,19,1.1439106317431682,1.333993089574839,3,0.12115732368896918,1.0
0.9,20,1.3993061133422575,1.2946284737176115,11,0.09463414634146344,1.0
0.9,21,1.8100966905877964,1.9000109959634628,26,0.1841004184100418,1.0
0.9,22,1.3434906957939228,2.129718946983832,78,0.10805300713557589,0.7633333333333333
0.9,23,1.9057290164498482,2.321977424055818,11,0.11234817813765177,1.0
0.9,24,1.1392465781031713,1.142888798432585,251,0.10189075630252103,1.0
0.9,25,1.8647173864559514,1.8371228244907716,15,0.10505836575875484,0.9633333333333334
0.9,26,1.7796490250272667,1.0400576796161574,10,0.10400000000000002,1.0
0.9,27,1.552928010327315,1.176028642290789,11,0.08467741935483876,1.0
0.9,28,1.1977939893417398,1.1569248701364583,8,0.11153119092627597,1.0
0.9,29,1.7272448609687676,2.0244384161638607,39,0.19289340101522842,0.9933333333333333
1.0,0,1.6662715069887335,1.5886873825457861,16,0.10048780487804876,0.9866666666666667
1.0,1,1.7830215397729614,1.8887934741178927,10,0.11923076923076928,1.0
1.0,2,1.4068004513436385,2.0656494532278655,9,0.11034482758620692,1.0
1.0,3,1.0173700309171634,1.3019850885090603,300,0.1570964247020585,1.0
1.0,4,1.1401922239381574,1.1126492663269514,1,0.09270386266094419,1.0
1.0,5,1.4161442751117186,1.2818509312555568,8,0.12164750957854409,1.0
1.0,6,1.5087386932558733,1.9968512107301433,232,0.11870503597122309,1.0
1.0,7,1.636744717155724,2.452521816530115,7,0.10000000000000006,0.9933333333333333
1.0,8,1.179942860949336,1.3174155124553903,8,0.09803921568627451,1.0
1.0,9,1.315658317104401,1.5067185258523137,59,0.11194029850746269,1.0
1.0,10,0.9525310441486982,1.1100284019845097,172,0.09508881922675035,1.0
1.0,11,1.449307161228994,1.4638633572970425,226,0.1273584905660377,1.0
1.0,12,1.2906675036900237,1.0770621139810987,7,0.09246575342465752,1.0
1.0,13,1.2548402768027105,1.113782708029845,4,0.09742647058823524,1.0
1.0,14,2.209083052866543,3.9347940664884127,31,0.11075949367088608,0.9833333333333333
1.0,15,1.8436659982237225,1.4915307866859007,7,0.10565338276181654,1.0
1.0,16,1.4460396476118307,1.8238533310538085,300,0.10412147505423003,1.0
1.0,17,1.5728588953936353,1.5206411271952303,131,0.09929789368104318,0.9933333333333333
1.0,18,1.17465258951232,1.1444393278065617,300,0.1314741035856574,1.0
1.0,19,1.0075548903108567,1.2568499086001943,10,0.10038986354775827,1.0
1.0,20,1.323127199275988,1.0373820010233532,201,0.11003236245954695,1.0
1.0,21,1.0776976397569022,1.195549456386102,49,0.09873949579831938,1.0
1.0,22,1.1211073334123642,1.2748095174952105,16,0.09794319294809012,1.0
1.0,23,1.38779302884441,1.5426111861911642,7,0.11732355637030245,1.0
1.0,24,1.8164566100566077,1.936738811406457,20,0.10625000000000002,0.96
1.0,25,1.4553919682567504,1.419962427214388,2,0.09471766848816021,1.0
1.0,26,1.1775933437164028,1.0729362514271432,8,0.10839843750000008,1.0
1.0,27,1.111547073411514,0.9205498015002269,5,0.09433962264150944,1.0
1.0,28,1.5100316468587929,1.0822829359339334,9,0.08836789900811552,0.5366666666666666
1.0,29,1.251499244094698,1.4273930494476341,19,0.09898989898989896,1.0
