hft_frac,n_pairs,diff_post_rv_per_volume_mean,diff_post_rv_per_volume_ci_low,diff_post_rv_per_volume_ci_high,diff_post_rv_per_volume_positive_share,diff_post_rv_per_trade_mean,diff_post_rv_per_trade_ci_low,diff_post_rv_per_trade_ci_high,diff_post_rv_per_trade_positive_share,diff_post_vol_per_sqrt_volume_mean,diff_post_vol_per_sqrt_volume_ci_low,diff_post_vol_per_sqrt_volume_ci_high,diff_post_vol_per_sqrt_volume_positive_share,diff_equal_volume_vol_ratio_mean,diff_equal_volume_vol_ratio_ci_low,diff_equal_volume_vol_ratio_ci_high,diff_equal_volume_vol_ratio_positive_share,diff_calendar_style_vol_ratio_mean,diff_calendar_style_vol_ratio_ci_low,diff_calendar_style_vol_ratio_ci_high,diff_calendar_style_vol_ratio_positive_share,diff_spread_ratio_mean,diff_spread_ratio_ci_low,diff_spread_ratio_ci_high,diff_spread_ratio_positive_share,diff_mm_stress_ratio_mean,diff_mm_stress_ratio_ci_low,diff_mm_stress_ratio_ci_high,diff_mm_stress_ratio_positive_share,diff_post_window_volume_mean,diff_post_window_volume_ci_low,diff_post_window_volume_ci_high,diff_post_window_volume_positive_share,diff_post_window_trades_mean,diff_post_window_trades_ci_low,diff_post_window_trades_ci_high,diff_post_window_trades_positive_share,diff_target_post_volume_mean,diff_target_post_volume_ci_low,diff_target_post_volume_ci_high,diff_target_post_volume_positive_share,diff_post_volume_error_mean,diff_post_volume_error_ci_low,diff_post_volume_error_ci_high,diff_post_volume_error_positive_share,diff_avg_sub_iters_mean,diff_avg_sub_iters_ci_low,diff_avg_sub_iters_ci_high,diff_avg_sub_iters_positive_share,diff_threshold_hit_rate_mean,diff_threshold_hit_rate_ci_low,diff_threshold_hit_rate_ci_high,diff_threshold_hit_rate_positive_share,diff_book_depleted_rate_mean,diff_book_depleted_rate_ci_low,diff_book_depleted_rate_ci_high,diff_book_depleted_rate_positive_share,diff_total_executed_volume_mean,diff_total_executed_volume_ci_low,diff_total_executed_volume_ci_high,diff_total_executed_volume_positive_share,diff_total_executed_trades_mean,diff_total_executed_trades_ci_low,diff_total_executed_trades_ci_high,diff_total_executed_trades_positive_share
0.0,50,-1.6145884105478198e-05,-3.526998916581384e-05,2.890227391239832e-06,0.34,-5.872579412863232e-05,-0.00012193772112272087,1.5546952127355832e-06,0.34,-8.387855460652761e-06,-8.417206100235172e-05,6.752753380943138e-05,0.44,-2.4175021513369748,-4.199998887898139,-0.8177405413870235,0.3,-0.7100003302946929,-1.0497739855161086,-0.371919351521019,0.28,-0.5606458925318087,-1.0218985511876093,-0.10950926738975665,0.3,0.03126666666666668,-0.0017349999999999976,0.07540166666666666,0.28,24.46,21.658,27.2805,1.0,77.68,50.277,106.588,0.72,0.0,0.0,0.0,0.0,24.46,21.658,27.2805,1.0,0.68604,0.651909,0.722373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3480.98,3301.537,3661.207,1.0,1256.32,1202.6115,1317.7735,1.0
0.2,50,2.297281499335074e-06,-1.764339627909131e-05,2.2552487631858043e-05,0.46,1.0558701788267138e-05,-5.7818191472143914e-05,7.768875226350493e-05,0.46,9.010503063144267e-05,9.965332969321772e-06,0.0001712094917705179,0.5,-0.4021314637816639,-3.217950991222713,2.349092083212826,0.4,-0.257514384860605,-0.915813478487939,0.4044770590546822,0.38,-0.19690311302408567,-1.025899341346681,0.6569370653468645,0.42,-0.007200000000000004,-0.03960666666666668,0.01819999999999999,0.12,23.48,20.519,26.78,1.0,9.74,-24.025,41.363499999999995,0.58,0.0,0.0,0.0,0.0,23.48,20.519,26.78,1.0,0.6335999999999999,0.6010749999999999,0.666161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3966.98,3801.0415,4146.144,1.0,1307.98,1267.7245,1353.581,1.0
0.4,50,-6.414808582026752e-06,-3.2981754136727175e-05,2.4009139956003218e-05,0.42,-2.1663846977567955e-05,-0.00011273380379029571,7.795476755358451e-05,0.42,6.233500059850142e-05,-3.0265860286789715e-05,0.00016141855665047222,0.6,-1.8137185668500897,-6.118862487189841,2.6086541293874608,0.42,-0.08609455152136246,-0.67829158077035,0.5333211684314392,0.46,0.176558136740923,-0.6130233287716779,0.9859801712380903,0.52,0.0030666666666666663,-0.005400000000000003,0.011535,0.12,26.42,23.0595,29.72,1.0,33.5,9.316500000000001,58.2425,0.6,0.0,0.0,0.0,0.0,26.42,23.0595,29.72,1.0,0.6037600000000001,0.575913,0.632883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4136.94,3958.496,4314.46,1.0,1376.94,1325.3439999999998,1426.423,1.0
0.6,50,-2.9858369579113625e-05,-6.187683102935255e-05,-3.133848821117709e-07,0.36,-0.00010255739409537463,-0.0002111531470593593,3.961202840083884e-07,0.38,2.6866158949262088e-05,-6.551587080549335e-05,0.00012112475512220603,0.56,-1.655340105291234,-5.300287634827838,2.3041947209853926,0.38,-0.47024535240176063,-1.085803542353248,0.13519941000410768,0.4,-0.43750729824059753,-1.1702826002588393,0.2841337515834315,0.36,-0.0053999999999999986,-0.015003333333333329,0.003535,0.08,32.14,27.86,36.04,1.0,42.62,14.117999999999999,74.19,0.64,0.0,0.0,0.0,0.0,32.14,27.86,36.04,1.0,0.60544,0.5814260000000002,0.630251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4444.8,4239.958,4623.965,1.0,1470.92,1419.2785,1526.6835,1.0
