hft_frac,info_lag,softlimit,metric,n_boot,n_base,n_delay,n_liquidity,n_combined,interaction_point,interaction_boot_mean,ci_low,ci_high,p_two_sided,ci_excludes_zero,positive_point
0.2,1,50,acf_abs_ret_1,1000,30,30,30,30,0.01837185983481776,0.02088852761281335,-0.054135884130838835,0.09811987510683251,0.604,False,True
0.2,1,50,acf_abs_ret_5,1000,30,30,30,30,0.010865659653987114,0.011053274798729227,-0.0579369652318576,0.0847530296363449,0.778,False,True
0.2,1,50,vol_persistence,1000,30,30,30,30,0.002724194532255364,0.003008360999906028,-0.0047409247153625215,0.011016461084020497,0.478,False,True
0.2,1,50,high_vol_cluster_share,1000,30,30,30,30,0.11917502787068018,0.12085340022296547,-0.04817168338907459,0.2718004459308804,0.152,False,True
0.2,1,50,vol_ratio,1000,30,30,30,30,0.3887881376983213,0.3803428783613818,-0.3806860595889345,1.115869076825982,0.312,False,True
0.2,3,20,acf_abs_ret_1,1000,30,30,30,30,-0.06765599518455384,-0.06689212079969889,-0.1337216959851776,-0.000511596537353881,0.048,True,False
0.2,3,20,acf_abs_ret_5,1000,30,30,30,30,-0.10463077972756828,-0.10573403497262905,-0.17737393748904634,-0.03776462675232081,0.002,True,False
0.2,3,20,vol_persistence,1000,30,30,30,30,-0.007355473911443089,-0.0073339355472837415,-0.016092713044150102,0.0007560031687912505,0.084,False,False
0.2,3,20,high_vol_cluster_share,1000,30,30,30,30,-0.18004459308807125,-0.176196878483835,-0.32200390189520617,-0.021964882943144068,0.032,True,False
0.2,3,20,vol_ratio,1000,30,30,30,30,-0.8893169436109929,-0.8825825643156214,-1.6821955984255033,-0.053268455072474255,0.038,True,False
0.2,3,50,acf_abs_ret_1,1000,30,30,30,30,0.042615664205371384,0.041024951384524354,-0.030212702066845485,0.11223424225146603,0.25,False,True
0.2,3,50,acf_abs_ret_5,1000,30,30,30,30,-0.031973757753472984,-0.0320572701862961,-0.10682139716020035,0.04408487293432542,0.374,False,False
0.2,3,50,vol_persistence,1000,30,30,30,30,-0.000624816855929633,-0.000667621439263711,-0.009946243232906549,0.008816744180957386,0.872,False,False
0.2,3,50,high_vol_cluster_share,1000,30,30,30,30,-0.032552954292084824,-0.03390613154960981,-0.19488294314381258,0.12375418060200677,0.67,False,False
0.2,3,50,vol_ratio,1000,30,30,30,30,-0.025383031351963847,-0.043861035974042645,-0.907775722710486,0.8490324210145526,0.9,False,False
0.2,5,20,acf_abs_ret_1,1000,30,30,30,30,-0.058743386474104764,-0.05817143083881901,-0.1266166333261563,0.015918221822594728,0.106,False,False
0.2,5,20,acf_abs_ret_5,1000,30,30,30,30,-0.09029757694927613,-0.08931979500411484,-0.16702434592374615,-0.014295821304039058,0.016,True,False
0.2,5,20,vol_persistence,1000,30,30,30,30,-0.007098646110648477,-0.00730971696038304,-0.015450685840905328,0.001061801538779929,0.084,False,False
0.2,5,20,high_vol_cluster_share,1000,30,30,30,30,-0.11772575250836109,-0.11543088071348946,-0.27882943143812716,0.047059643255295304,0.162,False,False
0.2,5,20,vol_ratio,1000,30,30,30,30,-0.6851955527238167,-0.7010477738390656,-1.4174827251515731,0.04684270302220605,0.066,False,False
0.2,5,50,acf_abs_ret_1,1000,30,30,30,30,0.06376756649594928,0.06443039868774868,-0.016928035109032725,0.13957995063327974,0.116,False,True
0.2,5,50,acf_abs_ret_5,1000,30,30,30,30,0.02813690118576978,0.02824148928177354,-0.04689317362451538,0.105779788697853,0.482,False,True
0.2,5,50,vol_persistence,1000,30,30,30,30,0.005298392742353775,0.005071972740494788,-0.0032125252221088863,0.01341719225993629,0.242,False,True
