run,seed,hft_frac,info_lag,book_volume,speed_mult,softlimit,n_iter,shock_it,shock_dp,vol_ratio,spread_ratio,max_drawdown,recovery_time,mm_panic_ratio,acf_abs_ret_1,acf_abs_ret_5,vol_persistence,high_vol_cluster_share
152,152021520,0.2,0,1500,2,100,500,200,-10,1.288149859937839,1.253397237134637,0.1389172625127682,15,1.0,0.443065245798743,0.051000274574607846,0.9518719803842259,0.23411371237458195
153,153021520,0.2,0,1500,2,100,500,200,-10,3.2112964476326167,3.1142364646663,0.08990825688073392,18,1.0,0.25115392847254714,0.028703881319070285,0.9100606875196768,0.7892976588628763
154,154021520,0.2,0,1500,2,100,500,200,-10,4.565625882132866,5.450534317086243,0.27821011673151747,93,1.0,0.33341766908048276,0.15116719216418203,0.975331693847313,0.5752508361204013
155,155021520,0.2,0,1500,2,100,500,200,-10,1.1315004949532477,1.1445148710822006,0.10370370370370367,19,1.0,0.25779905590844565,0.20682056469819302,0.9519121237625776,0.14046822742474915
156,156021520,0.2,0,1500,2,100,500,200,-10,1.8627641991026298,2.1239778613129676,0.15065722952477253,71,1.0,0.316779717607958,0.03456310732503063,0.9618373694870964,0.5317725752508361
157,157021520,0.2,0,1500,2,100,500,200,-10,1.0569135351161596,1.7773060655037878,0.18887823585810165,300,1.0,0.23253710798388924,0.14205208271738395,0.9644625156192106,0.31438127090301005
158,158021520,0.2,0,1500,2,100,500,200,-10,1.0012430274173763,1.0869251686904142,0.15400624349635794,9,1.0,0.1853828143570983,0.22683704005212774,0.9658920235284001,0.08361204013377926
159,159021520,0.2,0,1500,2,100,500,200,-10,2.083782564016875,1.7974304715256828,0.15706806282722513,83,1.0,0.29610415686750874,0.2378254698607235,0.9700044219502619,0.8394648829431438
160,160021520,0.2,0,1500,2,100,500,200,-10,1.4501320819178056,1.3993228595110323,0.1156756756756757,3,1.0,0.1517106159535828,0.1304246752957718,0.9701713767327212,0.23076923076923078
161,161021520,0.2,0,1500,2,100,500,200,-10,1.521559740862154,1.5309375239990402,0.1441351888667992,5,1.0,0.4243365491225273,0.2813317858894488,0.9794429507995078,0.2408026755852843
162,162021520,0.2,0,1500,2,100,500,200,-10,3.125295739626492,2.860562059194455,0.17174515235457058,23,1.0,0.40949864189585095,0.18303246271253437,0.964415086257548,0.745819397993311
163,163021520,0.2,0,1500,2,100,500,200,-10,1.961268681334777,2.280173329150102,0.1509803921568628,8,1.0,0.5128877306291573,0.3998294174073427,0.9831918296349454,0.3745819397993311
164,164021520,0.2,0,1500,2,100,500,200,-10,4.160269665930588,2.7407813576143436,0.18507157464212673,43,1.0,0.28939408964140084,0.14723924562376267,0.9748244543544106,0.5451505016722408
165,165021520,0.2,0,1500,2,100,500,200,-10,3.3584716820260923,3.2757469775322496,0.26528692380056446,28,1.0,0.30988905313518533,0.2538208227184327,0.9670440999889754,0.3377926421404682
166,166021520,0.2,0,1500,2,100,500,200,-10,2.644269584259377,4.281813547918677,0.1321184510250569,6,1.0,0.24641644021456285,0.017788755030147495,0.9293978597360253,0.9498327759197325
167,167021520,0.2,0,1500,2,100,500,200,-10,5.830007263283064,4.187647269071485,0.20467185761957735,8,1.0,0.23445621933171765,0.2232550435603502,0.9641114751406439,0.9063545150501672
168,168021520,0.2,0,1500,2,100,500,200,-10,3.2036706204083965,5.78685955961734,0.11263157894736846,49,1.0,0.38205804187302894,0.0116841645864078,0.9548796158438638,0.9565217391304348
169,169021520,0.2,0,1500,2,100,500,200,-10,1.6679467726481059,1.8440299061130112,0.10784313725490197,183,0.9866666666666667,0.150546754223304,0.04259250112948996,0.9372368663815802,0.3879598662207358
170,170021520,0.2,0,1500,2,100,500,200,-10,1.5521382406288236,1.8238137019376486,0.16422594142259403,38,1.0,0.360853427667649,0.12841726152653152,0.9668398160268888,0.31438127090301005
171,171021520,0.2,0,1500,2,100,500,200,-10,0.5995349747924907,0.6767049383589095,0.09730250481695563,12,1.0,0.3200188861641422,0.08537418712966739,0.9534637255291625,0.030100334448160536
172,172021520,0.2,0,1500,2,100,500,200,-10,2.1309912556560624,2.3550964107389896,0.1362725450901803,9,1.0,0.20631807473075067,0.005480341151509824,0.9481464314545008,0.9364548494983278
173,173021520,0.2,0,1500,2,100,500,200,-10,1.2261755489556716,1.3928191025127796,0.1606268364348677,42,1.0,0.2858882683416048,0.11829257826663718,0.9634528349893212,0.2040133779264214
174,174021520,0.2,0,1500,2,100,500,200,-10,3.3009172969703195,2.198785507354901,0.2714708785784798,49,1.0,0.34529761702831485,0.2253751957641987,0.9722924970710721,0.5150501672240803
175,175021520,0.2,0,1500,2,100,500,200,-10,3.7799345726406646,4.054292020154729,0.21748400852878455,33,1.0,0.40849147390241924,0.18351171654461937,0.9724761072697375,0.6622073578595318
176,176021520,0.2,0,1500,2,100,500,200,-10,1.074133298106102,1.3887144551864823,0.14046822742474926,23,1.0,0.3763442491047654,0.21731785357981676,0.9694710346773292,0.2140468227424749
177,177021520,0.2,0,1500,2,100,500,200,-10,3.51929918781568,3.527560006028498,0.12944664031620562,23,1.0,0.4252025382673964,0.2483766658921646,0.9694355927043,0.5484949832775919
178,178021520,0.2,0,1500,2,100,500,200,-10,5.012309557905822,2.84403440620947,0.23185840707964606,110,1.0,0.24641461908695686,0.15953125554945732,0.9679074076512392,0.7759197324414716
179,179021520,0.2,0,1500,2,100,500,200,-10,1.2072132736195011,1.6171174848208918,0.11053719008264466,6,1.0,0.17793290617285992,0.2104421346388701,0.9640553700861242,0.10702341137123746
180,180021520,0.2,0,1500,2,100,500,200,-10,2.2375519490658906,1.7751658617838293,0.1462488129154795,47,0.9233333333333333,0.3308249644848279,0.2806260342753605,0.9712378034736435,0.5050167224080268
181,181021520,0.2,0,1500,2,100,500,200,-10,1.7943219746446497,1.7044492022920508,0.1975806451612904,41,1.0,0.33496486862915176,0.1691932548907178,0.9709277330805213,0.42474916387959866
182,182021520,0.2,0,1500,2,100,500,200,-10,2.818496853232605,3.852199913005977,0.1279569892473119,42,0.8833333333333333,0.45312481867975574,0.20470671941506288,0.9693585190990008,0.4882943143812709
183,183021520,0.2,0,1500,2,100,500,200,-10,3.363979597070357,3.5083569276018536,0.17322097378277154,47,1.0,0.45512108781354443,0.2900680832945209,0.9795143485589577,0.7892976588628763
184,184021520,0.2,0,1500,2,100,500,200,-10,1.7772691906960676,2.470552679990698,0.0978260869565218,102,0.9433333333333334,0.39906811231521666,0.2979584724445496,0.9593135844892559,0.38461538461538464
185,185021520,0.2,0,1500,2,100,500,200,-10,1.499024251900913,1.37310911444587,0.12571428571428575,278,0.0,0.2559828850690918,0.27511412074375075,0.9407814597198177,0.44816053511705684
186,186021520,0.2,0,1500,2,100,500,200,-10,1.0896334748238938,1.009123473827005,0.10331384015594537,300,1.0,0.2138075426879276,-0.021351842641013908,0.9312175788258706,0.12040133779264214
187,187021520,0.2,0,1500,2,100,500,200,-10,1.7262226037180832,2.2256367910849595,0.19686800894854595,300,1.0,0.242092229956033,0.20526245122987086,0.9609713532271468,0.5585284280936454
188,188021520,0.2,0,1500,2,100,500,200,-10,1.583534548246969,2.489322529657325,0.2653884964682139,33,1.0,0.3767024128839862,0.13310563725206292,0.9804736760775365,0.3311036789297659
189,189021520,0.2,0,1500,2,100,500,200,-10,2.278853982697539,2.55579163099303,0.21626617375231058,300,1.0,0.4856153285423339,0.29863670083934046,0.9707488689646488,0.4013377926421405
190,190021520,0.2,0,1500,2,100,500,200,-10,1.8692612480398627,1.4062641231894708,0.1404786680541103,27,1.0,0.10520435483648284,0.03583460875196256,0.9462976153393229,0.30434782608695654
191,191021520,0.2,0,1500,2,100,500,200,-10,1.4429354632643334,1.1251232773688882,0.13201663201663205,4,1.0,0.25586378434628104,0.08436095948594034,0.9374421837074854,0.391304347826087
192,192021520,0.2,0,1500,2,100,500,200,-10,0.7650078103249055,0.8494169805428972,0.1677360219981668,300,1.0,0.29126537074260717,0.1477947515261085,0.9663431202052623,0.11371237458193979
193,193021520,0.2,0,1500,2,100,500,200,-10,2.686743877309187,2.3152518684528314,0.17827298050139279,36,1.0,0.3253874110412993,0.05229862808252978,0.9606672962977822,0.5752508361204013
194,194021520,0.2,0,1500,2,100,500,200,-10,1.4836893545798413,1.8966352066563543,0.13408876298394715,55,1.0,0.506761049236697,0.34797234736873844,0.9717943891834452,0.25418060200668896
195,195021520,0.2,0,1500,2,100,500,200,-10,1.5036259060200898,1.2953676691595724,0.17870722433460073,28,1.0,0.18202964751124068,0.2810481104863256,0.9628924833467924,0.19732441471571907
196,196021520,0.2,0,1500,2,100,500,200,-10,5.767455798706925,7.554582186101112,0.41719457013574657,136,1.0,0.3407246416938771,0.030890833095366298,0.9534592260893948,0.7993311036789298
197,197021520,0.2,0,1500,2,100,500,200,-10,5.563844990745788,4.667765476372463,0.1792828685258964,31,1.0,0.32387635651041746,-0.05795411940168121,0.9637959801059894,0.882943143812709
198,198021520,0.2,0,1500,2,100,500,200,-10,1.5890343138603231,1.4814321744622045,0.11028037383177568,105,1.0,0.29320410329066066,0.2690566332989,0.9726269063334296,0.2842809364548495
199,199021520,0.2,0,1500,2,100,500,200,-10,0.7408008693806619,0.7683019989440686,0.18457031250000006,300,1.0,0.2613062672334918,0.17372207407431248,0.9552140851820498,0.05351170568561873
0,21320,0.2,1,300,2,100,500,200,-10,4.042552501182967,4.564392543268728,0.3366733466933867,8,1.0,0.6479384410836717,0.2164203874281353,0.9884926695962155,0.568561872909699
1,1021320,0.2,1,300,2,100,500,200,-10,4.495986497724151,5.533462687626319,0.5715658021133525,21,1.0,0.41220850788627,0.2782478620624188,0.9806528445514134,0.5183946488294314
2,2021320,0.2,1,300,2,100,500,200,-10,5.540558225331778,8.652764534836512,0.26512096774193544,20,0.92,0.3604044671227108,0.238506448010996,0.95847938503243,0.8595317725752508
3,3021320,0.2,1,300,2,100,500,200,-10,4.323453754318238,6.287434655796089,0.18398474737845577,11,0.99,0.37914298420472825,0.18520339312336215,0.9594021607237683,0.8896321070234113
4,4021320,0.2,1,300,2,100,500,200,-10,1.5482906698095293,1.5878219763586614,0.18565815324165022,21,1.0,0.27857824341546983,0.16246102656501282,0.9629047468403107,0.1806020066889632
5,5021320,0.2,1,300,2,100,500,200,-10,2.0121340734028377,1.748212602249323,0.14138817480719795,3,1.0,0.4727926808975949,0.15121347394768456,0.9642666323207087,0.3311036789297659
6,6021320,0.2,1,300,2,100,500,200,-10,0.6805060947421594,0.5357652735004917,0.2116650987770461,6,1.0,0.2944882823536207,0.12119430506598791,0.9561802047867934,0.0
7,7021320,0.2,1,300,2,100,500,200,-10,1.6056339803128032,1.9489377524812692,0.12142038946162652,11,1.0,0.18355929277381902,0.07522503945200232,0.9476222837944931,0.3979933110367893
8,8021320,0.2,1,300,2,100,500,200,-10,2.8902340206496726,4.102840681013285,0.13413304252998906,7,0.9833333333333333,0.4202502350213592,0.1757251663657319,0.9787915474457549,0.5852842809364549
9,9021320,0.2,1,300,2,100,500,200,-10,3.8757708570003304,4.330834897020532,0.30589335827876524,13,1.0,0.363275445194734,0.14413355386870566,0.9595287497557912,0.36454849498327757
10,10021320,0.2,1,300,2,100,500,200,-10,2.0893707726345787,1.4711833205214888,0.14616755793226385,216,1.0,0.477943453341897,0.3394140745942673,0.9813482484828747,0.5183946488294314
11,11021320,0.2,1,300,2,100,500,200,-10,4.345563950704507,7.26222531987942,0.4299900695134062,12,1.0,0.3605943252835672,0.1753263141482545,0.9633453330516953,0.6622073578595318
12,12021320,0.2,1,300,2,100,500,200,-10,0.6080429519305781,0.6291210136169647,0.5023651844843898,12,1.0,0.5704628137780905,0.2903688438692748,0.9701613883417839,0.06354515050167224
13,13021320,0.2,1,300,2,100,500,200,-10,2.4055474402008006,2.0168616414277825,0.10129096325719963,8,1.0,0.47828320059172297,0.18129063108446086,0.9611958666293011,0.28762541806020064
14,14021320,0.2,1,300,2,100,500,200,-10,4.899418863779908,7.964748816325332,0.10864978902953584,25,0.9133333333333333,0.3804604913049786,0.1182858468693337,0.9699379697526581,0.9832775919732442
15,15021320,0.2,1,300,2,100,500,200,-10,1.597461886379362,1.4859922306783608,0.2836230558096981,1,1.0,0.52524763741974,0.256148669511631,0.9786893682632228,0.24749163879598662
16,16021320,0.2,1,300,2,100,500,200,-10,1.7893867837534208,2.634584459767701,0.19799999999999998,10,0.9433333333333334,0.4626868348310982,0.04897688842129004,0.9401553610479105,0.5284280936454849
17,17021320,0.2,1,300,2,100,500,200,-10,1.4499743695919414,1.8782636061982974,0.14855875831485593,22,1.0,0.4427132138661371,0.1001811494928821,0.9714736882233277,0.34782608695652173
18,18021320,0.2,1,300,2,100,500,200,-10,0.9988139685427861,0.9154040740099898,0.23012048192771087,11,1.0,0.6086122385029724,0.21080998455821962,0.9722189136005717,0.18394648829431437
19,19021320,0.2,1,300,2,100,500,200,-10,1.5134494263678109,1.4995421914358245,0.15102040816326529,6,1.0,0.45380117682867116,0.13679967751576727,0.9564824217987082,0.28762541806020064
20,20021320,0.2,1,300,2,100,500,200,-10,1.5682533090128885,1.83088238223094,0.11335254562920268,15,1.0,0.44844565355923055,0.06168347657694521,0.9669696005908157,0.25752508361204013
21,21021320,0.2,1,300,2,100,500,200,-10,1.4733080488830737,3.365480790721638,0.7033898305084746,101,1.0,0.5679612306247354,0.16625200136189466,0.977239822330196,0.22408026755852842
22,22021320,0.2,1,300,2,100,500,200,-10,3.9377092938201557,4.179187110756061,0.2405431619786615,12,1.0,0.5407920328745913,0.2506415641646443,0.9749530444800328,0.6555183946488294
23,23021320,0.2,1,300,2,100,500,200,-10,2.7711483022249928,4.7307156102483745,0.205521472392638,12,1.0,0.5127893000826438,0.3455141451548628,0.9684069442367821,0.7558528428093646
24,24021320,0.2,1,300,2,100,500,200,-10,1.9017602056047067,1.9392259415078286,0.2487205731832139,17,1.0,0.3625798082856689,0.185932870833433,0.9679115265594254,0.2709030100334448
25,25021320,0.2,1,300,2,100,500,200,-10,1.121010775012904,1.1451677800076911,0.10617059891107081,8,1.0,0.6558976718194597,0.45207566071661565,0.9788640314347249,0.18729096989966554
26,26021320,0.2,1,300,2,100,500,200,-10,2.2603005473204667,2.1548988315485786,0.24501992031872516,300,1.0,0.6597311174817311,0.19638870015741694,0.9749779512501296,0.3779264214046823
27,27021320,0.2,1,300,2,100,500,200,-10,1.4477883724861753,1.4285482388992512,0.2545260915867945,13,1.0,0.6214088388999768,0.30642911694556735,0.972978352169064,0.13377926421404682
28,28021320,0.2,1,300,2,100,500,200,-10,1.442885291653782,1.5212893582313918,0.18880351262349054,17,1.0,0.29931225593636407,0.064687399807751,0.9433590763914816,0.3076923076923077
29,29021320,0.2,1,300,2,100,500,200,-10,2.2861760308752044,2.863804366941921,0.3159041394335512,70,1.0,0.49225110975604985,0.3204233345542979,0.9764229819941704,0.6521739130434783
30,30021320,0.2,1,300,2,100,500,200,-10,1.130252576914599,0.9789386293453413,0.46757322175732213,23,1.0,0.395130420195826,0.20261966563687464,0.9578367090038279,0.1505016722408027
31,31021320,0.2,1,300,2,100,500,200,-10,1.9351059751599684,1.3369518435871293,0.3926096997690531,17,1.0,0.639428147386235,0.1287199022759652,0.9701893857399777,0.2709030100334448
32,32021320,0.2,1,300,2,100,500,200,-10,1.3310433529471648,1.9013898270654472,0.0932203389830509,21,0.54,0.5095975877911887,0.3363715286218764,0.9660753733212146,0.24414715719063546
33,33021320,0.2,1,300,2,100,500,200,-10,1.3025482357483473,1.4702793742536453,0.18781725888324874,120,1.0,0.4199911903755767,0.30371941682837,0.9660135673739721,0.2508361204013378
34,34021320,0.2,1,300,2,100,500,200,-10,2.3045945004214694,2.462052694839858,0.10126582278481007,6,1.0,0.5334323750162516,0.2343785658079862,0.9693526426326314,0.4816053511705686
35,35021320,0.2,1,300,2,100,500,200,-10,1.7024185966745558,1.5069458326604537,0.09221311475409837,3,1.0,0.5139842306724283,0.10418342257650118,0.9748827915842374,0.20066889632107024
36,36021320,0.2,1,300,2,100,500,200,-10,4.422742225044632,8.610146539593641,0.3178378378378378,11,1.0,0.3624147006093608,0.28490671764576314,0.9718114155349563,0.9732441471571907
37,37021320,0.2,1,300,2,100,500,200,-10,1.558356700909617,1.634213214404378,0.3026584867075664,8,1.0,0.4698842115439222,0.12662115699373808,0.9553123550178426,0.2508361204013378
38,38021320,0.2,1,300,2,100,500,200,-10,2.8367008316296833,2.2199026522942527,0.11855670103092783,5,1.0,0.41818254729750787,0.24767778415308075,0.9745546547863313,0.5050167224080268
39,39021320,0.2,1,300,2,100,500,200,-10,1.76122775747078,1.7446738025874422,0.18363273453093817,11,1.0,0.5085262265336383,0.1935407438415198,0.9678424788530497,0.3076923076923077
40,40021320,0.2,1,300,2,100,500,200,-10,1.4376990756784707,1.7879241374221337,0.10628465804066543,11,0.8933333333333333,0.50029705322332,0.04769087246591687,0.9574701655689877,0.23745819397993312
41,41021320,0.2,1,300,2,100,500,200,-10,1.683085963613414,1.6524557317527113,0.0957551826258638,13,0.8,0.2583732977475168,0.20161138144423066,0.9590433283233741,0.3879598662207358
42,42021320,0.2,1,300,2,100,500,200,-10,2.058075311702751,1.9267812275379868,0.10171198388721042,4,1.0,0.5726900132695997,0.258142031077647,0.9767291999972131,0.451505016722408
43,43021320,0.2,1,300,2,100,500,200,-10,3.9016276906967127,6.789746112500191,0.25,68,1.0,0.616944952472746,0.1497975865333661,0.9744516678577372,0.7090301003344481
44,44021320,0.2,1,300,2,100,500,200,-10,1.5160660307563119,2.5534094526736943,0.09400179051029543,2,1.0,0.4814787839176522,0.19703464180132133,0.9720120606224324,0.25752508361204013
45,45021320,0.2,1,300,2,100,500,200,-10,4.175106913743677,3.7330311316485614,0.4164332399626517,15,1.0,0.37907321377256037,0.03326850923766818,0.9554377302177067,0.5183946488294314
46,46021320,0.2,1,300,2,100,500,200,-10,2.157673626566056,2.2534622220533365,0.4217221135029354,6,1.0,0.5916102994735551,0.25555079695537497,0.9773966147173091,0.3076923076923077
47,47021320,0.2,1,300,2,100,500,200,-10,2.0956644137260123,1.9107611911474476,0.1078341013824885,7,1.0,0.40891831496233666,0.1613068067055495,0.9821212154754743,0.46153846153846156
48,48021320,0.2,1,300,2,100,500,200,-10,0.5102586312018961,0.8982173587961423,0.5756097560975609,9,1.0,0.4881359542392193,0.3172605445657253,0.9636511210076699,0.033444816053511704
49,49021320,0.2,1,300,2,100,500,200,-10,0.7399957301425769,0.602331448264461,0.09821428571428563,7,1.0,0.21194623777564714,0.12797874252075064,0.9633781459576437,0.0
50,50021320,0.2,1,300,2,100,500,200,-10,3.530200793510174,4.538695643214686,0.11864406779661024,14,1.0,0.38144700626458794,0.09813867958095454,0.9532206851638452,0.8762541806020067
51,51021320,0.2,1,300,2,100,500,200,-10,2.8493295902173985,2.775862230693687,0.1812688821752266,23,1.0,0.37216688138742127,0.3236978694782151,0.9624540192937413,0.411371237458194
52,52021320,0.2,1,300,2,100,500,200,-10,5.028948655323796,5.287785141633114,0.3149688149688149,26,0.9166666666666666,0.5691607588411349,0.38705151354007006,0.9782985781419795,0.6989966555183946
53,53021320,0.2,1,300,2,100,500,200,-10,1.9258949428301861,2.3046900374943244,0.08733205374280238,9,0.9733333333333334,0.349739031991743,0.24477598221207617,0.9715420079452846,0.33444816053511706
54,54021320,0.2,1,300,2,100,500,200,-10,2.544728855328578,2.590230724009243,0.32954545454545453,8,1.0,0.3908412545844168,0.058435498544677826,0.9587096980296672,0.4280936454849498
55,55021320,0.2,1,300,2,100,500,200,-10,1.0883723207024938,1.0286662827416773,0.07692307692307693,2,1.0,0.5041840466786633,0.3523824979411041,0.9791127890686347,0.013377926421404682
56,56021320,0.2,1,300,2,100,500,200,-10,1.8424687704448346,2.2508941241606846,0.13577799801783946,10,0.9733333333333334,0.4412454869807399,0.15557598645033224,0.9683744991999048,0.3779264214046823
57,57021320,0.2,1,300,2,100,500,200,-10,2.103710309517632,2.1080728363415067,0.27819548872180444,19,1.0,0.35778993736958986,0.06748084323058873,0.9544035165659548,0.3712374581939799
58,58021320,0.2,1,300,2,100,500,200,-10,3.2299108983603997,4.504409989709525,0.09270927092709269,35,0.9233333333333333,0.44492789445259784,0.0280152995102436,0.9490192428382656,0.8862876254180602
59,59021320,0.2,1,300,2,100,500,200,-10,1.314506028059818,1.6823837243602753,0.31552419354838707,18,1.0,0.6110291835732429,0.397820779047723,0.9854056699095018,0.1605351170568562
60,60021320,0.2,1,300,2,100,500,200,-10,3.5906612891538,4.612215040874648,0.19167579408543264,300,1.0,0.37460969474426453,0.305278925718658,0.9702983595785253,0.5719063545150501
61,61021320,0.2,1,300,2,100,500,200,-10,1.5936741968165904,1.6121456975332935,0.2776176753121997,1,1.0,0.3980031781613429,0.1297352942574696,0.953476766713466,0.21739130434782608
62,62021320,0.2,1,300,2,100,500,200,-10,4.907880388967522,4.7661117236133315,0.23232323232323232,21,0.9566666666666667,0.44338705801826545,0.12422443134778108,0.9671258761135892,0.8461538461538461
63,63021320,0.2,1,300,2,100,500,200,-10,1.6927447307708032,1.7154730894445747,0.5101289134438305,12,1.0,0.44102475365451105,0.19181387104122025,0.9619531071252069,0.3110367892976589
64,64021320,0.2,1,300,2,100,500,200,-10,1.5477335022041832,1.9617479173865893,0.7563025210084033,99,1.0,0.3764494928682682,0.06775776037155945,0.9437303555545661,0.21070234113712374
65,65021320,0.2,1,300,2,100,500,200,-10,1.3006268931292715,1.4656782220992126,0.1548527808069793,8,1.0,0.20108000661636388,0.09721556738501601,0.9621090013363608,0.19732441471571907
66,66021320,0.2,1,300,2,100,500,200,-10,6.106138312520058,5.964515685053454,0.38893925657298273,27,1.0,0.6141035363045689,0.258625316659304,0.9766136090355617,0.6020066889632107
67,67021320,0.2,1,300,2,100,500,200,-10,2.7730684972950987,1.628767031718731,0.33992094861660077,3,1.0,0.6260061770066107,0.11019041139707642,0.9744366020522669,0.29431438127090304
68,68021320,0.2,1,300,2,100,500,200,-10,2.7826804204896103,2.5803913982443367,0.4500959692898273,138,1.0,0.29598025587186994,0.21821338867803905,0.9679030809078315,0.3779264214046823
69,69021320,0.2,1,300,2,100,500,200,-10,0.4904222583599777,0.6893910472623996,0.15351351351351356,19,1.0,0.5087508650627175,0.17569898087191438,0.9724031235216016,0.0
70,70021320,0.2,1,300,2,100,500,200,-10,2.206577032192082,1.3205252914534769,0.32700993676603435,8,1.0,0.7580502081281183,0.1436360548111957,0.9809863348388874,0.3210702341137124
71,71021320,0.2,1,300,2,100,500,200,-10,4.28693237368944,6.061190962203012,0.7190751445086706,20,1.0,0.4314485513432091,0.07322737916519291,0.9683828746893,0.5083612040133779
72,72021320,0.2,1,300,2,100,500,200,-10,0.7859471153035795,0.665711345697482,0.2446448703494927,8,1.0,0.5079613808430435,0.32885773337103774,0.9737369146235452,0.0802675585284281
73,73021320,0.2,1,300,2,100,500,200,-10,1.1318107475968364,1.1092827244854042,0.15418502202643172,8,1.0,0.4978419699855988,0.08945879196293549,0.9730308333574553,0.09364548494983277
74,74021320,0.2,1,300,2,100,500,200,-10,1.2917154734757965,1.7306663716484842,0.27235772357723587,300,0.7833333333333333,0.4466896870603872,0.09466219393227215,0.9614717426344843,0.3277591973244147
75,75021320,0.2,1,300,2,100,500,200,-10,6.913968584384458,10.756981170815008,0.28318584070796465,22,0.89,0.45739978369379586,0.17258200549066038,0.976474654309769,0.9464882943143813
76,76021320,0.2,1,300,2,100,500,200,-10,3.3950339510995167,2.845716762997211,0.36380952380952386,34,1.0,0.4968046241491928,0.18289915582291832,0.957814154117538,0.3210702341137124
77,77021320,0.2,1,300,2,100,500,200,-10,0.8995683255066571,1.1933761411919241,0.18102508178844065,14,1.0,0.39909539477614986,0.17694582679492743,0.959748262696113,0.06020066889632107
78,78021320,0.2,1,300,2,100,500,200,-10,2.3880457500367736,3.8436086178966535,0.25074626865671645,19,1.0,0.15887697897249414,0.17140663187589064,0.959173768174337,0.6822742474916388
79,79021320,0.2,1,300,2,100,500,200,-10,1.1224494016592368,1.3418854491237304,0.11650485436893204,6,1.0,0.5347131180333614,0.36020793369906157,0.9788658549505689,0.07357859531772576
80,80021320,0.2,1,300,2,100,500,200,-10,1.3421291531567565,1.5855929808679108,0.10263396911898272,10,1.0,0.5010541841385557,0.23027027143404397,0.9779374059152883,0.2842809364548495
81,81021320,0.2,1,300,2,100,500,200,-10,2.4975268371090125,2.308718754978866,0.4025270758122743,23,1.0,0.5229151665701746,0.2624023573491025,0.9801090101493232,0.27424749163879597
82,82021320,0.2,1,300,2,100,500,200,-10,1.4979377270545187,0.9743673393374489,0.22747415066469726,300,1.0,0.3159607140501952,0.041964532363768695,0.9368451800872619,0.20066889632107024
83,83021320,0.2,1,300,2,100,500,200,-10,5.143403045117035,7.409493827237439,0.1065400843881856,28,0.94,0.3838104087260222,0.1874041758371972,0.9614761983936435,1.0
84,84021320,0.2,1,300,2,100,500,200,-10,1.2722283260212477,1.2383756144870108,0.1771894093686355,12,1.0,0.3169036717158403,0.11686122229170495,0.9622903632795786,0.25752508361204013
85,85021320,0.2,1,300,2,100,500,200,-10,2.1020544225568996,1.9890738097249043,0.16202783300198806,11,1.0,0.275789889419278,0.20636922817978384,0.9510756042047787,0.3010033444816054
86,86021320,0.2,1,300,2,100,500,200,-10,2.912321255702047,4.591753362034054,0.26591458501208703,25,1.0,0.2876116501078271,0.297325299873175,0.9614891607025526,0.4682274247491639
87,87021320,0.2,1,300,2,100,500,200,-10,1.4189163198553205,1.046917036646848,0.08639705882352934,5,1.0,0.39485002261388974,0.09561485309472935,0.9674164979625806,0.1505016722408027
88,88021320,0.2,1,300,2,100,500,200,-10,0.7220739968012606,0.8688174589096597,0.467680608365019,32,1.0,0.35716599015816064,0.19159315433546822,0.9435519940870052,0.06688963210702341
89,89021320,0.2,1,300,2,100,500,200,-10,2.696827692606892,2.949252426129876,0.25,14,1.0,0.41890867081808414,0.14036390842203564,0.9669174086153651,0.32441471571906355
90,90021320,0.2,1,300,2,100,500,200,-10,0.51871488022528,0.6305258827999026,0.054455445544554455,6,1.0,0.29422085829379974,0.055475713648815275,0.9558573004522033,0.0
91,91021320,0.2,1,300,2,100,500,200,-10,4.2540409395023415,4.237110286705153,0.3123893805309734,10,1.0,0.4672257930330405,0.1955896831577179,0.9732673334056896,0.5719063545150501
92,92021320,0.2,1,300,2,100,500,200,-10,1.6390031891059356,1.6566880239851403,0.34037558685446007,22,1.0,0.4416320588096315,0.17839848252209198,0.9603911788545656,0.2842809364548495
93,93021320,0.2,1,300,2,100,500,200,-10,1.0770698642115728,1.3189300275901272,0.17052270779777212,11,0.37333333333333335,0.42467402696640744,0.2943853410536159,0.9739150627231561,0.18394648829431437
94,94021320,0.2,1,300,2,100,500,200,-10,3.658056770068766,2.847439337756894,0.33005893909626716,9,1.0,0.514588936506761,0.1319887086440543,0.9672014144235629,0.3010033444816054
95,95021320,0.2,1,300,2,100,500,200,-10,2.1459630938438363,1.5876870021591627,0.17057396928051743,7,1.0,0.4161541486381054,0.1547977354814866,0.9677086436829715,0.47157190635451507
96,96021320,0.2,1,300,2,100,500,200,-10,2.3229173031775905,2.200296897288348,0.2922279792746114,30,1.0,0.7206117472390109,0.3631008559431682,0.9822324020370526,0.22408026755852842
97,97021320,0.2,1,300,2,100,500,200,-10,1.6316458183401519,1.2348942827247869,0.4196750902527076,32,1.0,0.48324031941962814,0.30625145102284484,0.9810226354839727,0.22073578595317725
98,98021320,0.2,1,300,2,100,500,200,-10,0.5357359217503084,0.7393379973645112,0.4748062015503876,9,1.0,0.3677189511392194,0.11160038113260505,0.9691757961427461,0.033444816053511704
99,99021320,0.2,1,300,2,100,500,200,-10,3.294116452051186,3.9550985523432165,0.30358785648574055,11,1.0,0.46288622457298767,0.26307394039187215,0.9772515113232153,0.43812709030100333
