info_lag,book_volume,hft_frac,n_runs,vol_ratio_mean,vol_ratio_std,vol_ratio_ci_low,vol_ratio_ci_high,spread_ratio_mean,spread_ratio_std,spread_ratio_ci_low,spread_ratio_ci_high,max_drawdown_mean,max_drawdown_std,max_drawdown_ci_low,max_drawdown_ci_high,recovery_time_mean,recovery_time_std,recovery_time_ci_low,recovery_time_ci_high,mm_panic_ratio_mean,mm_panic_ratio_std,mm_panic_ratio_ci_low,mm_panic_ratio_ci_high,acf_abs_ret_1_mean,acf_abs_ret_1_std,acf_abs_ret_1_ci_low,acf_abs_ret_1_ci_high,acf_abs_ret_5_mean,acf_abs_ret_5_std,acf_abs_ret_5_ci_low,acf_abs_ret_5_ci_high,vol_persistence_mean,vol_persistence_std,vol_persistence_ci_low,vol_persistence_ci_high,high_vol_cluster_share_mean,high_vol_cluster_share_std,high_vol_cluster_share_ci_low,high_vol_cluster_share_ci_high
0,300,0.0,30,2.2669447457557745,0.9102858591050014,1.9690014655599946,2.598329961530546,2.6119839385940495,1.2787582680389695,2.22331587233881,3.104980888025513,0.19963732715193927,0.10304459528804698,0.1657365798387504,0.2339179756267817,35.233333333333334,61.40632525733155,17.466666666666665,60.45916666666664,0.9554444444444444,0.13035314055133626,0.9020888888888889,0.9906694444444445,0.2848662999275706,0.10592270095655283,0.2477806767293025,0.3189965191529628,0.1745940963620713,0.10678026806231908,0.13814958329089344,0.21227865344285832,0.9595376730186965,0.013256090278995354,0.9548512382915699,0.9640198669843256,0.43567447045707924,0.25541121672716316,0.3547296544035675,0.5237458193979933
0,300,0.2,30,2.318143798734217,1.3967762902671392,1.8547873502521024,2.9182425754419987,2.2709794267632732,1.431657451913601,1.7943703057116809,2.824343998587275,0.22316981905857677,0.10766541658789018,0.18604646058488025,0.2624921982014164,16.2,18.546121445996604,10.8,23.269999999999996,0.9882222222222222,0.033479373570327715,0.9753277777777778,0.9991111111111111,0.33099450316069057,0.09951220264115279,0.2950180180802089,0.36908866951128516,0.1614595915611316,0.10521874147315133,0.12533753248434273,0.19903640663190675,0.9622806349470069,0.011954129940141105,0.9577892243681272,0.9664839660112265,0.3587513935340022,0.26525640520543853,0.26919175027870684,0.45968784838350046
0,300,0.4,30,2.3257629407188536,1.1644327216913906,1.9404637970435212,2.761689798823965,2.7441627033354785,1.4952730604332791,2.231831020024983,3.3199220647937238,0.24411663238053458,0.10653413531019774,0.20666431854306314,0.28197827069185666,41.4,78.42219953119361,17.36416666666667,71.56833333333333,0.8963333333333333,0.23606829000925292,0.8075194444444446,0.9686722222222223,0.3156480876381374,0.11436642435276584,0.27204385361446193,0.3544040953573256,0.2074784836016023,0.10302104444541871,0.16988019509789656,0.24402564961018813,0.966714938042728,0.010539008210722043,0.9627977647234657,0.9702807207429305,0.3981047937569678,0.24755783904140036,0.3125557413600892,0.4897435897435897
0,300,0.6,30,3.083669895237959,2.2717738336723,2.346896944363586,3.9495461270374213,3.5185940617312386,2.504505452773074,2.693833193286357,4.468450870822415,0.363418712914535,0.23428495473108155,0.281533787728894,0.4519502245863849,25.5,57.44967813000678,10.499166666666667,47.802499999999995,0.9847777777777776,0.04099979752621095,0.9677777777777777,0.9957833333333335,0.3226989660398167,0.134416892953235,0.278617019729738,0.3683649005760389,0.17015743533340644,0.11247810248732117,0.13253725131109223,0.20821855935990477,0.9288922613792095,0.17589922530482688,0.8632629685484658,0.9639317657423617,0.3913043478260869,0.28622602126380203,0.29592809364548495,0.49957636566332214
0,600,0.0,30,1.943312457390458,0.8335763292362751,1.6773349061648868,2.2598442940930887,2.101913765221098,0.9607667400484109,1.782384886573256,2.4600162298019206,0.14535425984305253,0.050488557706655814,0.12850474325308467,0.1623172210614836,33.666666666666664,55.25759946695635,18.965833333333332,57.836666666666666,0.9931111111111112,0.016972669789860926,0.9864416666666668,0.9979999999999999,0.2983753757489259,0.09146234753572059,0.26666585405248694,0.32838666500577474,0.1272298284554065,0.0952357231240105,0.09284637843656296,0.15887550839216,0.9589900719097161,0.013025238079392223,0.9548850736248292,0.9634284214348845,0.38963210702341133,0.2397878222592897,0.310479375696767,0.47275362318840575
0,600,0.2,30,2.4222298382757157,1.711042016142668,1.922484248332081,3.090664704099,2.588230391055569,2.0226891302375094,1.9993312394597411,3.379936554017177,0.19671094920199772,0.09502420988000515,0.16340113539525816,0.2280065296297945,46.4,80.3679469474723,21.087500000000013,78.40833333333333,0.9637777777777778,0.11580712374720416,0.9170944444444445,0.9962222222222222,0.29840506505447284,0.10589549363646153,0.25989925176369555,0.33336347909787867,0.18026801285029656,0.11245427801862795,0.13980981629799794,0.22196753105763622,0.9594747809679712,0.012759240703565863,0.9551547725745231,0.9641098525469313,0.45797101449275357,0.23698086706337043,0.37579710144927525,0.5399191750278707
0,600,0.4,30,2.413166682620819,1.7904671246984927,1.8874361380991904,3.1566730028039016,2.796925142763229,2.6484529424692713,1.9874345273828977,3.9070569782654427,0.20868286671780628,0.10969671454198349,0.17184248481359832,0.24549103473606845,18.333333333333332,13.241349377360804,14.133333333333333,23.300833333333333,0.9906666666666666,0.02286726650464886,0.9815527777777777,0.9972249999999999,0.2621563843794587,0.09584336559771914,0.23011863334675708,0.2958184598286517,0.1655782021516577,0.09676359002268686,0.13138985575146012,0.20009588702329062,0.9622744990365021,0.013068050659296416,0.9577165383449846,0.9666030250060881,0.40557413600891856,0.28584836339197706,0.31313545150501676,0.5129598662207357
0,600,0.6,30,2.893339152439377,1.4493932042069104,2.4145942232195585,3.415712420295353,3.1967234087779253,1.9976250097826147,2.546095014773359,3.8979244978702137,0.2878655020463078,0.143425072502178,0.23771802595745462,0.3359612062777316,43.833333333333336,75.06277066715487,20.628333333333337,71.87166666666666,0.9767777777777779,0.08569071773536827,0.9421999999999999,1.0,0.27763428274421437,0.10029855775817556,0.24304973066497537,0.3143432581385227,0.14998957936753268,0.09776485509978101,0.11422216772857362,0.18143070180156137,0.9595700672723043,0.015382130482325446,0.9540063728626694,0.9643867439609194,0.458974358974359,0.20674625174130748,0.3862848383500558,0.5313377926421405
0,1000,0.0,30,1.9971664780239877,1.1543865619120264,1.607697196436832,2.45167444853908,2.0529744119576345,1.2141501730642716,1.6374586238346065,2.5058103092866735,0.1388687835231633,0.049364964591006526,0.12244951875545768,0.15744503857587372,36.03333333333333,54.25004899621708,21.764166666666668,57.766666666666666,0.993,0.025884358211089566,0.9823305555555555,0.9996666666666667,0.2588993773635018,0.12134629752881976,0.2199403482909513,0.3035503380504837,0.12685418377733199,0.08451593381297463,0.09810861095184648,0.15402472589746638,0.9589346310284756,0.012468836748002666,0.9545191319878891,0.9629937893027838,0.3839464882943143,0.2601402115758271,0.2923801560758083,0.4829626532887402
0,1000,0.2,30,2.7263625378685696,1.714696270264491,2.1664902058005593,3.343289023810666,2.843034794392163,1.7635334488555177,2.2628211185676044,3.500655745456674,0.17820531835977058,0.06669021805175376,0.15544494211662166,0.20257346275949825,31.833333333333332,55.80451306266295,17.165833333333335,54.037499999999994,0.9781111111111112,0.08350870435890922,0.9446666666666668,0.9983333333333333,0.3046832779369602,0.11972279794424977,0.2664096722471032,0.34625769485951524,0.16830853659832753,0.0965910067558365,0.13598604367993683,0.204130114456834,0.9633392135333901,0.013492983916861587,0.9587484744844444,0.9679020967848356,0.48216276477146036,0.23726576906711286,0.3976170568561873,0.5724665551839465
